TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
46580DLTSC3100S	1311209166457	000091203	NAPHTHALENE	TRI	2011	DA-LITE SCREEN CO	3100 N DETROIT ST	WARSAW	KOSCIUSKO	IN	465810137	YES	NO	NO	NO								333315						41.27965	-85.85288	005145784								DA-LITE SCREEN CO INC	005145784	-W58:WE HAVE ESTABLISHED A PROGRAM WHERE LEFTOVER COATINGS FROM A RUN ARE RETAINED AND USED AS THE INITIAL INGREDIENTS FOR THE COATINGS THE SUBSEQUENT RUN.;T04:WE HAVE A BIWEEKLY MEETING OF A CROSS FUNCTIONAL "GREEN TEAM" MEETING TO DEVELOP AND EXPEDITE ENVIRONMENTAL PROJECTS.;W42:WE HAVE AN ONGOING PROGRAM TO REPLACE OUR MATERIALS WITH THOSE OF LOWER ENVIRONMENTAL IMPACT.	NO	TIM.HENSON@MILESTONE.COM			NO	 	
47720LLSNN225WM	1311209282134	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2011	INTEGRATED ENERGY TECHNOLOGIES  INC	225 W MORGAN AVE	EVANSVILLE	VANDERBURGH	IN	47710	YES	NO	NO	NO								333611						37.992071	-87.567	129763822								DONCASTERS LTD		OUR PRODUCT IS MADE FROM NICKEL BASED MATERIAL THAT IS EXPENSIVE. WE GO TO GREAT LENGTHS TO RECYCLE ALL OF OUR SCRAP BECAUSE WE GET PAID FOR IT.	NO	WGREEN@DONCASTERS.COM			YES	 	
47720LLSNN225WM	1311209282146	N495	NICKEL COMPOUNDS	TRI	2011	INTEGRATED ENERGY TECHNOLOGIES  INC	225 W MORGAN AVE	EVANSVILLE	VANDERBURGH	IN	47710	YES	NO	NO	NO								333611						37.992071	-87.567	129763822								DONCASTERS LTD		OUR MAIN PRODUCT IS MADE FROM NICKEL BASED MATERIAL AND THE MORE PRODUCT WE SELL, THE MORE NICKEL BASED MATERIAL WE USE. ALSO BECAUSE THE NICKEL BASED MATERIAL IS EXPENSIVE, WE GO TO GREAT LENGTHS TO COLLECT ALL SCRAP AND RECYCLE IT BECAUSE WE GET PAID FOR IT.	NO	WGREEN@DONCASTERS.COM			YES	 	
46515FRWND701CO	1311209358605	007439921	LEAD	TRI	2011	THOR MOTOR COACH INC	701 COUNTY RD 15	ELKHART	ELKHART	IN	46516	YES	NO	NO	NO								336213						41.686939	-85.907501									THOR INDUSTRIES INC		USED 193 LBS OF LEAD (PB) IN RY2011.	NO	BKURTZ@TMCRV.COM			YES	 	
47201RVNCNWALES	1311209147558	007440020	NICKEL	TRI	2011	AK TUBE LLC	150 W 450 S WALESBORO	COLUMBUS	BARTHOLOMEW	IN	47201	YES	NO	NO	NO								336399						39.136111	-85.940278	939842688								AK STEEL CORP	831100995	N/A	NO	ALAN_MCCOY@AKSTEEL.COM			YES	 	
47201RVNCNWALES	1311209147545	007440473	CHROMIUM	TRI	2011	AK TUBE LLC	150 W 450 S WALESBORO	COLUMBUS	BARTHOLOMEW	IN	47201	YES	NO	NO	NO								336399						39.136111	-85.940278	939842688								AK STEEL CORP	831100995	N/A	NO	ALAN_MCCOY@AKSTEEL.COM			YES	 	
46573TLMST65266	1311209632658	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	UTILIMASTER CORP	65906 STATE RD 19	WAKARUSA	ELKHART	IN	46573	YES	NO	NO	NO								336211						41.537532	-86.001455	966822033								SPARTAN MOTORS INC	060178811	SET LIMITS ON THE AMOUNT OF MATERIAL WITH EXPIRATION DATES THAT IS ORDERED AT  ONE TIME.  FIRST IN-FIRST OUT PROCEDURES SET UP ON THESE ITEMS.	NO	CWEGENER@UTILIMASTER.COM			NO	 	
46515HRMSL1101L	1311209371929	007439976	MERCURY	PBT	2011	AMERICAN ELECTRONIC COMPONENTS	1101 LAFAYETTE ST	ELKHART	ELKHART	IN	46516	YES	NO	NO	NO								335314						41.6757	-85.98406	005215660										MERCURY PRESENTLY USED AS A CURRENT CARRYING CONTACT IN ELECTRICAL SWITCHES IS BEING REPLACED WITH A METALLIC BALL.  SOME MERCURY RELAY MODELS ARE BEING PHASED OUT AND REPLACED WITH METALLIC CONTACT RELAYS.	NO	KVANDERBOSCH@AECSENSORS.COM			YES	 	
46107JNSCH600BE	1311209011992	007782505	CHLORINE	TRI	2011	JCI JONES CHEMICALS INC	600 BETHEL AVE	BEECH GROVE	MARION	IN	46107	YES	NO	NO	NO								424690						39.72801	-86.08883	002216091								JCI JONES CHEMICALS INC		OPTIONAL	NO	VROBERTS@JCICHEM.COM			NO	 	
46516GLBLG56807	1311209129194	000100425	STYRENE	TRI	2011	GLOBAL COMPOSITES INC PLANT 3	56807 ELK PARK DR	ELKHART	ELKHART	IN	46516	YES	NO	NO	NO								326199						41.66986	-86.03374	102357316								GLOBAL COMPOSITES INC		OUR COMPANY ALWAYS WORK TOGETHER WITH OUR TRADE ASSOCIATION, VENDORS AND MANAGEMENT TEAMS TO CONSISTENTLY LOOK FOR OPPORTUNITITES IN SOURCE REDUCTION, RECYCLING OR RAW MATERIAL SUBSTITUTION.	NO	TSCHENK@GLOBALCOMPOSITESINC.COM			NO	 	
