TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
46386NNRLLUSHIG	1311209026816	007440473	CHROMIUM	TRI	Pounds																		2011	NO	UNION ELECTRIC STEEL CORP	3702 MONTADLE PARK DR US HWY 30 E	VALPARAISO	PORTER	IN	463840029	YES	NO	NO	NO								332111						41.445046	-87.011955									AMPCO-PITTSBURGH CORP	004327862	0		NA												NO	BKELLY@UNIONES.COM			YES	 	
46386NNRLLUSHIG	1311209026828	007439921	LEAD	TRI	Pounds																		2011	NO	UNION ELECTRIC STEEL CORP	3702 MONTADLE PARK DR US HWY 30 E	VALPARAISO	PORTER	IN	463840029	YES	NO	NO	NO								332111						41.445046	-87.011955									AMPCO-PITTSBURGH CORP	004327862	0		NA												NO	BKELLY@UNIONES.COM			YES	 	
46386NNRLLUSHIG	1311209026830	007440020	NICKEL	TRI	Pounds																		2011	NO	UNION ELECTRIC STEEL CORP	3702 MONTADLE PARK DR US HWY 30 E	VALPARAISO	PORTER	IN	463840029	YES	NO	NO	NO								332111						41.445046	-87.011955									AMPCO-PITTSBURGH CORP	004327862	0		NA												NO	BKELLY@UNIONES.COM			YES	 	
46312SGYPS3501C	1311209416039	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	US GYPSUM CO	301 RILEY RD	EAST CHICAGO	LAKE	IN	46312	YES	NO	NO	NO								327420						41.65164	-87.4743	094760501		IND094760501		INR000066				USG CORP	005212600	0		NA												NO	CLORING@USG.COM			YES	 	
46312SGYPS3501C	1311209416041	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	US GYPSUM CO	301 RILEY RD	EAST CHICAGO	LAKE	IN	46312	YES	NO	NO	NO								327420						41.65164	-87.4743	094760501		IND094760501		INR000066				USG CORP	005212600	0		NA												NO	CLORING@USG.COM			YES	 	
47581SGYPSHIGHW	1311209248172	007439921	LEAD	TRI	Pounds																		2011	NO	US GYPSUM CO	12802 DEEP CUT LAKE RD	SHOALS	MARTIN	IN	47581	YES	NO	NO	NO								327420						38.684	-86.7144			IND006391833		IN0003646				USG CORP	121286777	0		NA												NO	PMCFARLAND@USG.COM			YES	 	
47581SGYPSHIGHW	1311209248184	007439976	MERCURY	PBT	Pounds																		2011	NO	US GYPSUM CO	12802 DEEP CUT LAKE RD	SHOALS	MARTIN	IN	47581	YES	NO	NO	NO								327420						38.684	-86.7144			IND006391833		IN0003646				USG CORP	121286777	0		NA												NO	PMCFARLAND@USG.COM			YES	 	
46721NVRSLBOX10	1311209800770	007439921	LEAD	TRI	Pounds																		2011	NO	AUTOLINE INDUSTRIES INDIANA	100 COMMERCE ST	BUTLER	DEKALB	IN	46721	YES	NO	NO	NO								332999						41.42777	-84.88248	808408285								DURA AUTOMOTIVE SYSTEMS INC		0		NA												NO	ANDREW.FOX@AUTOLINEIND.COM			YES	 	
46721NVRSLBOX10	1311209800782	007439965	MANGANESE	TRI	Pounds																		2011	NO	AUTOLINE INDUSTRIES INDIANA	100 COMMERCE ST	BUTLER	DEKALB	IN	46721	YES	NO	NO	NO								332999						41.42777	-84.88248	808408285								DURA AUTOMOTIVE SYSTEMS INC		0		NA												NO	ANDREW.FOX@AUTOLINEIND.COM			YES	 	
46580DLTSC3100S	1311209166457	000091203	NAPHTHALENE	TRI	Pounds																		2011	NO	DA-LITE SCREEN CO	3100 N DETROIT ST	WARSAW	KOSCIUSKO	IN	465810137	YES	NO	NO	NO								333315						41.27965	-85.85288	005145784								DA-LITE SCREEN CO INC	005145784	0		NA												NO	TIM.HENSON@MILESTONE.COM			NO	 	
