TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
00771BDLSPPBX27	1307205894468	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2007	BD CARIBE LTD LAS PIEDRAS	RD 183 KM 203 PO BOX 2007	LAS PIEDRAS	LAS PIEDRAS	PR	00771	YES	NO	NO	NO								339113						18.178056	-65.873611	118160290								BECTON DICKINSON		N/A	NO	J_COLON@BD.COM			YES	
00771BDLSPPBX27	1307205894456	007664417	AMMONIA	TRI	2007	BD CARIBE LTD LAS PIEDRAS	RD 183 KM 203 PO BOX 2007	LAS PIEDRAS	LAS PIEDRAS	PR	00771	YES	NO	NO	NO								339113						18.178056	-65.873611	118160290								BECTON DICKINSON		N/A	NO	J_COLON@BD.COM			NO	
01301GRHFL26SAN	1307205971031	007440473	CHROMIUM	TRI	2007	KENNAMETAL INC GREENFIELD PLANT	34 SANDERSON ST	GREENFIELD	FRANKLIN	MA	01301	YES	NO	NO	NO								333515						42.594285	-72.589433	004397659										KENNAMETAL HAS DEVELOPED A CORPORATE BUYER FOR HIGH SPEED STEEL GRINDING SWARF FOR METALS RECOVERY. THE PREVIOUS VENDOR WAS WILLIAM F. SULLIVAN, OUR PRESENT VENDOR IS PRIME METALS & ALLOYS, INC	NO	TARYN.BLAIR@KENNAMRTAL.COM			YES	
01730MLLPR80ASH	1307205357181	000872504	N-METHYL-2-PYRROLIDONE	TRI	2007	MILLIPORE CORP	80 ASHBY RD	BEDFORD	MIDDLESEX	MA	01730	YES	NO	NO	NO								334516						42.485	-71.27	001050152										MILLIPORE CORPORATION UPGRADED A NON-INTEGRAL DISTILLATION SYSTEM FOR THE RECYCLE AND RE-USE OF THIS TRI CHEMICAL.  THE RECYCLED MATERIAL WILL BE USED FOR FLUSHING AND CLEANING.	NO	CHARLES_BUBAR@MILLIPORE.COM			NO	
01730MLLPR80ASH	1307205357179	000067561	METHANOL	TRI	2007	MILLIPORE CORP	80 ASHBY RD	BEDFORD	MIDDLESEX	MA	01730	YES	NO	NO	NO								334516						42.485	-71.27	001050152										MILLIPORE CORPORATION CONTINUES TO RECYCLE THIS TUR CHEMICAL FOR RE-USE ON PRODUCTION PROCESSES.  WE ARE LOOKING INTO PROCESS UPGRADES THAT WOULD PROVIDE INCREASE CAPACITY FOR RECYCLING.	NO	CHARLES_BUBAR@MILLIPORE.COM			NO	
01749CTMFG2CABO	1307205869403	007439921	LEAD	PBT	2007	ACT ELECTRONICS INC	2 CABOT RD	HUDSON	MIDDLESEX	MA	01749	YES	NO	NO	NO								334418						42.378538	-71.562075	118249114								SUN CAPITAL PARTNERS	068750228	LEAD FREE WAVE SOLDER EQUIPMENT HAS BEEN INSTALLED.	NO	JGRIFFIN@ACT-ELECTRONICS.COM			YES	
01950GLDNC374ME	1307205649561	007439921	LEAD	PBT	2007	FERRAZ SHAWMUT INC	374 MERRIMAC ST	NEWBURYPORT	ESSEX	MA	01950	YES	NO	NO	NO								335313						42.824024	-70.889533	116386793										THE MAJORITY OF THE LEAD REPORTED COMES FROM LEAD IN BRASS.  OUR DECREASE IN PROCESSED LEAD IS BECAUSE LEAD IN BRASS USE DECREASED BY 2,101 LBS IN 2007 FOR A TOTAL OF 24,218 LBS.    LEADED SOLDER USE INCREASED BY 280 LBS TO 1,025 LBS IN 2007.	NO	RICHARD.ROBBINS@FERRAZSHAWMUT.COM			YES	
01950NNSPC3MALC	1307205327556	000872504	N-METHYL-2-PYRROLIDONE	TRI	2007	UNION SPECIALTIES INC	3 MALCOLM HOYT DR	NEWBURYPORT	ESSEX	MA	01950	YES	NO	NO	NO								325510						42.796241	-70.890209	048268007										IN 2Q08, WE IDENTIFIED A ALTERNATE RAW MATERIAL THAT WILL REDUCE THE AMOUNT OF NMP USED IN A FINAL/BATCH CLEANING STEP.  NMP WIL CONTINUE TO BE USED AS A FORMULATION COMPONENT, HOWEVER, THE QUANTITY SENT OFF-SITE FOR INCINERATION WILL BE ELIMINATED.	NO	JEFFSCHOFF@UNIONSPECIALTIESINC.COM			NO	
00765CRBGNRTE20	1307205971043	007440508	COPPER	TRI	2007	CARIBE GE VIEQUES LLC	RD 200 CORNER 201	VIEQUES	VIEQUES	PR	00765	YES	NO	NO	NO								335311						18.139908	-65.457898	090193277								GE CO.	001367960	NA	NO	EDGARDO.RIVERA@GE.COM			YES	
01420NWRKM1NEWA	1307205310550	007439921	LEAD	PBT	2007	NEWARK AMERICA	100 NEWARK WAY	FITCHBURG	WORCESTER	MA	01420	YES	NO	NO	NO								322130	322299	562920				42.558516	-71.847784	085653186								THE NEWARK GROUP	085653186	NEWARK AMERICA IS A PRODUCER OF RECYCLED PAPERBOARD.  OLD NEWSPRINT IS THE PRIMARY SOURCE OF OUR RAW MATERIAL.  PAPER CONTAINS LEAD, WHICH IN THE RECYCLING PROCESS, REMAINS WITH THE NEW PRODUCT.  ANNUAL PRODUCTION: 118,789 TONS, LEAD CONCENTRATION 1.8 PPM RAW MATERIAL USED: 145,150 TONS, LEAD CONCENTRATION 1.9 PPM WATER SENT TO POTW: 118,068,878 GALLONS, SOLIDS AT 50 PPM, 24.6 TONS, LEAD CONCENTRATION 2.9 PPM OLD CORRUGATED MATERIAL FROM RAW MATERIAL, UNUSED, 8,146 TONS, LEAD CONCENTRATION 3.67 PPM SHORT PAPER FIBER SLUDGE HAULED TO MASS NATURAL FERTILIZER COMPANY, 7,037 TONS, LEAD CONCENTRATION 2.9 PPM RECYCLING TRASH, HAULED AS WASTE BY NORTHSIDE CARTING, 6,216 TONS, LEAD CONCENTRATION 1.85 PPM	NO	WPAISTE@TNGUS.COM			YES	
01752DVTCH40CED	1307205698828	N511	NITRATE COMPOUNDS	TRI	2007	DAV-TECH PLATING INC.	40 CEDAR HILL ST	MARLBOROUGH	MIDDLESEX	MA	01752	YES	NO	NO	NO								332813						42.316489	-71.579412											In reference to Section 8.9 (Production Ratio/Activity Index), the value indicated there is the same as that indicated for Nitric Acid.  Nitrate Compounds are manufactured as a result of neutralizing Nitric Acid with Sodium Hydroxide  to a pH of 7.  In prior reporting year 2006, Nitric Acid saturated with Nickel was shipped off-site for treatment/disposal/metals recovery.  There was Nitric Acid treated on-site in reporting year 2006 but the amount of Nitrate Compounds manufactured was less than the reporting threshold of 25,000 lbs.	NO	LGOYNE@DAV-TECHPLATINGINC.COM			NO	
