TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
88043CHNMN210CO	1311209593639	007440020	NICKEL	TRI	2011	CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS	99 SANTA RITA MINE RD	VANADIUM	GRANT	NM	88023	YES	NO	NO	NO								212299						32.699444	-108.1225	027297472		NMD360010029		NM0020435				FREEPORT MCMORAN COPPER & GOLD	187122973	FACILITY RESTART	NO	GABE_DOAK@FMI.COM			YES	 	
87421SNJNGCOUNT	1311209567623	007664393	HYDROGEN FLUORIDE	TRI	2011	SAN JUAN GENERATING STATION	COUNTY RD 6800	WATERFLOW	SAN JUAN	NM	87421	YES	NO	NO	NO								221112						36.801667	-108.438611									PUBLIC SERVICE CO OF NEW MEXICO	006975395	NA	NO	VALERIE.SMITH@PNMRESOURCES.COM			NO	 	
87045PLNSSCOUNT	1311209364355	007664393	HYDROGEN FLUORIDE	TRI	2011	TRI-STATE GENERATION & TRANSMISSION - ESCALANTE STATION	COUNTY RD 19	PREWITT	MCKINLEY	NM	870450577	YES	NO	NO	NO								221112						35.416111	-108.082222	042634378										NA	NO	JVANSOEREN@TRISTATEGT.ORG			NO	 	
87421SNJNGCOUNT	1311209567775	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	SAN JUAN GENERATING STATION	COUNTY RD 6800	WATERFLOW	SAN JUAN	NM	87421	YES	NO	NO	NO								221112						36.801667	-108.438611									PUBLIC SERVICE CO OF NEW MEXICO	006975395	NA	NO	VALERIE.SMITH@PNMRESOURCES.COM			NO	 	
88043CHNMN210CO	1311209593654	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	CHINO MINES CO MINE CONCENTRATOR-SXEW PLANTS	99 SANTA RITA MINE RD	VANADIUM	GRANT	NM	88023	YES	NO	NO	NO								212299						32.699444	-108.1225	027297472		NMD360010029		NM0020435				FREEPORT MCMORAN COPPER & GOLD	187122973	FACILITY RESTART	NO	GABE_DOAK@FMI.COM			NO	 	
87045PLNSSCOUNT	1311209364393	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	TRI-STATE GENERATION & TRANSMISSION - ESCALANTE STATION	COUNTY RD 19	PREWITT	MCKINLEY	NM	870450577	YES	NO	NO	NO								221112						35.416111	-108.082222	042634378										NA	NO	JVANSOEREN@TRISTATEGT.ORG			NO	 	
87045PLNSSCOUNT	1311209364316	007726956	BROMINE	TRI	2011	TRI-STATE GENERATION & TRANSMISSION - ESCALANTE STATION	COUNTY RD 19	PREWITT	MCKINLEY	NM	870450577	YES	NO	NO	NO								221112						35.416111	-108.082222	042634378										NA	NO	JVANSOEREN@TRISTATEGT.ORG			NO	 	
88118SRFRC3771S	1311209626643	N420	LEAD COMPOUNDS	PBT	2011	US DOD USAF CANNON AFB RANGE	3771 SUNDALE VALLEY RD	FLOYD	ROOSEVELT	NM	88118	YES	NO	YES	NO								928110						34.288486	-103.683408									US DEPARTMENT OF DEFENSE		CANNON AFB SMALL ARMS RANGE WAS CLOSED FOR THE ENTIRE YEAR WITH NO ACTIVITY.  ALL TRAINING ACTIVITY WAS CONDUCTED AT MAFR OR THE PATRIOT OUTDOOR RANGE (CIVILIAN CONTRACTED RANGE FOR CAFB).  FUTURE TRAINING WILL BE CONDUCTED AT THESE TWO RANGES UNTIL FURTHER NOTICE AND NO SMALL ARMS TRAINING WILL BE SCHEDULED AT CAFB.	YES				YES	 	
87113MTRLN4800A	1311209746357	N420	LEAD COMPOUNDS	PBT	2011	CTS ELECTRONIC COMPONENTS INC	4800 ALAMEDA BLVD, NE	ALBUQUERQUE	BERNALILLO	NM	871131647	YES	NO	NO	NO								334419						35.18446	-106.592911	103820262								CTS CORP	005068515	WASTEWATER DISCHARGE METERS WERE INSTALLED TO TRACK WASTEWATER FLOWS THUS ACCOUNTING FOR SOME OF THE INCREASE IN LEAD DISCHARGE IN WASTEWATER OVER PRIOR YEAR DATA.	NO	MITCH.WALORSKI@CTSCORP.COM			YES	 	
87421SNJNGCOUNT	1311209567647	N420	LEAD COMPOUNDS	PBT	2011	SAN JUAN GENERATING STATION	COUNTY RD 6800	WATERFLOW	SAN JUAN	NM	87421	YES	NO	NO	NO								221112						36.801667	-108.438611									PUBLIC SERVICE CO OF NEW MEXICO	006975395	NA	NO	VALERIE.SMITH@PNMRESOURCES.COM			YES	 	
