TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
87045MCKNLCOUNT	1311209653183	000107211	ETHYLENE GLYCOL	TRI	2011	BIO PAPPEL INTERNATIONAL	COUNTY RD 19	PREWITT	MCKINLEY	NM	870450100	YES	NO	NO	NO								322130						35.41056	-108.08417	794658609								BIO PAPPEL		NO NEW METHODS OF SOURCE REDUCTION WERE INTITIATED OR IMPLEMENTED IN 2011.  FACILITY CONTINUES TO SUBSTITUE PROPYLENE GLYCOL WERE APPLICABLE OR SUITABLE IN MOBILE EQUIPMENT AND PREVENTATIVE MAINTENANCE IS DONE ON BOTH THE MOBILE EQUIPMENT AND HEATING SYSTEM TO BETTER MANAGE LEAKS AND SPILLS.	NO	IROSAS@BIOPAPPEL.COM			NO	 	
88008GRFFT2400A	1311209066176	000075218	ETHYLENE OXIDE	TRI	2011	STERIGENICS US LLC	2400 AIRPORT RD	SANTA TERESA	DONA ANA	NM	88008	YES	NO	NO	NO								561910						31.858333	-106.6875	098499569								STERIGENICS INTERNATIONAL INC	098499569	-T11:IMPLEMENTED ETHYLENE OXIDE BATCH EFFICIENCY IMPROVEMENT.	NO	KHOFFMAN@STERIGENICS.COM			NO	 	
87124NTLCR4100S	1311209399967	N230	CERTAIN GLYCOL ETHERS	TRI	2011	INTEL CORP	4100 SARA RD M/S RR5-491	RIO RANCHO	SANDOVAL	NM	87124	YES	NO	NO	NO								334413						35.23133	-106.65608	047897855								INTEL CORP		SHIFTED FOCUS FOR OFFSITE WASTE SHIPMENTS TO FUEL BLENDING (REUSE) AS OPPOSED TO RECYCLING, WHICH IS AT A LOWER TIER ON THE REDUCE, REUSE, RECYCLE HIERARCHY.	NO	FRANK.E.GALLEGOS@INTEL.COM			NO	 	
87124NTLCR4100S	1311209399955	007664417	AMMONIA	TRI	2011	INTEL CORP	4100 SARA RD M/S RR5-491	RIO RANCHO	SANDOVAL	NM	87124	YES	NO	NO	NO								334413						35.23133	-106.65608	047897855								INTEL CORP		A NEW AMMONIA TREATMENT SYSTEM (TRIMIX) WAS INSTALLED IN 2011 TO TREAT AMMONIA ONSITE, REDUCING THE AMOUNT OF AMMONIA DISCHARGED TO THE POTW.  THIS SYSTEM STRIPS THE AMMONIA FROM THE AQUEOUS PHASE AND TREATS IT VIA A THERMAL CATALYST IN THE GASEOUS PHASE, DESTROYING IT.	NO	FRANK.E.GALLEGOS@INTEL.COM			NO	 	
87185SDSNDPENNS	1311209233826	007439921	LEAD	TRI	2011	US DOE SANDIA NATIONAL LABS / NEW MEXICO	1515 EUBANK SE	ALBUQUERQUE	BERNALILLO	NM	87123	YES	NO	YES	NO								541712						35.034167	-106.538889									US DEPARTMENT OF ENERGY		-W25:IMPROVEMENT IN INVENTORIES AND USE OF MATERIAL ONSITE.  PROGRAM HAS BEEN IMPLEMENTED TO UTILIZE EXISTING INVENTORY PRIOR TO PURCHASING.;T04:THIS PROGRAM HAS BEEN ADOPTED AND PARTICIPATED IN VERY EFFECTIVELY THROUGHOUT THE SITE.	YES	TAMI.MOORE@NNSA.DOE.GOV			YES	 	
87113MTRLN4800A	1311209746357	N420	LEAD COMPOUNDS	PBT	2011	CTS ELECTRONIC COMPONENTS INC	4800 ALAMEDA BLVD, NE	ALBUQUERQUE	BERNALILLO	NM	871131647	YES	NO	NO	NO								334419						35.18446	-106.592911	103820262								CTS CORP	005068515	-W52:MODIFIED LAMINAR SEPARATOR PROCESS TO IMPORVE THE RECOVERY OF CERAMIC GRINDING GRIT.  THESE IMPROVMENTS RESULTED IN LESS SCRAP PRODUCT, MORE RECYCLED GRIT AND LESS WASTE GENERATION.;W89:ALL KILN SETTER RINGS DISCARDED AS OFF SPECIFICATION.  MODIFIED SETTER RING DIMENSIONS SO THAT THEY COULD BE MACHINED INTO SPECIFICATION SUBSTANTIALLY REDUCING WASTE GENERATION.;W81:REDUCED THE PRESSED HEIGHT OF A PRODUCT.  NOW LESS MATERIAL IS MACHINED OFF THE PART REDUCING MANUFACTURING CYCLE TIME AND DECRESED WASTE GENERATION.	NO	MITCH.WALORSKI@CTSCORP.COM			YES	 	
88240DDNSW1400W	1311209102591	000108883	TOLUENE	TRI	2011	UNITED FUEL & ENERGY CORP	1400 W BROADWAY	HOBBS	LEA	NM	88240	YES	NO	NO	NO								424710						32.700773	-103.153266	026840553								UNITED FUEL & ENERGY CORP		-W32:IMPROVED PROCEDURES FOR LOADING UNLOADING AND TRANSFER OPERATIONS	NO	TORREZI@SCFUELS.COM			NO	 	
88240DDNSW1400W	1311209102577	000067561	METHANOL	TRI	2011	UNITED FUEL & ENERGY CORP	1400 W BROADWAY	HOBBS	LEA	NM	88240	YES	NO	NO	NO								424710						32.700773	-103.153266	026840553								UNITED FUEL & ENERGY CORP		-W32:IMPROVED PROCEDURES FOR LOADING AND TRANSFER OPERATIONS	NO	TORREZI@SCFUELS.COM			NO	 	
88240DDNSW1400W	1311209102615	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	UNITED FUEL & ENERGY CORP	1400 W BROADWAY	HOBBS	LEA	NM	88240	YES	NO	NO	NO								424710						32.700773	-103.153266	026840553								UNITED FUEL & ENERGY CORP		-W32:IMPROVED PROCEDURES FOR LOADING UNLOADING AND TRANSFER OPERATIONS	NO	TORREZI@SCFUELS.COM			NO	 	
88240DDNSW1400W	1311209102538	000107211	ETHYLENE GLYCOL	TRI	2011	UNITED FUEL & ENERGY CORP	1400 W BROADWAY	HOBBS	LEA	NM	88240	YES	NO	NO	NO								424710						32.700773	-103.153266	026840553								UNITED FUEL & ENERGY CORP		-W32:IMPROVED PROCEDURES FOR LOADING UNLOADING AND TRANSFER OPERATIONS	NO	TORREZI@SCFUELS.COM			NO	 	
