TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
03801CNDNW99OLD	1313211149188	007664417	AMMONIA	TRI	Pounds																		2013	NO	ESSENTIAL POWER NEWINGTON LLC	200 SHATTUCK WAY	NEWINGTON	ROCKINGHAM	NH	03801			YES	NO	NO	NO								221112						43.103487	-70.805243									ESSENTIAL POWER LLC		0		NA												NO	ALAN.DOUGLASS@ESSENTIALPOWERLLC.COM			NO	 	
03820SCSTR325MA	1313211538412	N511	NITRATE COMPOUNDS	TRI	Pounds																		2013	NO	REDIMIX COS INC	325 MAST RD	DOVER	STRAFFORD	NH	03820			YES	NO	NO	NO								327320						43.16803	-70.8984									OLDCASTLE INC	037176591	0		NA												NO	DBISSONNETTE@REDIMIXCOMPANIES.COM			NO	 	
03820SCSTR325MA	1313211538400	007439976	MERCURY	PBT	Pounds																		2013	NO	REDIMIX COS INC	325 MAST RD	DOVER	STRAFFORD	NH	03820			YES	NO	NO	NO								327320						43.16803	-70.8984									OLDCASTLE INC	037176591	0		NA												NO	DBISSONNETTE@REDIMIXCOMPANIES.COM			YES	 	
03801NWNGT165GO	1313211516657	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			NO	 	
03801NWNGT165GO	1313211516594	N420	LEAD COMPOUNDS	PBT	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			YES	 	
03801NWNGT165GO	1313211516669	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			NO	 	
03801NWNGT165GO	1313211516618	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			YES	 	
03801NWNGT165GO	1313211516568	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			NO	 	
03801NWNGT165GO	1313211516582	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			NO	 	
03801NWNGT165GO	1313211516632	N458	MERCURY COMPOUNDS	PBT	Pounds																		2013	NO	PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION	165 GOSLING RD	NEWINGTON	ROCKINGHAM	NH	038013328			YES	NO	NO	NO								221112						43.09962	-70.79106	006971352								NORTHEAST UTILITIES	052543980	0		NA												NO	MARTIN.MURRAY@NU.COM			YES	 	
