TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
02813KNYNNMAINS	1312210041962	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	KENYON INDUSTRIES INC	36 SHERMAN AVE	KENYON	WASHINGTON	RI	02836	YES	NO	NO	NO								313311						41.445934	-71.626451	179944194								BROOKWOOD COS INC	360752448	At the end of 2012, the company received an approval to begin burning propane gas in its boilers as an alternative to No. 6 fuel oil.  As a result of this change, No. 6 fuel oil usage will likely be cut at least in half in 2013.  This will equate to a 50% reduction in emissions of this toxic chemical.	NO	JDONLON@KENYONINDUSTRIES.NET			NO	 	
02813KNYNNMAINS	1312210041986	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2012	KENYON INDUSTRIES INC	36 SHERMAN AVE	KENYON	WASHINGTON	RI	02836	YES	NO	NO	NO								313311						41.445934	-71.626451	179944194								BROOKWOOD COS INC	360752448	At the end of 2012, the company received an approval to begin burning propane gas in its boilers as an alternative to No. 6 fuel oil.  As a result of this change, No. 6 fuel oil usage will likely be cut at least in half in 2013.  This will equate to a 50% reduction in emissions of this toxic chemical.	NO	JDONLON@KENYONINDUSTRIES.NET			NO	 	
02863GTPRD1193B	1312209924784	N040	BARIUM COMPOUNDS	TRI	2012	OSRAM SYLVANIA INC	1193 BROAD ST	CENTRAL FALLS	PROVIDENCE	RI	02863	YES	NO	NO	NO								327212						41.896111	-71.388611	072087935								OSRAM SYLVANIA INC	031746456	Continuing with baghouse dust re-use into the glass melting process.|W51:Re-use of baghouse dust back into the glass melting process continues.	NO	JOHN.MARINE@SYLVANIA.COM			YES	 	
02860CLYNC50EST	1312210205682	N420	LEAD COMPOUNDS	PBT	2012	COOLEY INC	50 ESTEN AVE	PAWTUCKET	PROVIDENCE	RI	02860	YES	NO	NO	NO								313320						41.858433	-71.391167	001199728								COOLEY GROUP	001199728	|W19:Onsite recycling to reduce waste to landfill.	NO	DONNDELINGERP@COOLEYGROUP.COM			YES	 	
02860HRDTL45YOR	1312209917715	N100	COPPER COMPOUNDS	TRI	2012	HORD CRYSTAL	45 YORK AVE	PAWTUCKET	PROVIDENCE	RI	02860	YES	NO	NO	NO								339914						41.861171	-71.364402									YORK DEVELOPMENT		SRNA:Brass (copper) scrap is reduced to the extent that our tooling permits. We do not see any opportunity for reducing it further.	NO	MTHOMAS@HORDCRSYTAL.COM			YES	 	
02893NWNGLHAYST	1312210123550	007440508	COPPER	TRI	2012	NEW ENGLAND UNION CO INC	107 HAY ST	WEST WARWICK	KENT	RI	02893	YES	NO	NO	NO								331528						41.715897	-71.513436	001200906										NA|SRNA:Onsite recycling	NO	BRENT.PETIT@NEWENGLANDUNION.COM			YES	 	
02893NWNGLHAYST	1312210123562	007439921	LEAD	TRI	2012	NEW ENGLAND UNION CO INC	107 HAY ST	WEST WARWICK	KENT	RI	02893	YES	NO	NO	NO								331528						41.715897	-71.513436	001200906										NA|SRNA:NA	NO	BRENT.PETIT@NEWENGLANDUNION.COM			YES	 	
02852DVLPM300OL	1312210340220	N458	MERCURY COMPOUNDS	PBT	2012	DEVELOPMENT ASSOCIATES INC	300 OLD BAPTIST RD	NORTH KINGSTOWN	WASHINGTON	RI	028522531	YES	NO	NO	NO								325211						41.606922	-71.478934	040083826										SRNA:Concern that product quality may decline as a result of source reduction.  R&D ongoing to eliminate the use of this material.	NO	DNANNIG@DAIUS.COM			YES	 	
02865CRLCB1CARO	1312210309934	N420	LEAD COMPOUNDS	PBT	2012	GENERAL CABLE INDUSTRIES LLC	3 CAROL DR	LINCOLN	PROVIDENCE	RI	02865	YES	NO	NO	NO								335929						41.921944	-71.477222	827660528								GENERAL CABLE CORP	847914173	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible	NO	WBRENGEL@GENERALCABLE.COM			YES	 	
02865CRLCB1CARO	1312210309884	N010	ANTIMONY COMPOUNDS	TRI	2012	GENERAL CABLE INDUSTRIES LLC	3 CAROL DR	LINCOLN	PROVIDENCE	RI	02865	YES	NO	NO	NO								335929						41.921944	-71.477222	827660528								GENERAL CABLE CORP	847914173	SRNA:Concern that product quality may decline as a result of source reduction	NO	WBRENGEL@GENERALCABLE.COM			YES	 	
02865CRLCB1CARO	1312210309872	000098862	ACETOPHENONE	TRI	2012	GENERAL CABLE INDUSTRIES LLC	3 CAROL DR	LINCOLN	PROVIDENCE	RI	02865	YES	NO	NO	NO								335929						41.921944	-71.477222	827660528								GENERAL CABLE CORP	847914173	SRNA:Concern that product quality may decline as a result of source reduction.	NO	WBRENGEL@GENERALCABLE.COM			NO	 	
