TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
40330HTCHT955WA	1312210362606	007440020	NICKEL	TRI	2012	HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC - HK	955 WARWICK RD	HARRODSBURG	MERCER	KY	40330	YES	NO	NO	NO								336322	336312					37.780833	-84.84	130358682								HITACHI AMERICA LTD	051562908	SRNA:Nickel is a component in the type of stainless steel that Hitachi uses to produce high pressure fuel pumps.  The exaust from the laser welding operation that produces the fugitve air emissions for nickel is captured in a filtration system.	NO	CRAIG.FISHER@HITACHI-AUTOMOTIVE.US			YES	 	
40330HTCHT955WA	1312210362594	007439921	LEAD	TRI	2012	HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC - HK	955 WARWICK RD	HARRODSBURG	MERCER	KY	40330	YES	NO	NO	NO								336322	336312					37.780833	-84.84	130358682								HITACHI AMERICA LTD	051562908	SRNA:Hitachi recycles all waste Lead.  Hitachi sends all Lead Solder Dross from wave and selective solder machines for recycling, and collects all scrap printed curcuit boards for recyling. Althogh printed circuit boards have minimal Lead on them, they are still collected and sent out to assure the Lead does not end up in the landfill.  In coming years, Hitachi's production rates will steadily increase, however, most new business will become Lead Free Solder products.  The amount of Lead in Hitachi - HK products will gradually be decreasing.	NO	CRAIG.FISHER@HITACHI-AUTOMOTIVE.US			YES	 	
40330HTCHT955WA	1312210362582	007440473	CHROMIUM	TRI	2012	HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC - HK	955 WARWICK RD	HARRODSBURG	MERCER	KY	40330	YES	NO	NO	NO								336322	336312					37.780833	-84.84	130358682								HITACHI AMERICA LTD	051562908	The Laser welders that produce the Fugtive Air Release of Chromium have filtration systems that capture nearly all of the welding soot created. All of the stainless steel chips and turnings machined off of the Fuel Pump body are captured and recycled.|SRNA:Chromium is a component in the Fuel Pump that Hitachi produces.  There is no souce reduction options because we are required to use this type of stainless steel for the fuel pump body.	NO	CRAIG.FISHER@HITACHI-AUTOMOTIVE.US			YES	 	
42701MSRCS2112N	1312209966175	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	MOUSER CUSTOM CABINETRY	2112 N DIXIE AVE	ELIZABETHTOWN	HARDIN	KY	42701	YES	NO	NO	NO								337110						37.739501	-85.889755	026007450										New gluten pumps were installed which use less solvent to clean between applications.  This resulted in a 10% increase in the use of Xylene while experiencing an 18% increase in cabinet count.	NO	JPETERSON@MOUSERCC.COM			NO	 	
42701MSRCS2112N	1312209966163	000108883	TOLUENE	TRI	2012	MOUSER CUSTOM CABINETRY	2112 N DIXIE AVE	ELIZABETHTOWN	HARDIN	KY	42701	YES	NO	NO	NO								337110						37.739501	-85.889755	026007450										We replaced old gluten pumps with new style that requires significantly less solvent to clean the pump.  This has resulted in a 4% increase in the use of Toluene while seeing an 18% increase in production from 2011 to 2012.	NO	JPETERSON@MOUSERCC.COM			NO	 	
40107JMBMBHWY61	1312210088062	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2012	JIM BEAM BRANDS CO	HWY 61	BOSTON	NELSON	KY	40107	YES	NO	NO	NO								312140						37.807747	-85.687444	006392021		KYO006372981		KY0001759				BEAM INC.	001265768	|W58:Relied more on the natural gas boiler to reduce coal usage for steam generation.  Cut greehhouse gases by 3% while production increased 2%	NO	JAMES.TRUSLEY@BEAMGLOBAL.COM			NO	 	
40107JMBMBHWY61	1312210088100	007439921	LEAD	TRI	2012	JIM BEAM BRANDS CO	HWY 61	BOSTON	NELSON	KY	40107	YES	NO	NO	NO								312140						37.807747	-85.687444	006392021		KYO006372981		KY0001759				BEAM INC.	001265768	We are actively reducing coal consumption based on teh pricing of natural gas versus coal costs.  In 2012, favorable gas costs allowed a reduction in coal usage.  This resulted in a 3% reduction in GHG while production increased 5%.|W58:See below.|T11:Due to price of natural gas in 2012, we burned less coal and increased natural gas comsumption.  This lowered the amount of lead that was otherwise used from our coal boiler.	NO	JAMES.TRUSLEY@BEAMGLOBAL.COM			YES	 	
40107JMBMBHWY61	1312210088136	N420	LEAD COMPOUNDS	PBT	2012	JIM BEAM BRANDS CO	HWY 61	BOSTON	NELSON	KY	40107	YES	NO	NO	NO								312140						37.807747	-85.687444	006392021		KYO006372981		KY0001759				BEAM INC.	001265768	Jim Beam Brands made a decision to reduce coal comsuption when feasible by increasing the amount of natural gas we burn to manufacture steam.  In 2012 we reduced coal usage and therefore reduced GHG by 3% even with a 5% increase in production.|W58:We reduced coal consumption and therefore reduced the amount of lead compounds produced.  We augmented the coal boiler by burning more natural gas in our gas boiler.	NO	JAMES.TRUSLEY@BEAMGLOBAL.COM			YES	 	
40348WRSTMMAINS	1312210764698	007440473	CHROMIUM	TRI	2012	JOY GLOBAL	100 STAMLER ST	MILLERSBURG	BOURBON	KY	40348	YES	NO	NO	NO								333131						38.301216	-84.148894	172920225								JOY GLOBAL INC	153550793	None.|SRNA:None.	NO	GORDON.FALLEN@JOYGLOBAL.COM			YES	 	
40348WRSTMMAINS	1312210764775	007440020	NICKEL	TRI	2012	JOY GLOBAL	100 STAMLER ST	MILLERSBURG	BOURBON	KY	40348	YES	NO	NO	NO								333131						38.301216	-84.148894	172920225								JOY GLOBAL INC	153550793	None.|SRNA:None.	NO	GORDON.FALLEN@JOYGLOBAL.COM			YES	 	
