TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
80525GLNTT4380S	1312210567727	000107211	ETHYLENE GLYCOL	TRI	2012	AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO	4380 ZIEGLER RD	FORT COLLINS	LARIMER	CO	80525	YES	NO	NO	NO								334413						40.526009	-105.015526	610719465								AVAGO TECHNOLOGIES		SRNA:The city of Fort Collins POTW has asked Avago Technologies to include the ethylene glycol in the waste water sent to the POTW.  It provides nutrients for the system to work more efficiently.	NO	DAN.JOLLIFF@AVAGOTECH.COM			NO	 	
80301NPRBT4884S	1312210438558	000075092	DICHLOROMETHANE	TRI	2012	HOSPIRA BOULDER INC	4884 STERLING DR	BOULDER	BOULDER	CO	80301	YES	NO	NO	NO								325411						40.027472	-105.242683	141588017								HOSPIRA INC	141588017	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	CHAD.TELGENHOF@HOSPIRA.COM			NO	 	
80125WSTLN8382W	1312210101554	007439921	LEAD	TRI	2012	OLDCASTLE PRECAST	8382 W RIVERVIEW PKWY	LITTLETON	DOUGLAS	CO	80125	YES	NO	NO	NO								327390						39.561386	-105.047234	878192137								OLDCASTLE INC.	037176591	SRNA:Chemical is considered an impurity in the material that we purchase form vendors.	NO	CARL.WUITSCHICK@OLDCASTLEPRECAST.COM			YES	 	
80907WSTRN4607F	1312210283077	007439921	LEAD	TRI	2012	WESTERN FORGE CORP	4607 FORGE RD	COLORADO SPRINGS	EL PASO	CO	80907	YES	NO	NO	NO								332212						38.89873	-104.84102	007092513								IDEAL INDUSTRIES INC	005509468	All metal scrap material generated at the facility is sent to a metal recycler for metals recovery.	NO	ANDREW.MAYCOCK@WESTERNFORGE.COM			YES	 	
80105SFTYK10855	1312210138386	001336363	POLYCHLORINATED BIPHENYLS	PBT	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			NO	 	
80105SFTYK10855	1312210138234	N078	CADMIUM COMPOUNDS	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138208	001344281	ALUMINUM OXIDE (FIBROUS FORMS)	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138350	N495	NICKEL COMPOUNDS	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138259	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138297	007439921	LEAD	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138210	001332214	ASBESTOS (FRIABLE)	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138246	007440473	CHROMIUM	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
80105SFTYK10855	1312210138273	000107211	ETHYLENE GLYCOL	TRI	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).|SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			NO	 	
80105SFTYK10855	1312210138335	007439976	MERCURY	PBT	2012	CLEAN HARBORS DEER TRAIL LLC	108555 E HWY 36	DEER TRAIL	ADAMS	CO	80105	YES	NO	NO	NO								562211						39.733333	-103.718611	781236539								CLEAN HARBORS INC	157793639	SRNA:The facility operates as a TSDF. Waste volumes vary from year to year based on our customers business needs, emergency responses to spills or cleanup from natural disasters (floods).	NO	KEHOE.JOHN@CLEANHARBORS.COM			YES	 	
