TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
55344RSMNT12001	1307205295619	N420	LEAD COMPOUNDS	PBT	2007	ROSEMOUNT INC  EMERSON PROCESS MANAGEMENT	12001 TECHNOLOGY DR	EDEN PRAIRIE	HENNEPIN	MN	55344	YES	NO	NO	NO								334513						44.862116	-93.428022	792469868	006477467							EMERSON ELECTRIC CO	006269633	THE USAGE OF LEAD SOLDER SHOULD BE REMAINING THE SAME AND DECREASING IN FUTURE YEARS.  TESTING THE USE OF LEAD-FREE SOLDERS IS IN PROCESS, HOWEVER NO DATES FOR EXCHANGE HAVE BEEN FORCASTED.	NO	LOU.WACK@EMERSON.COM			YES	
55808DLTHB231CM	1307205887995	N420	LEAD COMPOUNDS	PBT	2007	DULUTH BRASS MANUFACTURING INC	2301 COMMONWEALTH AVE	DULUTH	ST LOUIS	MN	55808	YES	NO	NO	NO								331528						46.681196	-92.226613	006189740										THE 285 LBS OF AIR FILTERS WERE ACCUMULATED OVER SEVERAL YEARS.  UPON TESTING THEM IN 2007 AND SEEING THAT THEY WERE AT HAZARDOUS LEVELS, WE DISPOSED OF THEM TO A HAZARDOUS WASTE FACILITY.  IN FUTURE YEARS WE WILL BE DISPOSING THEM AS THEY ARE GENERATED, WHICH IS USUALLY LESS THEN 1 SET PER YEAR.  THE TOTAL WEIGHT OF THE LEAD IN THE FILTERS IS PROBABLY LESS THAN 1 LB IN ALL 285 LBS OF FILTER MEDIA (WHICH INCLUDES THE WEIGHT OF 2-55 GAL STEEL DRUMS).	NO	THOLT@DULUTHBRASS.COM	RR5		YES	
55901BNCHM631BA	1307205554076	007439921	LEAD	PBT	2007	BENCHMARK ELECTRONICS INC WINONA DIV ROCHESTER	6301 BANDEL RD	ROCHESTER	OLMSTED	MN	55901	YES	NO	NO	NO								334418						44.091838	-92.50891									BENCHMARK ELECTRONICS INC	024792194	THIS FACILITY CLOSED IN DECEMBER 2007.	NO	PAUL.RICE@BENCH.COM			YES	
55976MNTRC14212	1307206116574	000100425	STYRENE	TRI	2007	GEOTEK INC	1421 2ND AVE NW	STEWARTVILLE	OLMSTED	MN	55976	YES	NO	NO	NO								326121						43.865762	-92.48983	174394601										COVERING OUR RESIN TANKS.	NO	EFLOWERS@GEOTEKINC.COM			NO	
55107MRCNN139EV	1307205342429	N230	CERTAIN GLYCOL ETHERS	TRI	2007	REXAM BEVERAGE CAN CO RE: EVA STREET ST PAUL MN	139 EVA ST	SAINT PAUL	RAMSEY	MN	55107	YES	NO	NO	NO								332431						44.941256	-93.081542	005105366								REXAM BEVERAGE CAN CO	005105366	PROCESS OPTIMIZATION OF INSIDE SPRAY APPLICATION.  PLANT STANDARDIZATION OF GRAVURE ROLL SIZE.  INX TRAINING. REDUCTION OF INK WASTE.	NO	FRANK.BROWN@REXAM.COM			NO	
55107MRCNN139EV	1307205342468	000071363	N-BUTYL ALCOHOL	TRI	2007	REXAM BEVERAGE CAN CO RE: EVA STREET ST PAUL MN	139 EVA ST	SAINT PAUL	RAMSEY	MN	55107	YES	NO	NO	NO								332431						44.941256	-93.081542	005105366								REXAM BEVERAGE CAN CO	005105366	PROCESS OPTIMIZATION OF INSIDE SPRAY APPLICATION.  PLANT STANDARDIZATION OF GRAVURE ROLL SIZE.	NO	FRANK.BROWN@REXAM.COM			NO	
56007GPHRP222MY	1307205758941	N420	LEAD COMPOUNDS	PBT	2007	GOPHER PLASTICS	2202 MYERS RD	ALBERT LEA	FREEBORN	MN	56007	YES	NO	NO	NO								325211						43.621252	-93.354221	798504093								UNIVERSAL COOPERATIVES	059057802	FACILITY WAS CERTIFIED ISO 14000 DURING THE REPORTING YEAR.	NO	BRENAUX@BRIDONCORDAGE.COM			YES	
55116FRDMT966SM	1307205532738	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2007	FORD MOTOR CO. TWIN CITIES ASS EMBLY PLANT	966 S MISSISSIPPI RIVER BLVD	SAINT PAUL	RAMSEY	MN	55116	YES	NO	NO	NO								336112						44.913319	-93.197061	006207773								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO	NA			NO	
55116FRDMT966SM	1307205532740	000071432	BENZENE	TRI	2007	FORD MOTOR CO. TWIN CITIES ASS EMBLY PLANT	966 S MISSISSIPPI RIVER BLVD	SAINT PAUL	RAMSEY	MN	55116	YES	NO	NO	NO								336112						44.913319	-93.197061	006207773								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO	NA			NO	
55116FRDMT966SM	1307205532753	000191242	BENZO(G,H,I)PERYLENE	PBT	2007	FORD MOTOR CO. TWIN CITIES ASS EMBLY PLANT	966 S MISSISSIPPI RIVER BLVD	SAINT PAUL	RAMSEY	MN	55116	YES	NO	NO	NO								336112						44.913319	-93.197061	006207773								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO	NA			NO	
