TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
24112BSSTTPATRI	1311209133089	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	BASSETT PLANT 11	PATRIOT CENTRE AT BEAVER CREEK	MARTINSVILLE	HENRY	VA	24112	YES	NO	NO	NO								337122						36.72613	-79.8695	003124617								BASSETT FURNITURE INDUSTRIES INC	003124617	0		NA												NO	LRSCOTT@BASSETTFURNITURE.COM			NO	 	
24112BSSTTPATRI	1311209133091	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	BASSETT PLANT 11	PATRIOT CENTRE AT BEAVER CREEK	MARTINSVILLE	HENRY	VA	24112	YES	NO	NO	NO								337122						36.72613	-79.8695	003124617								BASSETT FURNITURE INDUSTRIES INC	003124617	0		NA												NO	LRSCOTT@BASSETTFURNITURE.COM			NO	 	
24244TMPRP4700B	1311209118886	000584849	TOLUENE-2,4-DIISOCYANATE	TRI	Pounds																		2011	NO	TEMPUR PRODUCTION USA INC	4700 BOONE TRAIL RD S	DUFFIELD	SCOTT	VA	24244	YES	NO	NO	NO								337910						36.708333	-82.798611	787347434								TEMPUR PEDIC INTERNATIONAL INC	787347434	0		NA												NO	NORMAN.ENIX@TEMPURPRODUCTION.COM			NO	 	
24244TMPRP4700B	1311209118898	000091087	TOLUENE-2,6-DIISOCYANATE	TRI	Pounds																		2011	NO	TEMPUR PRODUCTION USA INC	4700 BOONE TRAIL RD S	DUFFIELD	SCOTT	VA	24244	YES	NO	NO	NO								337910						36.708333	-82.798611	787347434								TEMPUR PEDIC INTERNATIONAL INC	787347434	0		NA												NO	NORMAN.ENIX@TEMPURPRODUCTION.COM			NO	 	
23234PHLLP3601C	1311209141555	N503	NICOTINE AND SALTS	TRI	Pounds																		2011	NO	PHILIP MORRIS USA COMMERCE ROAD SITE	3601 COMMERCE RD	RICHMOND	RICHMOND (CITY)	VA	23234	YES	NO	NO	NO								312221						37.47321	-77.42943	195029889								ALTRIA GROUP INC	144628310	59859	E2	CITY OF RICHMOND DEPARTMENT OF PUBLIC UTILITIES	1400 BRANDERS STREET	RICHMOND	VA	RICHMOND	23224							NO	CHARLES.L.STIFF@ALTRIA.COM			NO	 	
23234PHLLP3601C	1311209141530	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	PHILIP MORRIS USA COMMERCE ROAD SITE	3601 COMMERCE RD	RICHMOND	RICHMOND (CITY)	VA	23234	YES	NO	NO	NO								312221						37.47321	-77.42943	195029889								ALTRIA GROUP INC	144628310	0		NA												NO	CHARLES.L.STIFF@ALTRIA.COM			NO	 	
23234PHLLP3601C	1311209141542	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	PHILIP MORRIS USA COMMERCE ROAD SITE	3601 COMMERCE RD	RICHMOND	RICHMOND (CITY)	VA	23234	YES	NO	NO	NO								312221						37.47321	-77.42943	195029889								ALTRIA GROUP INC	144628310	0		NA												NO	CHARLES.L.STIFF@ALTRIA.COM			YES	 	
23323CRBNB273VE	1311209137138	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	CARBON BURN-OUT CHESAPEAKE ENERGY CENTER	2703 VEPCO ST	CHESAPEAKE	CHESAPEAKE (CITY)	VA	23323	YES	NO	NO	NO								327992						36.770917	-76.305567	010797024										0		NA												NO	LISA.COOPER@PMIASH.COM			YES	 	
23323CRBNB273VE	1311209137114	N040	BARIUM COMPOUNDS	TRI	Pounds																		2011	NO	CARBON BURN-OUT CHESAPEAKE ENERGY CENTER	2703 VEPCO ST	CHESAPEAKE	CHESAPEAKE (CITY)	VA	23323	YES	NO	NO	NO								327992						36.770917	-76.305567	010797024										0		NA												NO	LISA.COOPER@PMIASH.COM			YES	 	
23323CRBNB273VE	1311209137126	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	CARBON BURN-OUT CHESAPEAKE ENERGY CENTER	2703 VEPCO ST	CHESAPEAKE	CHESAPEAKE (CITY)	VA	23323	YES	NO	NO	NO								327992						36.770917	-76.305567	010797024										0		NA												NO	LISA.COOPER@PMIASH.COM			YES	 	
23323CRBNB273VE	1311209137140	N495	NICKEL COMPOUNDS	TRI	Pounds																		2011	NO	CARBON BURN-OUT CHESAPEAKE ENERGY CENTER	2703 VEPCO ST	CHESAPEAKE	CHESAPEAKE (CITY)	VA	23323	YES	NO	NO	NO								327992						36.770917	-76.305567	010797024										0		NA												NO	LISA.COOPER@PMIASH.COM			YES	 	
23666CTLNC2400A	1311209138344	007440508	COPPER	TRI	Pounds																		2011	NO	CATALINA CYLINDERS CLIFF IMPACT DIV	2400 ALUMINUM AVE	HAMPTON	HAMPTON (CITY)	VA	23661	YES	NO	NO	NO								331316						37.006114	-76.405713	009637513								ALUMINUM PRECISION PRODUCTS INC	009637513	5	M2	HAMPTON ROADS SANITATION DIST	1436 AIR RAIL AVENUE	VIRGINIA BEACH	VA	VIRGINIA BEACH (CITY)	23455							NO	DBURTT@CATALINACYLINDERS.COM			YES	 	
23666CTLNC2400A	1311209138357	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	CATALINA CYLINDERS CLIFF IMPACT DIV	2400 ALUMINUM AVE	HAMPTON	HAMPTON (CITY)	VA	23661	YES	NO	NO	NO								331316						37.006114	-76.405713	009637513								ALUMINUM PRECISION PRODUCTS INC	009637513	44	M2	HAMPTON ROADS SANITATION DIST	1436 AIR RAIL AVENUE	VIRGINIA BEACH	VA	VIRGINIA BEACH (CITY)	23455							NO	DBURTT@CATALINACYLINDERS.COM			NO	 	
23666CTLNC2400A	1311209138369	007697372	NITRIC ACID	TRI	Pounds																		2011	NO	CATALINA CYLINDERS CLIFF IMPACT DIV	2400 ALUMINUM AVE	HAMPTON	HAMPTON (CITY)	VA	23661	YES	NO	NO	NO								331316						37.006114	-76.405713	009637513								ALUMINUM PRECISION PRODUCTS INC	009637513	0		NA												NO	DBURTT@CATALINACYLINDERS.COM			NO	 	
24506MRDTH4201M	1311209139664	N040	BARIUM COMPOUNDS	TRI	Pounds																		2011	NO	R R DONNELLEY PRINTING CO	4201 MURRAY PL	LYNCHBURG	LYNCHBURG (CITY)	VA	24501	YES	NO	NO	NO								323111						37.37504	-79.16772	101713261								R R DONNELLEY & SONS CO	005119573	6	M2	LYNCHBURG CITY WASTEWATER TREATMENT PLANT	2301 CONCORD TURNPIKE	LYNCHBURG	VA	LYNCHBURG (CITY)	24504							NO	DAVID.RAKES@RRD.COM	RR5		YES	 	
24333MRCNMPOBOX	1311209139904	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	WEBB ENTERPRISES INC AMERICAN MIRROR	602 E STUART DR	GALAX	GALAX (CITY)	VA	24333	YES	NO	NO	NO								327215						36.673178	-80.911916	054045679								WEBB ENTERPRISES INC	054045679	0		NA												NO	RBOYLES@AMERICANMIRROR.NET			YES	 	
