TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
23879GRGPCUS301	1311209069588	000067561	METHANOL	TRI	2011	GEORGIA-PACIFIC WOOD PRODUCTS LLC - SKIPPERS OSB	234 FOREST RD	SKIPPERS	GREENSVILLE	VA	23879	YES	NO	NO	NO								321219						36.545344	-77.52724									KOCH INDUSTRIES INC	006944334	-T11:REDUCED BY 19,000 POUNDS/YR.	NO	ERIC.ABERCROMBIE@GAPAC.COM			NO	 	
24551PPLDR1191V	1311209468899	000080626	METHYL METHACRYLATE	TRI	2011	NYDREE FLOORING LLC	1191 VENTURE DR	FOREST	BEDFORD	VA	24551	YES	NO	NO	NO								321918						37.36696	-79.30146	011847911										-W58:WORKING TOWARDS HAVING MORE RECYCABLE MATERIALS.;T10:USING INHIBITORS TO INCREASE MATERIALS THAT CAN BE RECYCLED.	NO	BCLEVELAND@NYDREE.COM			NO	 	
23832LLDSGEXIT5	1311209623166	000076131	FREON 113	TRI	2011	HONEYWELL INTERNATIONAL COLONIAL HEIGHTS PLANT	15801 WOODS EDGE RD	CHESTERFIELD	CHESTERFIELD	VA	23834	YES	NO	NO	NO								325222						37.307895	-77.400227	042198119								HONEYWELL INTERNATIONAL INC	139691877	SITE CONTINUES TO WORK ON IMPROVING THE EFFECTIVENESS OF FREON 113 IN THE PROCESS, IN ORDER TO LOWER USE PER POUND OF MATERIAL PRODUCED, AS WELL AS IMPROVING CAPTURE/RECYCLING OF MATERIAL.	NO	DAVID.GILLESPIE@HONEYWELL.COM			NO	 	
23661HWMTCONEHO	1311209639424	000080057	4,4'-ISOPROPYLIDENEDIPHENOL	TRI	2011	HOWMET CASTINGS & SERVICES INC	ONE HOWMET DR	HAMPTON	HAMPTON (CITY)	VA	23661	YES	NO	NO	NO								331528						37.0125	-76.395833	085128536								ALCOA INC	001339472	WE HAVE FOUND RECYCLE OPTIONS FOR OUR WAX VS. LANDFILLING.	NO	STEVE.GRIFFIN@ALCOA.COM			NO	 	
23430GWLTNHIGHW	1311209270053	007632000	SODIUM NITRITE	TRI	2011	GWALTNEY OF SMITHFIELD LTD (SMITHFIELD NORTH)	601 N CHURCH ST	SMITHFIELD	ISLE OF WIGHT	VA	23430	YES	NO	NO	NO								311611	311612					36.993608	-76.628908	001547835								THE SMITHFIELD FOODS INC		CONTROLS FOR PURCHASING TO ONLY ORDER THE MINIMAL AMOUNT OF SODIUM NITRITE NEEDED FOR PRODUCTION OF COMMODITIES.	NO	DANIELNOACK@SMITHFIELD.COM			YES	 	
22514JNSCHRT640	1311209012044	007782505	CHLORINE	TRI	2011	JCI JONES CHEMICALS INC	16248 INDUSTRIAL DR	MILFORD	CAROLINE	VA	22514	YES	NO	NO	NO								424690						38.011776	-77.372498	002216091								JCI JONES CHEMICALS INC		CHLORINE FROM THE BLEACH MACHINE IS VENTED TO THE BLEACH BLOW VATS DURING THE MANUFACTURING PROCESS.	NO	MWASHINGTON@JCICHEM.COM			NO	 	
23860HPRWL1114H	1311208955462	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2011	HOPEWELL COGENERATION FACILITY	1114 HERCULES RD	HOPEWELL	PRINCE GEORGE	VA	23860	YES	NO	NO	NO								221112	221330					37.291346	-77.28113	187570478								SUEZ ENERGY GENERATION NA	187570478	THE SULFURIC ACID IS A BYPRODUCT OF COMBUSTION.   WHEN THE PLANT IS USING #2 FUEL OIL THE PRODUCTION IS HIGHER THAN NATURAL GAS.     OUR OBJECTIVE IS TO BURN AS LITTLE FUEL OIL AS POSSIBLE.     THE FUEL OIL THAT WE DO BURN WE TRY TO GET THE LOWEST SULFURE CONTENT AS POSSIBLE.    THE PLANT HAS TESTED BIO-DIESEL AND FOUND THAT A BLEND CAN REDUCE THE EMISSION FARTHER THAN ULTRA LOW SULFUR DIESEL.	NO	BOB.GREENE@GDFSUEZNA.COM			NO	 	
23434LLDCL2301W	1311209230883	000079107	ACRYLIC ACID	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-T05:EXTENDED DRAINAGE LINES FROM PROCESS TANKS INTO FLOOR DRAINS. VESSEL WASH WATER CAN BE SENT TO WASTE WATER TREATMENT INSTEAD OF ISOLATING IT AS SOLID WASTE.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23434LLDCL2301W	1311209230921	000140885	ETHYL ACRYLATE	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-T05:EXTENDED DRAINAGE LINES FROM PROCESS TANKS INTO FLOOR DRAINS. VESSEL WASH WATER CAN BE SENT TO WASTE WATER TREATMENT INSTEAD OF ISOLATING IT AS SOLID WASTE.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23434LLDCL2301W	1311209230871	000079061	ACRYLAMIDE	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-T05:INSTALLED AN ADDITINAL WATER SCRUBBER WHICH REDUCED ACRYLAMIDE EMISSIONS TO AIR;T05:INSTALLED DRAIN PIPES FROM VESSELS TO THE EFFLUIENT DRAINS - REDUCED SOLID WASTE	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23434LLDCL2301W	1311209230895	000107131	ACRYLONITRILE	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-T01:INSTALLED ADITIONAL SAFETY INSTRUMENTATION IN THE ACRYLIC ACID STORAGE TANKS.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23434LLDCL2301W	1311209230907	007664417	AMMONIA	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-T11:DISCONTINUED SOME PRODUCTS THAT CONTAIN AMMONIA	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23434LLDCL2301W	1311209230958	000080626	METHYL METHACRYLATE	TRI	2011	BASF CORP	2301 WILROY RD	SUFFOLK	SUFFOLK (CITY)	VA	234340802	YES	NO	NO	NO								325199						36.77736	-76.54321	001590640								BASF CORP	001307032	-W52:VESSEL LINES WERE EXTENDED INTO THE FLOOR DRAINS WHICH MINIMIZED SOLID WASTE	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
23803CHPRR25801	1311209550514	N458	MERCURY COMPOUNDS	PBT	2011	CHAPARRAL (VA) INC	25801 HOFHEIMER WAY	PETERSBURG	DINWIDDIE	VA	23803	YES	NO	NO	NO								331111						37.185262	-77.461273	192740640								GERDAU GROUP	192740640	224% INCREASE IN HG EMISSIONS FROM POINT SOURCE STACK FROM 2010 EMISSIONS VALUE DUE TO PERFORMANCE STACK TEST VALUE MEASURED IN SEPTEMBER 2011 WHICH WAS HIGHER THAN PREVIOUS VALUE USED TO CALCULATE HG EMISSIONS FROM EAF COMBUSTION OF SCRAP STEEL.	NO	GREG.BOTT@GERDAU.COM			YES	 	
23523CLNNS400EI	1311209068941	N100	COPPER COMPOUNDS	TRI	2011	COLONNA'S SHIPYARD INC	400 E INDIAN RIVER RD	NORFOLK	NORFOLK (CITY)	VA	23523	YES	NO	NO	NO								336611						36.83423	-76.2772	003174273										IN 2011, THE FACILTIY EXPANDED ALLOWING SEVERAL ADDITIONAL VESSELS TO BE WORKED SIMULTANEOUSLY WHICH IN TURN RESULTED IN INCREASED RELEASES.	NO	FWHEATLEY@COLONNASHIP.COM			YES	 	
23523CLNNS400EI	1311209068966	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	COLONNA'S SHIPYARD INC	400 E INDIAN RIVER RD	NORFOLK	NORFOLK (CITY)	VA	23523	YES	NO	NO	NO								336611						36.83423	-76.2772	003174273										IN 2011, THE FACILTIY EXPANDED ALLOWING SEVERAL ADDITIONAL VESSELS TO BE WORKED SIMULTANEOUSLY WHICH IN TURN RESULTED IN INCREASED RELEASES.	NO	FWHEATLEY@COLONNASHIP.COM			NO	 	
