TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
87045MCKNLCOUNT	1307205631904	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2007	NO	DURANGO-MCKINLEY PAPER CO	COUNTY RD 19	PREWITT	MCKINLEY	NM	87045	YES	NO	NO	NO														35.410556	-108.084166	796497543								DURANGO-MCKINLEY PAPER CO	794658609	0														NO	NA			NO	
87102CRMLN19112	1307205228238	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	CREAMLAND DAIRIES MILK PLANT	1911 SECOND ST NW	ALBUQUERQUE	BERNALILLO	NM	87102	YES	NO	NO	NO														35.103391	-106.645551	007374978								GANDYS DAIRY		30726	O 													NO	MIKE_CHAVEZ@DEANFOODS.COM			NO	
87102CRMLN19112	1307205228240	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	CREAMLAND DAIRIES MILK PLANT	1911 SECOND ST NW	ALBUQUERQUE	BERNALILLO	NM	87102	YES	NO	NO	NO														35.103391	-106.645551	007374978								GANDYS DAIRY		0														NO	MIKE_CHAVEZ@DEANFOODS.COM			NO	
87107KCHMT4949E	1307205677990	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HOLLY ASPHALT CO - ALBUQUERQUE NM	4949 EDITH BLVD NE	ALBUQUERQUE	BERNALILLO	NM	87107	YES	NO	NO	NO														35.130133	-106.630816	008965808								HOLLY CORP	008965808	0	O 	SOUTHSIDE WATER RECLAMATION FACILITY	4201 2ND STREET, SW	ALBUQUERQUE	NM	BERNALILLO	87105							NO	CHARLIE.RODRIQUEZ@HOLLYCORP.COM			NO	
87107KCHMT4949E	1307205678016	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HOLLY ASPHALT CO - ALBUQUERQUE NM	4949 EDITH BLVD NE	ALBUQUERQUE	BERNALILLO	NM	87107	YES	NO	NO	NO														35.130133	-106.630816	008965808								HOLLY CORP	008965808	0	O 	SOUTHSIDE WATER RECLAMATION FACILITY	4201 2ND STREET, SW	ALBUQUERQUE	NM	BERNALILLO	87105							NO	CHARLIE.RODRIQUEZ@HOLLYCORP.COM			NO	
87109CDMYC6905W	1307206088686	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	ACADEMY CORP REFINERY	6905 WASHINGTON NE	ALBUQUERQUE	BERNALILLO	NM	871094418	YES	NO	NO	NO														35.156405	-106.597207	097970065										3.5	M2	SOUTHSIDE WATER RECLAMATION PLANT	4201 2ND STREET S.W.	ALBUQUERQUE	NM	BERNALILLO	87105							NO	KPHILIPPI@ACADEMYCORP.COM			YES	
87109CDMYC6905W	1307206088700	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	ACADEMY CORP REFINERY	6905 WASHINGTON NE	ALBUQUERQUE	BERNALILLO	NM	871094418	YES	NO	NO	NO														35.156405	-106.597207	097970065										2.5	M2	SOUTHSIDE WATER RECLAMATION PLANT	4201 2ND STREET S.W.	ALBUQUERQUE	NM	BERNALILLO	87105							NO	KPHILIPPI@ACADEMYCORP.COM			YES	
87109CDMYC6905W	1307206088736	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	ACADEMY CORP REFINERY	6905 WASHINGTON NE	ALBUQUERQUE	BERNALILLO	NM	871094418	YES	NO	NO	NO														35.156405	-106.597207	097970065										16470	C 	SOUTHSIDE WATER RECLAMATION PLANT	4201 2ND STREET S.W.	ALBUQUERQUE	NM	BERNALILLO	87105							NO	KPHILIPPI@ACADEMYCORP.COM			NO	
87109CDMYC6905W	1307206088751	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	ACADEMY CORP REFINERY	6905 WASHINGTON NE	ALBUQUERQUE	BERNALILLO	NM	871094418	YES	NO	NO	NO														35.156405	-106.597207	097970065										0														NO	KPHILIPPI@ACADEMYCORP.COM			NO	
87109CDMYC6905W	1307206088775	N740	SILVER COMPOUNDS	TRI	Pounds																		2007	NO	ACADEMY CORP REFINERY	6905 WASHINGTON NE	ALBUQUERQUE	BERNALILLO	NM	871094418	YES	NO	NO	NO														35.156405	-106.597207	097970065										1.6	C 	SOUTHSIDE WATER RECLAMATION PLANT	4201 2ND STREET S.W.	ALBUQUERQUE	NM	BERNALILLO	87105							NO	KPHILIPPI@ACADEMYCORP.COM			YES	
