TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
97503MCMPN8124P	1311209484524	000067561	METHANOL	TRI	2011	CARESTREAM HEALTH INC	8124 PACIFIC AVE	WHITE CITY	JACKSON	OR	97503	YES	NO	NO	NO								325992						42.43486	-122.88337	793169512								ONEX CORP		A MAJORITY OF THIS TRI CHEMICAL USE COMES FROM THE MAIN PRODUCT MANUFACTURED BY THE SITE.  HOWEVER, BECAUSE THE SITE PROVIDES COATING SERVICES TO CUSTOMERS THE CHEMICAL USE CAN CHANGE DRAMATICALLY BASED ON CUSTOMER NEEDS.	NO				NO	 	
97503MCMPN8124P	1311209484563	000108883	TOLUENE	TRI	2011	CARESTREAM HEALTH INC	8124 PACIFIC AVE	WHITE CITY	JACKSON	OR	97503	YES	NO	NO	NO								325992						42.43486	-122.88337	793169512								ONEX CORP		TOLUENE USAGE IN 2010 WAS PART OF HIGH R&D VOLUME.  2011 R&D TOLUENE USE WAS SIGNIFICANTLY REDUCED.	NO				NO	 	
97203CNTNN1200N	1311209018100	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	YES	NO	NO	NO								332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	FACILITY CEASED PRODUCTION OPERATION AT THE END OF 2011.	NO	DAVE.SELLHAUSEN@CROWNCORK.COM			NO	 	
97203CNTNN1200N	1311209018074	N230	CERTAIN GLYCOL ETHERS	TRI	2011	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	YES	NO	NO	NO								332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	FACILITY CEASED PRODUCTION OPERATION END OF 2011.	NO	DAVE.SELLHAUSEN@CROWNCORK.COM			NO	 	
97203CNTNN1200N	1311209018098	000071363	N-BUTYL ALCOHOL	TRI	2011	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	YES	NO	NO	NO								332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	FACILITY CEASED PRODUCTION OPERATION AT THE END OF 2011.	NO	DAVE.SELLHAUSEN@CROWNCORK.COM			NO	 	
97203CNTNN1200N	1311209018086	000100414	ETHYLBENZENE	TRI	2011	CROWN FOOD PACKAGING	10200 N LOMBARD ST	PORTLAND	MULTNOMAH	OR	97203	YES	NO	NO	NO								332431						45.60152	-122.76339	002282341								CROWN CORK & SEAL CO (USA) INC	002282341	FACILITY'S CEASED PRODUCTION OPERATION IN THE END OF 2011.	NO	DAVE.SELLHAUSEN@CROWNCORK.COM			NO	 	
97218KLTMF7320N	1311209799927	007439921	LEAD	TRI	2011	SAPA PROFILES FABRICATED COMPONENTS PLANT	7320 NE 55TH AVE	PORTLAND	MULTNOMAH	OR	97218	YES	NO	NO	NO								332312						45.57563	-122.60648	009416462	939541129	ORD009054115						SAPA INC	001686144	THE DRAMATIC REDUCTION FROM RY2010 TO RY2011 WAS BASED ON UPDATING CALCULATIONS.  STARTED TO USE ACTUAL QUALITY STANDARDS AND MEASUREMNTS FOR ALUMINUM ALLOY INSTEAD OF AVERAGES BASED ON MSDS.  THIS RESULTING IN BETTER DATA REPORTING.	NO	MIKE.DAVIS@SAPAGROUP.COM			YES	 	
97330HWLTT1000N	1311209151758	007439921	LEAD	TRI	2011	HEWLETT PACKARD CO	1070 NE CIR BLVD	CORVALLIS	BENTON	OR	973304239	YES	NO	NO	NO								334413	333293					44.58897	-123.24506	081182180								HEWLETT-PACKARD CO	009122532	BY MASS BALANCE 4.8 LBS (3.24% OF TOTAL MATERIAL) IN PRODUCT SOLD TO CUSTOMERS.  THE SOLID MATERIALS TRANSFERED TO EPA# UTD981552177 IS CODED AS CCRK WHICH IS SOLIDS FOR INCINERATION	NO	BOYD.LARSON@HP.COM			YES	 	
97330HWLTT1000N	1311209151772	007697372	NITRIC ACID	TRI	2011	HEWLETT PACKARD CO	1070 NE CIR BLVD	CORVALLIS	BENTON	OR	973304239	YES	NO	NO	NO								334413	333293					44.58897	-123.24506	081182180								HEWLETT-PACKARD CO	009122532	TREATED ONSITE.  SUBSEQUENT NITRATES TO POTW LISTED UNDER NITRATES FORM.	NO	BOYD.LARSON@HP.COM			NO	 	
97478WYRHS785N4	1311209345228	000108952	PHENOL	TRI	2011	INTERNATIONAL PAPER	801 42ND ST	SPRINGFIELD	LANE	OR	974785705	YES	NO	NO	NO								322130						44.053139	-122.963262	106551013								INTERNATIONAL PAPER CO	001316561	INCREASE IN POINT SOURCE AIR RELEASES OVER 2010 IS PRIMARILY DUE TO UPDATED PUBLISHED EMISSION FACTORS.	NO	DAVID.CASTRO@IPAPER.COM			NO	 	
