TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
97062PLSTF9665T	1311208962718	000100425	STYRENE	TRI	2011	PLASTI-FAB INC	9665 SW TUALATIN SHERWOOD RD	TUALATIN	WASHINGTON	OR	97062	YES	NO	NO	NO								326199						45.378507	-122.776771	054960356										-W74:PRODUCING MORE CLOSED MOLD PRODUCTS THAN CHOP.;T04:MANAGEMENT IS INVOLVING EMPLOYEE FEEDBACK FOR CONTINUOUS IMPROVEMENTS.	NO	KCOCHRAN@PLASTI-FAB.COM			NO	 	
97218KLTMF7320N	1311209799927	007439921	LEAD	TRI	2011	SAPA PROFILES FABRICATED COMPONENTS PLANT	7320 NE 55TH AVE	PORTLAND	MULTNOMAH	OR	97218	YES	NO	NO	NO								332312						45.57563	-122.60648	009416462	939541129	ORD009054115						SAPA INC	001686144	WE DID START BETTER SEGRATING OUR MATERIALS.  OFF-SITE VENDOR IS ABLE TO COLLECT, REMELT AND SHIP BACK TO US FOR REUSE.	NO	MIKE.DAVIS@SAPAGROUP.COM			YES	 	
97330HWLTT1000N	1311209151758	007439921	LEAD	TRI	2011	HEWLETT PACKARD CO	1070 NE CIR BLVD	CORVALLIS	BENTON	OR	973304239	YES	NO	NO	NO								334413	333293					44.58897	-123.24506	081182180								HEWLETT-PACKARD CO	009122532	BY MASS BALANCE 4.8 LBS (3.24% OF TOTAL MATERIAL) IN PRODUCT SOLD TO CUSTOMERS.  THE WASTE MATERIAL IS CODED AS CCRK WHICH IS SOLIDS FOR INCINERATION	NO	BOYD.LARSON@HP.COM			YES	 	
97210WCKRS7200N	1311209124864	N511	NITRATE COMPOUNDS	TRI	2011	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676	YES	NO	NO	NO								334413						45.576667	-122.752778	096253737										IN 2003, SILTRONIC CORPORATION BEGAN PROGRAMS TO REDUCE THE AMOUNT OF WATER SOLUABLE NITRATES PRODUCED.  THESE PROJECTS INCLUDED PROCESS IMPROVEMENTS AND THE RESUE OF WASTE NITRIC ETCHANT.  SIINCE THESE PROGRAMS BEGAN IN 2003, SILTRONIC HAS SUCCESSFULLY REDUCED ITS NITRATE DISCHARGE BY OVER 50%.  SILTRONIC CONTINUES ITS EFFORTS TO REDUCE NITRATE COMPOUNDS THROUGH PROCESS IMPROVEMENTS AND ENGINEERING PROJECTS.  ADDITIONALLY, WE EXPECT TO SEE A REDUCTION DUE TO THE CLOSURE OF PART OF OUR FACILITY IN THE 4TH QUARTER OF 2012.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97526DMNDC550SE	1311209271333	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	MASTERBRAND CABINETS INC - GRANTS PASS OPERATIONS	550 SE MILL ST	GRANTS PASS	JOSEPHINE	OR	97526	YES	NO	NO	NO								337110						42.43388	-123.31823	968556774								FBHS	968556774	N/A	NO	RSCOTT@MASTERBRANDCABINETS.COM			NO	 	
97526DMNDC550SE	1311209271321	000108883	TOLUENE	TRI	2011	MASTERBRAND CABINETS INC - GRANTS PASS OPERATIONS	550 SE MILL ST	GRANTS PASS	JOSEPHINE	OR	97526	YES	NO	NO	NO								337110						42.43388	-123.31823	968556774								FBHS	968556774	N/A	NO	RSCOTT@MASTERBRANDCABINETS.COM			NO	 	
97526DMNDC550SE	1311209271319	000067561	METHANOL	TRI	2011	MASTERBRAND CABINETS INC - GRANTS PASS OPERATIONS	550 SE MILL ST	GRANTS PASS	JOSEPHINE	OR	97526	YES	NO	NO	NO								337110						42.43388	-123.31823	968556774								FBHS	968556774	N/A	NO	RSCOTT@MASTERBRANDCABINETS.COM			NO	 	
97210GNDRS4350N	1311209757133	000108883	TOLUENE	TRI	2011	GUNDERSON LLC	4350 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	97210	YES	NO	NO	NO								336510	336611					45.55232	-122.71615	131974057		ORD009927368		GEN12Z				GREENBRIER COS	025004318	-W61:WE HAVE DISCONTINUED THE USE OF TOLUENE AS A PAINT GUN CLEANER.  WE ARE CURRENTLY RUNNING TRIALS ON ALTERNATIVE CLEANERS.;W42:WE ARE CURRENTLY RUNNING TRIALS ON ALTERNATIVES TO TOLUENE AND MEK.	NO	DAVID.HARVEY@GBRX.COM			NO	 	
97124PSNPR3950N	1311209136706	N230	CERTAIN GLYCOL ETHERS	TRI	2011	EPSON PORTLAND INC	3950 NW ALOCLEK PL	HILLSBORO	WASHINGTON	OR	971247100	YES	NO	NO	NO								325910						45.54839	-122.89038									US EPSON INC		AT THIS TIME WE ARE NOT IMPLEMENTING AN SOURCE REDUCTION ACTIVITIES AS THE GLYCOL ETHERS ARE USED TO MAKE THE INK WE MANUFACTURER FOR THE INK CARTRIDGES WE MANUFACTURE.	NO				NO	 	
97062GRFFT10500	1311209771892	000101144	4,4'-METHYLENEBIS(2-CHLOROANILINE)	TRI	2011	GRIFFITH POLYMERS INC	10500 SW MANHASSET DR	TUALATIN	WASHINGTON	OR	970621611	YES	NO	NO	NO								326199						45.37908	-122.7863	042485144										-T09:PMA ASSOCIATION	NO	ERIKAF@GRIFFITHPOLYMERSINC.COM			NO	 	
