TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
04364LTRNT3BSUM	1307206097887	N420	LEAD COMPOUNDS	PBT	2007	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	YES	NO	NO	NO								334418						44.308889	-69.975278	168543952										AMI IS MOVING FROM THE USE OF LEAD SOLDERS IN PRODUCTION OF PRINTED CIRCUIT BOARDS TO USE ON UNLEADED SOLDERS.  IN 2007 OVER HALF OF THE ELECTRONIC ASSEMBLIES PRODUCED USED LEAD-FREE MATERIALS INCLUDING LEAD-FREE SOLDER.	NO				YES	
04330KNWYC681RI	1307205673559	000100425	STYRENE	TRI	2007	KENWAY CORP	681 RIVERSIDE DR	AUGUSTA	KENNEBEC	ME	04330	YES	NO	NO	NO								326122	326199					44.333245	-69.761423	001102003										THE KENWAY CORPORATION IS UTILIZING "CLOSED MOLDING" FOR PRODUCTION OF SOME FRP COMPONENTS.	NO	KEN@KENWAY.COM			NO	
04401GNRLL534GR	1307205965787	007440473	CHROMIUM	TRI	2007	GE ENERGY	534 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401	YES	NO	NO	NO								333611						44.815973	-68.81814	137381992								GENERAL ELECTRIC CO	001367960	CHROMIUM IS A NECESSARY COMPONENT OF STAINLESS STEEL FROM WHICH WE MAKE OUR PRODUCT, THUS IT CANNOT BE REDUCED	NO	JEFFREY.DUNN@GE.COM			YES	
04401GNRLL534GR	1307205965799	007440020	NICKEL	TRI	2007	GE ENERGY	534 GRIFFIN RD	BANGOR	PENOBSCOT	ME	04401	YES	NO	NO	NO								333611						44.815973	-68.81814	137381992								GENERAL ELECTRIC CO	001367960	NICKEL IS A NECESSARY COMPONENT OF STAINLESS STEEL FROM WHICH WE MAKE OUR PRODUCT, THUS IT CANNOT BE REDUCED.	NO	JEFFREY.DUNN@GE.COM			YES	
04401GNRLLFLORI	1307205973100	007440473	CHROMIUM	TRI	2007	GE ENERGY	FLORIDA AVE	BANGOR	PENOBSCOT	ME	04401	YES	NO	NO	NO								333611						44.81169	-68.806124	137381992								GENERAL ELECTRIC CO	001367960	CHROMIUM IS A NECESSARY COMPONENT OF STAINLESS STEEL FROM WHICH WE MAKE OUR PRODUCT, THUS IT CANNOT BE REDUCED.	NO	JEFFREY.DUNN@GE.COM			YES	
04401GNRLLFLORI	1307205973112	007439965	MANGANESE	TRI	2007	GE ENERGY	FLORIDA AVE	BANGOR	PENOBSCOT	ME	04401	YES	NO	NO	NO								333611						44.81169	-68.806124	137381992								GENERAL ELECTRIC CO	001367960	MANGANESE IS A NECESSARY COMPONENT OF STAINLESS STEEL FROM WHICH WE MAKE OUR PRODUCT, THUS IT CANNOT BE REDUCED.	NO	JEFFREY.DUNN@GE.COM			YES	
03901PRMTNSULLI	1307205856305	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2007	PRIME TANNING CO INC	20 SULLIVAN ST	BERWICK	YORK	ME	03901	YES	NO	NO	NO								316110						43.267205	-70.864807	001096395										RECYCLIING ON THIS IS VARIABLE AND CURRENTLY DRIVEN BY COMMODITY MARKETS.	NO	WCHASSE@NOTES.PRIMETANNING.COM			YES	
03901PRMTNSULLI	1307205856317	N100	COPPER COMPOUNDS	TRI	2007	PRIME TANNING CO INC	20 SULLIVAN ST	BERWICK	YORK	ME	03901	YES	NO	NO	NO								316110						43.267205	-70.864807	001096395										RELEASE OF THIS CHEMICAL IS DEPENDENT ON PRODUCTS BEING MADE DURING THE YEAR, WHICH CAN VARY FROM YEAR TO YEAR.	NO	WCHASSE@NOTES.PRIMETANNING.COM			YES	
04005FBRMT5MORI	1307205250374	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	FIBER MATERIALS INC.	5 MORIN ST	BIDDEFORD	YORK	ME	04005	YES	NO	NO	NO								335991	336415					43.464	-70.493	048268890										Coal tar pitch waste after processing has no recycling value.	NO				NO	
04106NTNLS333WE	1307205685454	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2007	FAIRCHILD SEMICONDUCTOR CORP	333 WESTERN AVE	SOUTH PORTLAND	CUMBERLAND	ME	04106	YES	NO	NO	NO								334413						43.639931	-70.326111	004895751								FAIRCHILD SEMICONDUCTOR CORP	004895751	OPTIMIZED CLEANING FREQUENCY.	NO				NO	
