REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929209	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		.3	.48	.5	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2	.2	.2	.2	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	.1	.28	.3	.3	.2	.2	.2	.2	0	0	0	0	NO	NA			NO	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929211	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		.27	.34	.39	.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.05	.05	.05	.05	0	0	0	0	0	1.05	NA	NA																															0	0	0	0	.22	.29	.29	.29	.05	.05	.1	.1	0	0	0	0	NO	NA			NO	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929223	N420	LEAD COMPOUNDS	PBT	Pounds																		350	361	360	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	190	201	200	200	160	160	160	160	0	0	0	0	NO	NA			YES	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929247	N450	MANGANESE COMPOUNDS	TRI	Pounds																		134800	135400	135400	135400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	4800	5400	5400	5400	130000	130000	130000	130000	0	0	0	0	NO	NA			YES	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929250	N511	NITRATE COMPOUNDS	TRI	Pounds																		32000	28000	30000	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18	NA	NA																															0	0	0	0	32000	28000	30000	30000	0	0	0	0	0	0	0	0	NO	NA			NO	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929262	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		13	17	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	3.9	4	4	0	0	0	0	0	1.05	NA	NA																															0	0	0	0	9.1	13.1	15	15	3.9	3.9	4	4	0	0	0	0	NO	NA			NO	
2007	NO	04430GRTNRMAINS	KATAHDIN PAPER CO LLC.	50 MAIN ST	EAST MILLINOCKET	PENOBSCOT	ME	04430	YES	NO	NO	NO								322121						45.620278	-68.569722											1307205929274	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		32000	36000	34000	34000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	NA	NA																															0	0	0	0	32000	36000	34000	34000	0	0	0	0	0	0	0	0	NO	NA			NO	
2007	NO	04462GRTNR1KATA	KATAHDIN PAPER CO LLC	ONE KATAHDIN AVE	MILLINOCKET	PENOBSCOT	ME	04462	YES	NO	NO	NO								322121						45.651076	-68.708464											1307205929387	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.94	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	NA			NO	
2007	NO	04462GRTNR1KATA	KATAHDIN PAPER CO LLC	ONE KATAHDIN AVE	MILLINOCKET	PENOBSCOT	ME	04462	YES	NO	NO	NO								322121						45.651076	-68.708464											1307205929401	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		.21	.22	.2	.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.94	NA	NA																															0	0	0	0	.21	.22	.2	.2	0	0	0	0	0	0	0	0	NO	NA			NO	
2007	NO	04462GRTNR1KATA	KATAHDIN PAPER CO LLC	ONE KATAHDIN AVE	MILLINOCKET	PENOBSCOT	ME	04462	YES	NO	NO	NO								322121						45.651076	-68.708464											1307205929413	N420	LEAD COMPOUNDS	PBT	Pounds																		260.1	250.1	250.1	250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.94	NA	NA																															0	0	0	0	260	250	250	250	.1	.1	.1	.1	0	0	0	0	NO	NA			YES	
2007	NO	04462GRTNR1KATA	KATAHDIN PAPER CO LLC	ONE KATAHDIN AVE	MILLINOCKET	PENOBSCOT	ME	04462	YES	NO	NO	NO								322121						45.651076	-68.708464											1307205929437	N511	NITRATE COMPOUNDS	TRI	Pounds																		41000	42000	42000	42000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04	NA	NA																															0	0	0	0	41000	42000	42000	42000	0	0	0	0	0	0	0	0	NO	NA			NO	
