TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
39301STRCT6215S	1313211420993	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	STRUCTURAL STEEL SERVICES INC PLANT 2	6215 ST LOUIS ST	MERIDIAN	LAUDERDALE	MS	39307			YES	NO	NO	NO								332312						32.327231	-88.740847	077653251								STRUCTURAL STEEL SERVICES INC		0		NA												NO	EDDIE-PARTRIDGE@SSSVC-INC.COM			NO	 	
39301STRCT6210S	1313211432822	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	STRUCTURAL STEEL SERVICES INC PLANT 1	6210 ST LOUIS ST	MERIDIAN	LAUDERDALE	MS	39307			YES	NO	NO	NO								332312						32.327231	-88.740847	077653251								STRUCTURAL STEEL SERVICES INC		0		NA												NO	EDDIE-PARTRIDGE@SSSVC-INC.COM			NO	 	
39180CPRLG5035H	1313211399732	N120	DIISOCYANATES	TRI	Pounds																		2013	NO	COOPER LIGHTING LLC	5035 HWY 61 S	VICKSBURG	WARREN	MS	39180			YES	NO	NO	NO								335129						32.248536	-90.922186	602755428								EATON ELECTRIC HOLDINGS LLC	962460668	0		NA												NO	ROBERTHRICARD@EATON.COM			NO	 	
39090CNTRLINDUS	1313211030832	N982	ZINC COMPOUNDS	TRI	Pounds																		2013	NO	TRINITY HIGHWAY PRODUCTS LLC PLT 1533	2361 ATTALA RD 2202	KOSCIUSKO	ATTALA	MS	39090			YES	NO	NO	NO								332812						33.087629	-89.565632	190817692								TRINITY INDUSTRIES INC	007324254	0		NA												NO	THEIS.RICE@TRIN.NET			YES	 	
39090CNTRLINDUS	1313211030731	007439921	LEAD	TRI	Pounds																		2013	NO	TRINITY HIGHWAY PRODUCTS LLC PLT 1533	2361 ATTALA RD 2202	KOSCIUSKO	ATTALA	MS	39090			YES	NO	NO	NO								332812						33.087629	-89.565632	190817692								TRINITY INDUSTRIES INC	007324254	0		NA												NO	THEIS.RICE@TRIN.NET			YES	 	
38704PLTTCNORTH	1313211025527	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2013	NO	PLATTE CHEMICAL CO	917 PLATTE RD	GREENVILLE	WASHINGTON	MS	38704			YES	NO	NO	NO								325320						33.416667	-91	139616627								AGRIUM INC	146014423	0		NA												NO	JONATHAN.TOLER@CPSAGU.COM			NO	 	
38704PLTTCNORTH	1313211025515	001582098	TRIFLURALIN	PBT	Pounds																		2013	NO	PLATTE CHEMICAL CO	917 PLATTE RD	GREENVILLE	WASHINGTON	MS	38704			YES	NO	NO	NO								325320						33.416667	-91	139616627								AGRIUM INC	146014423	0		NA												NO	JONATHAN.TOLER@CPSAGU.COM			NO	 	
38704PLTTCNORTH	1313211025491	060207901	PROPICONAZOLE	TRI	Pounds																		2013	NO	PLATTE CHEMICAL CO	917 PLATTE RD	GREENVILLE	WASHINGTON	MS	38704			YES	NO	NO	NO								325320						33.416667	-91	139616627								AGRIUM INC	146014423	0		NA												NO	JONATHAN.TOLER@CPSAGU.COM			NO	 	
38704PLTTCNORTH	1313211025440	000121755	MALATHION	TRI	Pounds																		2013	NO	PLATTE CHEMICAL CO	917 PLATTE RD	GREENVILLE	WASHINGTON	MS	38704			YES	NO	NO	NO								325320						33.416667	-91	139616627								AGRIUM INC	146014423	0		NA												NO	JONATHAN.TOLER@CPSAGU.COM			NO	 	
38704PLTTCNORTH	1313211025364	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2013	NO	PLATTE CHEMICAL CO	917 PLATTE RD	GREENVILLE	WASHINGTON	MS	38704			YES	NO	NO	NO								325320						33.416667	-91	139616627								AGRIUM INC	146014423	0		NA												NO	JONATHAN.TOLER@CPSAGU.COM			NO	 	
