TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
38301WNSCR1167L	1312210695312	000067561	METHANOL	TRI	2012	OWENS CORNING - JACKSON TN	1167 LOWER BROWNSVILLE RD	JACKSON	MADISON	TN	38301	YES	NO	NO	NO								327212						35.633331	-88.905273	883006272								OWENS CORNING	001317452	SRNA:There are no plans to change our materials which procude MeOH as a by-product which makes it difficult to reduce.  Currentlly, the process which processes this by-product is already largely water based.	NO	CHUCK.TAYLOR@OWENSCORNING.COM			NO	 	
37406STHTL4186S	1312210308666	007439921	LEAD	TRI	2012	SOUTH ATLANTIC GALVANIZING	4186 S CREEK RD E	CHATTANOOGA	HAMILTON	TN	37406	YES	NO	NO	NO								332812						35.09562	-85.239943	008982613								SOUTH ATLANTIC LLC	008982613	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	DMOLEY@SOUTHATLANTICLLC.COM			YES	 	
37406STHTL4186S	1312210308692	N982	ZINC COMPOUNDS	TRI	2012	SOUTH ATLANTIC GALVANIZING	4186 S CREEK RD E	CHATTANOOGA	HAMILTON	TN	37406	YES	NO	NO	NO								332812						35.09562	-85.239943	008982613								SOUTH ATLANTIC LLC	008982613	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	DMOLEY@SOUTHATLANTICLLC.COM			YES	 	
37816GLCTR5320E	1312210490102	007440508	COPPER	TRI	2012	GE CO	5320 E MORRIS BLVD	MORRISTOWN	HAMBLEN	TN	37813	YES	NO	NO	NO								335313						36.237119	-83.209732	066709130								GENERAL ELECTRIC CO (GE CO)	001367960	In 2012 the GE Morristown Materials Manager worked with the Wing Stab Machine Operators to help them identify what copper parts actually needed to be scrapped for recycling and what could be reworked and used again.  In addition to this, in 2012 the facility hired a new Quality Manager that emphisized to the work force tracking scrap, identifying  root causes behind large scrap occurances, and correcting those issues identified.|T04:In 2012 the GE Morristown Materials Manager worked with the Wing Stab Machine Operators to help them identify what copper parts actually needed to be scrapped for recycling and what could be reworked and used again.|T03:In 2012 the GE Morristown Materials Manager worked with the Wing Stab Machine Operators to help them identify what copper parts actually needed to be scrapped for recycling and what could be reworked and used again.	NO	CHARLES.PERRINE@GE.COM			YES	 	
37043SPXCN901AL	1312210654733	007439921	LEAD	TRI	2012	CONTECH CASTINGS	901 ALFRED THUN RD	CLARKSVILLE	MONTGOMERY	TN	37043	YES	NO	NO	NO								331521						36.58166	-87.26444									REVSTONE INDUSTRIES LLC		SRNA:All is recycled.	NO	SGREENE@REVSTONE.COM			YES	 	
37043SPXCN901AL	1312210654745	007440020	NICKEL	TRI	2012	CONTECH CASTINGS	901 ALFRED THUN RD	CLARKSVILLE	MONTGOMERY	TN	37043	YES	NO	NO	NO								331521						36.58166	-87.26444									REVSTONE INDUSTRIES LLC		SRNA:All metal is being recycled.	NO	SGREENE@REVSTONE.COM			YES	 	
37043SPXCN901AL	1312210654721	007440508	COPPER	TRI	2012	CONTECH CASTINGS	901 ALFRED THUN RD	CLARKSVILLE	MONTGOMERY	TN	37043	YES	NO	NO	NO								331521						36.58166	-87.26444									REVSTONE INDUSTRIES LLC		SRNA:We are already recycling all of the metal waste.	NO	SGREENE@REVSTONE.COM			YES	 	
37040SVGZN1800Z	1312210107001	N420	LEAD COMPOUNDS	PBT	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W41:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
37040SVGZN1800Z	1312210107052	N982	ZINC COMPOUNDS	TRI	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W41:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
37040SVGZN1800Z	1312210106961	N010	ANTIMONY COMPOUNDS	TRI	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W41:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
37040SVGZN1800Z	1312210106973	N078	CADMIUM COMPOUNDS	TRI	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W82:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
37040SVGZN1800Z	1312210107013	N450	MANGANESE COMPOUNDS	TRI	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W41:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
37040SVGZN1800Z	1312210106997	N100	COPPER COMPOUNDS	TRI	2012	NYRSTAR CLARKSVILLE INC	1800 ZINC PLANT RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								212231						36.518349	-87.40292	131058178								NYRSTAR INC		|W41:Run certain feed material to create leaching tailings product that is shipped to customer for metals refining.  Reduce amount of tailings to surface impoundments.|T11:Internal company business strategy.	NO	DARIN.COOPER@NYRSTAR.COM			YES	 	
38017LPHRSHIGHW	1312210379323	000077736	DICYCLOPENTADIENE	TRI	2012	AOC LLC TENNESSEE PLANT	860 HWY 57 E	COLLIERVILLE	FAYETTE	TN	38017	YES	NO	NO	NO								325211	325510					35.041758	-89.625081	876314329								THE ALPHA CORP	007037765	|W13:Utilize CMS to track all maintenance and repairs. Practicing preventative maintenance.	NO	SSWANNER@AOC-RESINS.COM			NO	 	
37040NTRNT801AL	1312210085015	N100	COPPER COMPOUNDS	TRI	2012	SPEAR USA LLC - CLARKSVILLE	801 ALFRED THUN RD	CLARKSVILLE	MONTGOMERY	TN	37040	YES	NO	NO	NO								323111						36.57	-87.27									SPEAR USA	107673084	SRNA:Pollution prevention previously implemented - additional reduction does not appear technically or economically feasible.	NO	DMERRILL@SPEARSYSTEM.COM			YES	 	
37871SRCNC1977W	1312210173439	N100	COPPER COMPOUNDS	TRI	2012	NYSTAR - YOUNG MINE & MILL	1977 W HWY 11E	NEW MARKET	JEFFERSON	TN	37820	YES	NO	NO	NO								212231						36.074444	-83.623611											The apparant reduction in total releases in 2012 compared to 2011 is a reflection that release concentrations to air, water, and onsite impoundments were below de minimis concentrations, and were therefore reported as "NA" for 2012.	NO	KEVIN.COOK@NYRSTAR.COM			YES	 	
37871SRCNC1977W	1312210173454	N458	MERCURY COMPOUNDS	PBT	2012	NYSTAR - YOUNG MINE & MILL	1977 W HWY 11E	NEW MARKET	JEFFERSON	TN	37820	YES	NO	NO	NO								212231						36.074444	-83.623611											The reduction in total releases in 2012 compared to 2011 is a reflection of updated analytical data which indicates there is less mercury in the materials than previously thought.	NO	KEVIN.COOK@NYRSTAR.COM			YES	 	
37871SRCNC1977W	1312210173441	N420	LEAD COMPOUNDS	PBT	2012	NYSTAR - YOUNG MINE & MILL	1977 W HWY 11E	NEW MARKET	JEFFERSON	TN	37820	YES	NO	NO	NO								212231						36.074444	-83.623611											The decrease in total releases in 2012 compared to 2011 is due to updated analytical used in the calculations which indicates that there is much than lead in the materials than previously thought.	NO	KEVIN.COOK@NYRSTAR.COM			YES	 	
37771YLSCRYALEA	1312210255725	N495	NICKEL COMPOUNDS	TRI	2012	YALE SECURITY INC - YALE COMMERCIAL FACILITY	100 YALE AVE	LENOIR CITY	LOUDON	TN	37771	YES	NO	NO	NO								332510						35.783966	-84.260197	095050019								ASSA ABLOY INC	609161294	SRNA:Insufficient capital to install new source reduction equipment or implement new source reduction activities/initiatives.	NO	SARENA@CORBINRUSSWIN.COM			YES	 	
37771YLSCRYALEA	1312210255701	N100	COPPER COMPOUNDS	TRI	2012	YALE SECURITY INC - YALE COMMERCIAL FACILITY	100 YALE AVE	LENOIR CITY	LOUDON	TN	37771	YES	NO	NO	NO								332510						35.783966	-84.260197	095050019								ASSA ABLOY INC	609161294	SRNA:Insufficient capital to install new source reduction equipment or implement new source reduction activities/initiatives.	NO	SARENA@CORBINRUSSWIN.COM			YES	 	
37771YLSCRYALEA	1312210255737	N982	ZINC COMPOUNDS	TRI	2012	YALE SECURITY INC - YALE COMMERCIAL FACILITY	100 YALE AVE	LENOIR CITY	LOUDON	TN	37771	YES	NO	NO	NO								332510						35.783966	-84.260197	095050019								ASSA ABLOY INC	609161294	SRNA:Insufficient capital to install new source reduction equipment or implement new source reduction activities/initiatives.	NO	SARENA@CORBINRUSSWIN.COM			YES	 	
