TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
56143GCHMQ202IN	1312210820217	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2012	AGCO CORP JACKSON OPERATIONS	202 INDUSTRIAL PARK	JACKSON	JACKSON	MN	56143	YES	NO	NO	NO								333111						43.634026	-94.992191	022871057								AGCO INC		SRNA:The majority of our material is used in a minimal process application. Material is formed and welded to produce final product.	NO	MARCIE.BEYER@AGCOCORP.COM			YES	 	
56721MRCNCHIGHW	1312210181451	N420	LEAD COMPOUNDS	PBT	2012	AMERICAN CRYSTAL SUGAR CO	BUSINESS HWY 2	EAST GRAND FORKS	POLK	MN	56721	YES	NO	NO	NO								311313						47.925833	-97.006111	006174809								AMERICAN CRYSTAL SUGAR CO	064792773	Using site-specific EF instead of published EF.	NO	LKENNEDY@CRYSTALSUGAR.COM			YES	 	
56031WGHTR1000A	1312210795252	007439921	LEAD	TRI	2012	AVERY WEIGH-TRONIX LLC	1000 ARMSTRONG DR	FAIRMONT	MARTIN	MN	560311439	YES	NO	NO	NO								333997						43.661301	-94.503799									ILLINOIS TOOL WORKS INC		|W42:Replaced lead containing solder with lead free solder as possible based on performance, design specification, andclient requirements.|T11:Continuously evaluate replacing lead containing solder with lead free solder were possible based on performance, designspecification, and client requirements.	NO	DEHLERS@AWTXGLOBAL.COM			YES	 	
55413NTRPL2015N	1312210521340	000108316	MALEIC ANHYDRIDE	TRI	2012	INTERPLASTIC CORP	2015 NE BROADWAY ST	MINNEAPOLIS	HENNEPIN	MN	554131775	YES	NO	NO	NO								325211						44.999242	-93.231474									INTERPLASTIC CORP	006151336	SRNA:Limited with pollution control in place because raw material use is based on customer orders	NO	ILEVY@INTERPLASTIC.COM			NO	 	
55413NTRPL2015N	1312210521365	000100425	STYRENE	TRI	2012	INTERPLASTIC CORP	2015 NE BROADWAY ST	MINNEAPOLIS	HENNEPIN	MN	554131775	YES	NO	NO	NO								325211						44.999242	-93.231474									INTERPLASTIC CORP	006151336	SRNA:Limited with pollution control in place because raw material use is based on customer orders	NO	ILEVY@INTERPLASTIC.COM			NO	 	
55413NTRPL2015N	1312210521326	000077736	DICYCLOPENTADIENE	TRI	2012	INTERPLASTIC CORP	2015 NE BROADWAY ST	MINNEAPOLIS	HENNEPIN	MN	554131775	YES	NO	NO	NO								325211						44.999242	-93.231474									INTERPLASTIC CORP	006151336	SRNA:Limited with pollution control in place because raw material use is based on customer orders	NO	ILEVY@INTERPLASTIC.COM			NO	 	
55413NTRPL2015N	1312210521353	000085449	PHTHALIC ANHYDRIDE	TRI	2012	INTERPLASTIC CORP	2015 NE BROADWAY ST	MINNEAPOLIS	HENNEPIN	MN	554131775	YES	NO	NO	NO								325211						44.999242	-93.231474									INTERPLASTIC CORP	006151336	SRNA:Limited with pollution control in place because raw material use is based on customer orders	NO	ILEVY@INTERPLASTIC.COM			NO	 	
55413NTRPL2015N	1312210521338	000107211	ETHYLENE GLYCOL	TRI	2012	INTERPLASTIC CORP	2015 NE BROADWAY ST	MINNEAPOLIS	HENNEPIN	MN	554131775	YES	NO	NO	NO								325211						44.999242	-93.231474									INTERPLASTIC CORP	006151336	SRNA:Limited with pollution control in place because raw material use is based on customer orders	NO	ILEVY@INTERPLASTIC.COM			NO	 	
55379DCTLC1187P	1312210078440	007440508	COPPER	TRI	2012	TYCO ELECTRONICS	1187 PARK PL	SHAKOPEE	SCOTT	MN	55379	YES	NO	NO	NO								332721	332999	333220				44.785143	-93.508378	003012549								TE CONNECTIVITY LTD	003012549	SRNA:recycled all copper	NO	MIKE.FOLLINGSTAD@TE.COM			YES	 	
55368BNGRD13200	1312210470011	007697372	NITRIC ACID	TRI	2012	BONGARDS' CREAMERIES	13200 COUNTY RD 51	NORWOOD	CARVER	MN	55368	YES	NO	NO	NO								311513						44.763148	-93.850037	006153712								BONGARDS' CREAMERIES		SRNA:Concern that product quality may decline as a result of source reduction.	NO	CHRISA@BONGARDS.COM			NO	 	
