TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
55435FLMTC7200O	1312209983360	000108452	1,3-PHENYLENEDIAMINE	TRI	Pounds																		2012	NO	FILMTEC CORP	7200 OHMS LN	EDINA	HENNEPIN	MN	55439	YES	NO	NO	NO								326130						44.870062	-93.354806	086581634								THE DOW CHEMICAL CO	001381581	288184	O 	METROPOLITAN COUNCIL OF ENVIRONMENTAL SERVICES	390 N ROBERT STREET	SAINT PAUL	MN	RAMSEY	551011805							NO	JASMITH2@DOW.COM			NO	 	
55435FLMTC7200O	1312209983372	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	FILMTEC CORP	7200 OHMS LN	EDINA	HENNEPIN	MN	55439	YES	NO	NO	NO								326130						44.870062	-93.354806	086581634								THE DOW CHEMICAL CO	001381581	0		NA												NO	JASMITH2@DOW.COM			NO	 	
55435FLMTC7200O	1312209983384	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		2012	NO	FILMTEC CORP	7200 OHMS LN	EDINA	HENNEPIN	MN	55439	YES	NO	NO	NO								326130						44.870062	-93.354806	086581634								THE DOW CHEMICAL CO	001381581	11583320	C 	METROPOLITAN COUNCIL OF ENVIRONMENTAL SERVICES	390 N ROBERT STREET	SAINT PAUL	MN	RAMSEY	551011805							NO	JASMITH2@DOW.COM			NO	 	
55317QNTMC1691L	1312209984095	007439921	LEAD	TRI	Pounds																		2012	NO	QUANTUM CONTROLS INC	1691 LAKE DR W	CHANHASSEN	CARVER	MN	55317	YES	NO	NO	NO								335314	334418					44.850791	-93.564245	623430063										0		NA												NO	DALEJ@QUANTUM-CONTROLS.COM			YES	 	
55350HRCLS35ADA	1312209900911	007664417	AMMONIA	TRI	Pounds																		2012	NO	AB MAURI FOOD INC	35 ADAMS ST NE	HUTCHINSON	MCLEOD	MN	55350	YES	NO	NO	NO								311999						44.892631	-94.364344									ASSOCIATED BRITISH FOODS N.A. CORP	071642214	122	O 	HUTCHINSON WWTP	1300 ADAMS ST SE	HUTCHINSON	MN	MCLEOD	55350							NO	PTASCHE@OHLY.US			NO	 	
55350HRCLS35ADA	1312209900923	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	AB MAURI FOOD INC	35 ADAMS ST NE	HUTCHINSON	MCLEOD	MN	55350	YES	NO	NO	NO								311999						44.892631	-94.364344									ASSOCIATED BRITISH FOODS N.A. CORP	071642214	10275	O 	HUTCHINSON WWTP	1300 ADAMS ST SE	HUTCHINSON	MN	MCLEOD	55350							NO	PTASCHE@OHLY.US			NO	 	
56537TTRTL24961	1312209907029	000075070	ACETALDEHYDE	TRI	Pounds																		2012	NO	GREEN PLAINS OTTER TAIL LLC	24096 170TH AVE	FERGUS FALLS	OTTER TAIL	MN	56537	YES	NO	NO	NO								325193						46.3125	-96.1337	614853609								GREEN PLAINS RENEWABLE ENERGY INC		0		NA												NO	ERICA.MONTEFUSCO@GPREINC.COM			NO	 	
56537TTRTL24961	1312209907056	000107028	ACROLEIN	TRI	Pounds																		2012	NO	GREEN PLAINS OTTER TAIL LLC	24096 170TH AVE	FERGUS FALLS	OTTER TAIL	MN	56537	YES	NO	NO	NO								325193						46.3125	-96.1337	614853609								GREEN PLAINS RENEWABLE ENERGY INC		0		NA												NO	ERICA.MONTEFUSCO@GPREINC.COM			NO	 	
56537TTRTL24961	1312209907070	007664417	AMMONIA	TRI	Pounds																		2012	NO	GREEN PLAINS OTTER TAIL LLC	24096 170TH AVE	FERGUS FALLS	OTTER TAIL	MN	56537	YES	NO	NO	NO								325193						46.3125	-96.1337	614853609								GREEN PLAINS RENEWABLE ENERGY INC		0		NA												NO	ERICA.MONTEFUSCO@GPREINC.COM			NO	 	
56537TTRTL24961	1312209907132	000100414	ETHYLBENZENE	TRI	Pounds																		2012	NO	GREEN PLAINS OTTER TAIL LLC	24096 170TH AVE	FERGUS FALLS	OTTER TAIL	MN	56537	YES	NO	NO	NO								325193						46.3125	-96.1337	614853609								GREEN PLAINS RENEWABLE ENERGY INC		0		NA												NO	ERICA.MONTEFUSCO@GPREINC.COM			NO	 	
