TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
66032STKNS134SM	1313211447141	007664417	AMMONIA	TRI	2013	EAST KANSAS AGRI-ENERGY	1304 S MAIN ST	GARNETT	ANDERSON	KS	66032			YES	NO	NO	NO								325193						38.271522	-95.237414	126781173										|TPRL:Only operating 3 Months of the year|TOTRL:Only operating 3 months of the year|TARL:Only operating 3 months of the year	NO	DOUG.SOMMER@EKAELLC.COM			NO	 	
67101CLMNT5605N	1313211181300	007440508	COPPER	TRI	2013	WORTHINGTON CYLINDERS KANSAS LLC	5605 N 119TH ST W	MAIZE	SEDGWICK	KS	67101			YES	NO	NO	NO								332439						37.7839	-97.4814	031130934								WORTHINGTON INDUSTRIES INC	004312401	|TOTRL:The increase in production-related waste is due to increased production during the 2013 reporting year.  The facility also discarded off spec and outdated material.  Steps have been taken to implement recycling techniques which will decrease production-related waste in future reporting years.	NO	CATHY.LYTTLE@WORTHINGTONINDUSTRIES.COM			YES	 	
67473SBRNN120NO	1313211141130	000077736	DICYCLOPENTADIENE	TRI	2013	OSBORNE INDUSTRIES INC	120 N INDUSTRIAL AVE	OSBORNE	OSBORNE	KS	67473			YES	NO	NO	NO								326199						39.43816	-98.68765	065740805										|PRAI:Reduction in orders	NO	RSTURGEON@OSBORNEINDUSTRIES.COM			NO	 	
67851BPNC WESTH	1313211136888	000079210	PERACETIC ACID	TRI	2013	TYSON FRESH MEATS INC	HWY 50 W	HOLCOMB	FINNEY	KS	67851			YES	NO	NO	NO								311611	311613	311612	316110			38	-101.026111	131572950								TYSON FOODS INC	006903702	|TPRL:We started using this chemical in 2012 and only used for about 6 months in 2012 versus a full year's use in 2013.	NO	PAUL.VANWASSENHOVE@TYSON.COM			NO	 	
67554NRTHMAMERI	1313211585385	N450	MANGANESE COMPOUNDS	TRI	2013	NORTH AMERICAN SALT A COMPASS MINERALS CO	1662 AVE N	LYONS	RICE	KS	67554			YES	NO	NO	NO								325998						38.333343	-98.200338	118940279								COMPASS MINERALS INTERNATIONAL INC	849207956	|PRAI:Quantity of salt additive utilized in the mineral mix system.	NO	PETERSONB@COMPASSMINERALS.COM			YES	 	
67501KRSPL305SM	1313211110616	007439965	MANGANESE	TRI	2013	KUHN KRAUSE INC	305 S MONROE	HUTCHINSON	RENO	KS	67501			YES	NO	NO	NO								333111						38.04764	-97.9413	007232333										|PRAI:Variable used to calculate production ratio is: scrap sent to recycle.	NO	ROD.HAGMAN@KUHN.COM			YES	 	
66067HVNSS2001D	1313211127562	007440473	CHROMIUM	TRI	2013	SCHUFF STEEL MIDWEST	2001 N DAVIS ST	OTTAWA	FRANKLIN	KS	66067			YES	NO	NO	NO								332312						38.641441	-95.249166									SCHUFF STEEL		|TPRL:Due to change in type of steel used content of chromium was higher.  Also used higher % of content for calculation.	NO	BRIAN.WILSON@SCHUFF.COM			YES	 	
67156NWLLR3415E	1313211553324	N120	DIISOCYANATES	TRI	2013	NEWELL RUBBERMAID	3415 E 12TH	WINFIELD	COWLEY	KS	67156			YES	NO	NO	NO								326199						37.23744	-96.95566	007239916								NEWELL RUBBERMAID	161403852	|PRAI:ISO purchased	NO	KISA.ADKINS@NEWELLCO.COM			NO	 	
67213RCPTL1702S	1313211211444	N511	NITRATE COMPOUNDS	TRI	2013	3P PROCESSING INC	1702 S KNIGHT	WICHITA	SEDGWICK	KS	67213			YES	NO	NO	NO								332813						37.66373	-97.38385									3P HOLDINGS INC.	073323081	|PRAI:We anticipate a 20% increase in production over each of the next two years.|TPRL:Sales volume increased by 38% in 2013.  Nitric acid used and  nitrates generated increased proportionately.	NO	TERRY.KARST@3P-P.COM			NO	 	
67213RCPTL1702S	1313211211471	000079016	TRICHLOROETHYLENE	TRI	2013	3P PROCESSING INC	1702 S KNIGHT	WICHITA	SEDGWICK	KS	67213			YES	NO	NO	NO								332813						37.66373	-97.38385									3P HOLDINGS INC.	073323081	|TPRL:a. No sludge was disposed in 2012, so 2013 total included 2012 accumulation.b. Sales volume increased by 38% in 2013.	NO	TERRY.KARST@3P-P.COM			NO	 	
67213RCPTL1702S	1313211211432	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2013	3P PROCESSING INC	1702 S KNIGHT	WICHITA	SEDGWICK	KS	67213			YES	NO	NO	NO								332813						37.66373	-97.38385									3P HOLDINGS INC.	073323081	|TPRL:In 2013 we introduced a strict recordkeeping system for our paint waste, allowing us to track the chromium share of each paint painted.  This more accurate system resulted in the lower, more accurate  estimate of chrome use. |TOTRL:In 2013 we introduced a strict recordkeeping system for our paint waste, allowing us to track the chromium share of each paint painted.  This more accurate system resulted in the lower, more accurate  estimate of chrome use. |TARL:In 2013 we introduced a strict recordkeeping system for our paint waste, allowing us to track the chromium share of each paint painted.  This more accurate system resulted in the lower, more accurate estimate of fugitive and stack chrome emissions.	NO	TERRY.KARST@3P-P.COM			YES	 	
