TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
83873SLVRVLAKEG	1311209442134	N740	SILVER COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METALS RELEASED ARE A FUNCTION OF PRODUCTION AND METAL ASSAYS.	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442108	N100	COPPER COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METALS RELEASE IS A FUNCTION OF PRODUCTION RATES AND GRADE OF THE ORE.	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442122	N450	MANGANESE COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METALS RELEASED ARE A FUNCTION OF PRODUCTION LEVELS AND METAL ASSAYS.	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442096	N020	ARSENIC COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METALS RELEASES ARE A FUNCTION OF PRODUCTION LEVELS AND GRADE OF THE ORE.	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442084	N010	ANTIMONY COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											REDUCTION DUE TO PRODUCTION LEVELS AND METAL ASSAYS.	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442146	N982	ZINC COMPOUNDS	TRI	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METAL RELEASES ARE A FUNCTION OF PRODUCTION AND METAL ASSAYS	NO	CMILLARD@USSIL.COM			YES	 	
83873SLVRVLAKEG	1311209442110	N420	LEAD COMPOUNDS	PBT	2011	US SILVER - IDAHO INC	1041 LAKE GULCH RD	WALLACE	SHOSHONE	ID	83873	YES	NO	NO	NO								212222	212231	212234				47.502056	-115.982277											METAL RELEASES ARE A FUNCTION OF PRODUCTION AND METAL ASSAYS.	NO	CMILLARD@USSIL.COM			YES	 	
83639GSTFSBRUNE	1311209662509	000082688	QUINTOZENE	TRI	2011	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.55253	-116.80898									AMERICAN VANGUARD CORP	952588080	-T04:TEAM/EMPLOYEE IMPROVEMENTS TO MILLING AND PARTICLE SIZE REDUCTION.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83639GSTFSBRUNE	1311209662523	001330207	XYLENE (MIXED ISOMERS)	TRI	2011	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.55253	-116.80898									AMERICAN VANGUARD CORP	952588080	-W68:MINIMIZING RINSE BY IMPROVED EFFICIENCY.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
83639GSTFSBRUNE	1311209662473	088671890	MYCLOBUTANIL	TRI	2011	AMVAC CHEMICAL	410 SIMPKIN LN	MARSING	OWYHEE	ID	836390150	YES	NO	NO	NO								325320						43.55253	-116.80898									AMERICAN VANGUARD CORP	952588080	-W68:IMPROVED EMPLOYEE RINSEOUT TO MINIMIZE CARRYOVER.	NO	DENNISA@AMVAC-CHEMICAL.COM			NO	 	
