TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
82701WYMNG740WE	1313211422860	000098828	CUMENE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422908	000107211	ETHYLENE GLYCOL	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422959	000091203	NAPHTHALENE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422821	000106990	1,3-BUTADIENE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422833	007664417	AMMONIA	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422946	000110543	N-HEXANE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422896	000074851	ETHYLENE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422985	000108883	TOLUENE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422858	001319773	CRESOL (MIXED ISOMERS)	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
82701WYMNG740WE	1313211422922	007783064	HYDROGEN SULFIDE	TRI	Pounds																		2013	NO	WYOMING REFINING CO LLC	740 W MAIN ST	NEWCASTLE	WESTON	WY	82701			YES	NO	NO	NO								324110						43.851319	-104.214122	072549538								BLACK ELK REFINING LLC		0		NA												NO	MFARNSWORTH@WYREF.COM			NO	 	
