REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
2012	NO	01720THHRT87HAY	HAARTZ CORP	87 HAYWARD RD	ACTON	MIDDLESEX	MA	017203000	YES	NO	NO	NO								336360	336399	313320	313230			42.48101	-71.45398	001023084										1312210258721	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		712	872	959	1007	0	0	0	0	13460	15989	17588	18467	0	0	0	0	0	0	0	0	20639	28019	30821	32362	0	0	0	0		1.26	W42	SUBSTITUTED RAW MATERIALS	T04	PARTICIPATIVE TEAM MANAGEMENT																													0	0	0	0	208	283	311	327	504	589	648	680	0	0	0	0	NO	DHATFIEL@HAARTZ.COM			NO	 	
2012	NO	01080MSTNG4SPRI	MUSTANG MOTORCYCLE PRODUCTS LLC	4 SPRINGFIELD ST	THREE RIVERS	HAMPDEN	MA	01080	YES	NO	NO	NO								325211	336991					42.17959	-72.366746									MAG INC		1312209958317	000100425	STYRENE	TRI	Pounds																		31573	30179	32400	34900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.83	NA	NA																															0	0	0	0	7292	5898	6400	6900	24281	24281	26000	28000	0	0	0	0	NO	CTWISS@MUSTANGSEATS.COM			NO	 	
2012	NO	01095CNSTR2420B	CONSTRUCTION SERVICE	2420 BOSTON RD	WILBRAHAM	HAMPDEN	MA	01095	YES	NO	NO	NO								327320						42.148679	-72.441362									CS-MA LLC		1312210231003	N511	NITRATE COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.2	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	MLAFAVE@CARROLLCONCRETE.US			NO	 	
2012	NO	01473RNRNC1BELL	RANOR INC	1 BELLA DR	WESTMINSTER	WORCESTER	MA	01473	YES	NO	NO	NO								332313						42.550636	-71.901188	118630719								TECHPRECISION INC	793217493	1312210687354	007439965	MANGANESE	TRI	Pounds																		97	104	100	100	0	0	0	0	0	0	0	0	0	0	0	0	13024	13857	13000	13000	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	45	48	45	45	0	0	0	0	52	56	55	55	NO	FRANCISB@RANOR.COM			YES	 	
2012	NO	01434SRMYG4217A	U S ARMY GARRISON FORT DEVENS RANGES	4217A JACKSON RD	DEVENS	WORCESTER	MA	01434	YES	NO	YES	NO								928110						42.54587	-71.60765									US DEPARTMENT OF DEFENSE		1312210622522	007439921	LEAD	TRI	Pounds																		12999	14429	15000	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11	NA	NA																															0	0	0	0	12999	14429	15000	15000	0	0	0	0	0	0	0	0	YES	RAYMOND.PRISK@US.ARMY.MIL			YES	 	
2012	NO	02151GLBLP140LE	GLOBAL PETROLEUM CORP	71 & 140 LEE BURBANK HWY	REVERE	SUFFOLK	MA	02151	YES	NO	NO	NO								424710						42.398611	-71.005278									GLOBALPETROLEUM CORP		1312210351437	000071432	BENZENE	TRI	Pounds																		507.47	505.46	775	775	0	0	0	0	0	0	0	0	0	0	0	0	35.25	0	0	0	12952	9714	15000	15000	37.62	0	0	0	11.55	1.26	W13	IMPROVED MAINTENANCE SCHEDULING, RECORDKEEPING, OR PROCEDURES	T01	INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S)	T04	PARTICIPATIVE TEAM MANAGEMENT	T11	OTHER																									0	0	0	0	497.1	498.91	750	750	0	0	0	0	10.37	6.55	25	25	NO	RKENNY@GLOBALP.COM			NO	 	
2012	NO	02780TNTNM1314S	TAUNTON MUNICIPAL LIGHTING PLANT - CLEARY FLOOD STATION	1314 SOMERSET AVE	TAUNTON	BRISTOL	MA	02780	YES	NO	NO	NO								221112						41.865905	-71.113304	884296203										1312210666982	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2.3415135	2.3489634	2.3329588	2.3329588	0	0	0	0	.0583156	.0497	.0497	.0497	0	0	0	0	.7862886	.5119	.5311	.5311	0	0	0	0	.0089486	.0005	.0005	.0005	.0109	.41	W71	OTHER CLEANING AND DEGREASING MODIFICATIONS	T11	OTHER																													0	0	0	0	1.5800054	2.0155634	2.0163588	2.0163588	0	0	0	0	.7615081	.3334	.3166	.3166	NO	BRUCECORREIA@TMLP.COM			NO	 	
2012	NO	02726SGNNWBRAYT	DOMINION ENERGY BRAYTON POINT LLC	BRAYTON POINT RD	SOMERSET	BRISTOL	MA	02726	YES	NO	NO	NO								221112						41.71159	-71.192398	168723166								DOMINION RESOURCES INC	101715035	1312210024269	N458	MERCURY COMPOUNDS	PBT	Pounds																		30.219	18.815	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.57	NA	NA																															0	0	0	0	27.219	15.815	15	15	3	3	3	3	0	0	0	0	NO	LISA119@DOM.COM			YES	 	
2012	NO	01104STRCH126ME	ASTRO CHEMICALS INC	126 MEMORIAL DR	SPRINGFIELD	HAMPSHIRE	MA	01104	YES	NO	NO	NO								424690						42.139029	-72.543374	048666468										1312210019206	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		5	8	8	8	0	0	0	0	322	429	429	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.52	NA	NA																															0	0	0	0	5	8	8	8	0	0	0	0	0	0	0	0	NO	BOBNAP@ASTROCHEMICALS.COM			NO	 	
2012	NO	01950NNSPC3MALC	UNION SPECIALTIES INC	3 MALCOLM HOYT DR	NEWBURYPORT	ESSEX	MA	01950	YES	NO	NO	NO								325510						42.813191	-70.902598	048268007										1312210279954	000121448	TRIETHYLAMINE	TRI	Pounds																		5	62	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.98	NA	NA																															0	0	0	0	5	62	62	62	0	0	0	0	0	0	0	0	NO	CANDYBRIDGES@UNIONSPECIALTIESINC.COM			NO	 	
