TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
61068LLNSR19STE	1307205995564	000075070	ACETALDEHYDE	TRI	2007	ILLINOIS RIVER ENERGY LLC	1900 STEWARD RD	ROCHELLE	OGLE	IL	61068	YES	NO	NO	NO								325193						0	0									GTL RESOURCES USA INC.		ACETALDEHYDE IS PRODUCED DURING THE FERMENTATION PORTION OF ETHANOL PRODUCTION.  OFF GASES FROM THE FERMENTATION UNITS AND BEER WELL ARE SENT TO A CO2 SCRUBBER THAT REMOVES MORE THAN 97% OF THE ACETALDEHYDE.  THE ACETALDEHYDE NOT REMOVED BY THE CO2 SCRUBBER ENTERS THE ATMOSPHERE.  THE ACETALDEHYDE THAT IS REMOVED IN THE LIQUID STREAM OF THE CO2 SCRUBBER IS RETURNED TO THE PROCESS AS COOK WATER.  THE YEAST METABOLIZE THE RECYCLED ACETALDEHYDE DURING FERMENTATION.	NO	NA			NO	
61068LLNSR19STE	1307205995576	000110543	N-HEXANE	TRI	2007	ILLINOIS RIVER ENERGY LLC	1900 STEWARD RD	ROCHELLE	OGLE	IL	61068	YES	NO	NO	NO								325193						0	0									GTL RESOURCES USA INC.		N-HEXANE IS A COMPONENT IN THE NATURAL GASLINE THAT IS ADDED TO 200 PROOF ETHANOL TO DENATURE THE ALCOHOL PRODUCT.	NO	NA			NO	
61068LLNSR19STE	1307205995588	000108883	TOLUENE	TRI	2007	ILLINOIS RIVER ENERGY LLC	1900 STEWARD RD	ROCHELLE	OGLE	IL	61068	YES	NO	NO	NO								325193						0	0									GTL RESOURCES USA INC.		TOLUENE IS A COMPONENT IN THE NATURAL GASLINE THAT IS ADDED TO 200 PROOF ETHANOL TO DENATURE THE ALCOHOL PRODUCT.	NO	NA			NO	
61061BRDNNWHITE	1307205770047	007664417	AMMONIA	TRI	2007	HA INTERNATIONAL LLC	1449 DEVILS BACKBONE RD	OREGON	OGLE	IL	61061	YES	NO	NO	NO								325998						42.002354	-89.363843	028812845								HEXION INC	001338797	FOR 2007, WE HAVE CHANGED OUR APPROACH FOR REPORTING ON-SITE AMMONIA TREATMENT.	NO	EBENSJJ@HA-INTERNATIONAL.COM			NO	
61061BRDNNWHITE	1307205770050	000050000	FORMALDEHYDE	TRI	2007	HA INTERNATIONAL LLC	1449 DEVILS BACKBONE RD	OREGON	OGLE	IL	61061	YES	NO	NO	NO								325998						42.002354	-89.363843	028812845								HEXION INC	001338797	WE CHANGED THE APPROACH FOR CALCULATING TREATMENT QUANTITIES FOR THIS CHEMICAL IN 2007.	NO	EBENSJJ@HA-INTERNATIONAL.COM			NO	
62565PHMFG604SL	1307205426253	007440473	CHROMIUM	TRI	2007	P&H MANUFACTURING	604 S LODGE ST	SHELBYVILLE	SHELBY	IL	62565	YES	NO	NO	NO								333111						39.401901	-88.8004											IMPLEMENTATION OF ISO 9000 ACTIVITIES	NO	JDWOODALL@PHMFG.COM			YES	
62565PHMFG604SL	1307205426265	007439965	MANGANESE	TRI	2007	P&H MANUFACTURING	604 S LODGE ST	SHELBYVILLE	SHELBY	IL	62565	YES	NO	NO	NO								333111						39.401901	-88.8004											IMPLEMENTATION OF ISO 9000 PROGRAM	NO	JDWOODALL@PHMFG.COM			YES	
61201RCKSL1321S	1307205825146	000107211	ETHYLENE GLYCOL	TRI	2007	ROCK ISLAND LUBRICANTS (RILCO)	1320 1ST ST	ROCK ISLAND	ROCK ISLAND	IL	61201	YES	NO	NO	NO								424710						41.498462	-90.595056	025811704										Section 8.1d and 8.7 Column A Prior Year There is no sampling data to indicate a release of this toxic chemical.	NO	CWAGNER@RILUBE.COM			NO	
61201RCKSL1321S	1307205825159	000067561	METHANOL	TRI	2007	ROCK ISLAND LUBRICANTS (RILCO)	1320 1ST ST	ROCK ISLAND	ROCK ISLAND	IL	61201	YES	NO	NO	NO								424710						41.498462	-90.595056	025811704										Section 6.1.A.1., Section 8.1d, and Section 8.7  There is no sampling data to indicate a release of this toxic chemical.	NO	CWAGNER@RILUBE.COM			NO	
61201RCKSL1321S	1307205825161	N982	ZINC COMPOUNDS	TRI	2007	ROCK ISLAND LUBRICANTS (RILCO)	1320 1ST ST	ROCK ISLAND	ROCK ISLAND	IL	61201	YES	NO	NO	NO								424710						41.498462	-90.595056	025811704										Section 8.1d There is no sampling data to indicate a release of this toxic chemical.	NO	CWAGNER@RILUBE.COM			YES	
61265WLLMS6003R	1307205638683	007440508	COPPER	TRI	2007	WILLIAMS WHITE & CO	600 RIVER DR	MOLINE	ROCK ISLAND	IL	61265	YES	NO	NO	NO								333513						41.511321	-90.508945	005262951								DOERFER CO		CHANGES IN THE QUANTITY OF COPPER RECYCLED IS DUE TO VARIATIONS IN THE STEEL STOCK USED FOR PRODUCTION.	NO	DONN.MARING@WILLIAMSWHITE.COM			YES	
61265WLLMS6003R	1307205638707	007439965	MANGANESE	TRI	2007	WILLIAMS WHITE & CO	600 RIVER DR	MOLINE	ROCK ISLAND	IL	61265	YES	NO	NO	NO								333513						41.511321	-90.508945	005262951								DOERFER CO		CHANGES IN RECYCLED QUANTITIES ARE DUE TO VARIATIONS IN THE TYPE OF STEEL STOCK USED IN PRODUCTION.	NO	DONN.MARING@WILLIAMSWHITE.COM			YES	
61354HNTSM501BR	1307205846138	000094360	BENZOYL PEROXIDE	TRI	2007	FLINT HILLS RESOURCES LP	501 BRUNNER ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								325211						41.324	-89.114	152150522								KOCH INDUSTRIES INC.	006944334	Flint Hills Resources, LP purchased the Peru facility in an asset purchase transaction effective on August 1, 2007.  It must be noted that certain data related to the period between January 1, 2007 and July 31, 2007, inclusive, was generated and recorded by the prior owner.  Flint Hills Resources, LP relied upon the records of the prior owner for the period described above in the calculation of the information provided in this report.	NO	MARY.STEINBACH@FHR.COM			NO	
61354HNTSM501BR	1307205846140	000100425	STYRENE	TRI	2007	FLINT HILLS RESOURCES LP	501 BRUNNER ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								325211						41.324	-89.114	152150522								KOCH INDUSTRIES INC.	006944334	Flint Hills Resources, LP purchased the Peru facility in an asset purchase transaction effective on August 1, 2007.  It must be noted that certain data related to the period between January 1, 2007 and July 31, 2007, inclusive, was generated and recorded by the prior owner.  Flint Hills Resources, LP relied upon the records of the prior owner for the period described above in the calculation of the information provided in this report.	NO	MARY.STEINBACH@FHR.COM			NO	
61354MRCNNWESTM	1307205397185	N230	CERTAIN GLYCOL ETHERS	TRI	2007	AMERICAN NICKELOID CO	2900 MAIN ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								332813	332812					41.323908	-89.142666											THE CHANGES IN QUANTITIES OF THIS SOLVENT COMPARED TO 2006,  WERE THE RESULT OF CHANGES IN TYPE OF COATINGS USED IN PRODUCTION AND THE NUMBER OF SHIPMENTS TO OFFSITE LOCATION DURING THE YEAR.	NO	GARYLB@AN-CO.COM			NO	
61354MRCNNWESTM	1307205397209	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2007	AMERICAN NICKELOID CO	2900 MAIN ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								332813	332812					41.323908	-89.142666											SPRING GROVE RESOURCE RECOVERY ZIP CODE IS 45232.  I CALLED THEM TO CONFIRM THIS.  GOOGLE MAPS LIST THEIR ZIP CODE AS 45223, WHICH IS IN ERROR.	NO	GARYLB@AN-CO.COM			YES	
61354MRCNNWESTM	1307205397211	007440508	COPPER	TRI	2007	AMERICAN NICKELOID CO	2900 MAIN ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								332813	332812					41.323908	-89.142666											THE SPRING GROVE RESOURCE RECOVERY ZIP CODE IS 45232.  I CALLED THEM TO CONFIRM THIS.  GOOGLE MAPS LISTS THE ZIP CODE AS 45223, WHICH IS IN ERROR.  PART OF THE COPPER SHIPMENT TO OFF SITE LOCATIONS GOES TO LIVINGSTON LANDFILL AS THIS WASTE IS DELISTED AND IS NOT HAZARDOUS.  THE NUMBER OF SHIPMENTS MADE DURING THE YEAR OF THIS NON-HAZARDOUS PORTION OF COPPER WASTE ACCOUNTS FOR THE CHANGE IN QUANTITIES FROM THE PREVIOUS YEAR.	NO	GARYLB@AN-CO.COM			YES	
61354MRCNNWESTM	1307205397223	N106	CYANIDE COMPOUNDS	TRI	2007	AMERICAN NICKELOID CO	2900 MAIN ST	PERU	LA SALLE	IL	61354	YES	NO	NO	NO								332813	332812					41.323908	-89.142666											SPRING GROVE RESOURCE RECOVERY ZIP CODE IS 45232.  I CALLED THEM TO CONFIRM THIS.  GOOGLE MAPS LIST THEIR ZIP CODE AS 45223, WHICH IS IN ERROR.	NO	GARYLB@AN-CO.COM			NO	
60450FRBDH6352E	1307205792575	000108883	TOLUENE	TRI	2007	FORBO ADHESIVES LLC - MORRIS FACILITY	6352 E COLLINS RD	MORRIS	GRUNDY	IL	60450	YES	NO	NO	NO								325520						41.388939	-88.300201	480007400								FORBO ADHESIVES LLC	480007400	INSTALLED TOLUENE DISTILLAITON SYSTEM TO RECOVER AND RECYLE CLEAN TOLUNE.  THIS HAS RESULTED IN LESS TOLUENE TRANSFERRED FOR OFF-SITE DISPOSAL.	NO	JOAQUIN.HERRERA@FORBO.COM			NO	
60620RLBLG819WE	1307206075792	N420	LEAD COMPOUNDS	PBT	2007	RELIABLE GALVANIZING	819 W 88TH ST	CHICAGO	COOK	IL	60620	YES	NO	NO	NO								332812						41.733742	-87.645302											SPENT PICKLE LIQUOR IS NOW BEING SOLD AS A "SUBSTITUTE RAW MATERIAL"  WILL NOT REPORT THIS MATERIAL NEXT YEAR	NO	MICHAEL@RELIABLEGALVANIZING.COM			YES	
60620RLBLG819WE	1307206075804	N982	ZINC COMPOUNDS	TRI	2007	RELIABLE GALVANIZING	819 W 88TH ST	CHICAGO	COOK	IL	60620	YES	NO	NO	NO								332812						41.733742	-87.645302											SPENT SULFURIC ACID PICKLE LIQUOR IS NOW BEING SOLD AS AN "ALTERNATIVE RAW MATERIAL" WILL NOT REPORT IN FUTURE YEARS	NO	MICHAEL@RELIABLEGALVANIZING.COM			YES	
