TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
35126VLCNP1549R	1307206036129	001330207	XYLENE (MIXED ISOMERS)	TRI	2007	VULCAN PAINTERS INC.	1550 VULCAN RD	BIRMINGHAM	JEFFERSON	AL	35215	YES	NO	NO	NO								238320						33.655969	-86.727149									VULCAN PAINTERS INC.	004029559	WE DO NOT BELIEVE WE ARE REQUIRED TO SUBMIT THIS FORM ANY LONGER, BUT WE ARE SUBMITTING FOR INFORMATIONAL PURPOSES.	NO	JBOYD@VULCAN-GROUP.COM			NO	
35217DTRDM9HUNT	1307205562806	000191242	BENZO(G,H,I)PERYLENE	PBT	2007	DTE RED MOUNTAIN LLC	900 HUNTSVILLE AVE	TARRANT CITY	JEFFERSON	AL	35217	YES	NO	NO	NO								324199						33.57674	-86.782351	876235490								DTE ENERGY	839329158	THE DTE RED MOUNTAIN FACILITY WAS OFFICIALLY CLOSED ON DECEMBER 31, 2007.  THIS WILL BE THE LAST TRI REPORT SUBMITTED FOR THIS FACILITY.	NO	BRADFORDKJ@DTEENERGY.COM			NO	
35217DTRDM9HUNT	1307205562818	N420	LEAD COMPOUNDS	PBT	2007	DTE RED MOUNTAIN LLC	900 HUNTSVILLE AVE	TARRANT CITY	JEFFERSON	AL	35217	YES	NO	NO	NO								324199						33.57674	-86.782351	876235490								DTE ENERGY	839329158	THE DTE RED MOUNTAIN FACILITY WAS OFFICIALLY CLOSED ON DECEMBER 31, 2007.  THIS WILL BE THE LAST TRI REPORT SUBMITTED FOR THIS FACILITY.	NO	BRADFORDKJ@DTEENERGY.COM			YES	
35217DTRDM9HUNT	1307205562820	N458	MERCURY COMPOUNDS	PBT	2007	DTE RED MOUNTAIN LLC	900 HUNTSVILLE AVE	TARRANT CITY	JEFFERSON	AL	35217	YES	NO	NO	NO								324199						33.57674	-86.782351	876235490								DTE ENERGY	839329158	THE DTE RED MOUNTAIN FACILITY WAS OFFICIALLY CLOSED ON DECEMBER 31, 2007.  THIS WILL BE THE LAST TRI REPORT SUBMITTED FOR THIS FACILITY.	NO	BRADFORDKJ@DTEENERGY.COM			YES	
35217DTRDM9HUNT	1307205562832	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	DTE RED MOUNTAIN LLC	900 HUNTSVILLE AVE	TARRANT CITY	JEFFERSON	AL	35217	YES	NO	NO	NO								324199						33.57674	-86.782351	876235490								DTE ENERGY	839329158	THE DTE RED MOUNTAIN FACILITY WAS OFFICIALLY CLOSED ON DECEMBER 31, 2007.  THIS WILL BE THE LAST TRI REPORT SUBMITTED FOR THIS FACILITY.	NO	BRADFORDKJ@DTEENERGY.COM			NO	
36614CCDNT1300J	1307205561386	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2007	OCCIDENTAL CHEMICAL CORP	1300 JARVIS RD	MOBILE	MOBILE	AL	366141099	YES	NO	NO	NO								325181	325188					30.75	-88.06667	008163388								OCCIDENTAL PETROLEUM CORP	006908354	THIS MATERIAL IS FOUND IN VARIOUS WASTE STREAMS.  THE FACILITY HAS WASTEWATER DISCHARGE, WASTEWATER FILTER CAKE, AND BRINE SLUDGE (PLUS THIS YEAR CLARIFIER MUDS) THAT CONTAINS DIOXINS.  MOBILE USED DATA FROM THE DEER PARK AND MUSCLE SHOALS FACILITIES AS MODELS FOR DIOXIN ANALYSIS FOR THESE STREAMS.	NO	TERRY_A._COPLEY@OXY.COM			NO	
36027TCHSN108MA	1307206017042	007439921	LEAD	PBT	2007	TECHSONIC INDUSTRIES INC	678 HUMMINBIRD LN	EUFAULA	BARBOUR	AL	36027	YES	NO	NO	NO								334511						31.850714	-85.146441	055906002								JOHNSON OUTDOORS INC.	144742129	REDUCTION IN TRI CHEMICAL WAS TO COMPLY WITH ROHS AND WEEE.	NO	CPACKARD@JOHNSONOUTDOORS.COM			YES	
36541RSHGS125IN	1307205437813	000100425	STYRENE	TRI	2007	ERSHIGS GRAND BAY FACILITY	12050 INTERCHANGE DR	GRAND BAY	MOBILE	AL	36541	YES	NO	NO	NO								326199						30.500268	-88.332777	009286857								DENALI INC.	938969540	AIR EMISSIONS WERE CONTROLLED BY RESIN FORMULATION, NON-ATOMIZED SPRAY, AND VAPOR SUPPRESSANT ADDITIVE.	NO	BSMITH@ERSHIGS.COM			NO	
35582TFFNM5024T	1307205935758	N120	DIISOCYANATES	TRI	2007	TIFFIN MOTORHOMES INC.	105 2ND ST NW	RED BAY	FRANKLIN	AL	35582	YES	NO	NO	NO								336213						34.442658	-88.140125	061143954										THE REPORTED AMOUNT OF DIISOCYANATES TRANSFERRED TO AN OFF-SITE LANDFILL WAS DETERMINED BY MAKING THE ASSUMPTION THAT 1% OF THE TOTAL PRODUCT REMAINS IN THE CONTAINER AFTER USE.  THE MASS FRACTION DIISOCYANATE WAS THEN CALCULATED BASED ON THE WEIGHT OF 1% OF THE PRODUCT.	NO				NO	
35768THGDYGOODY	1307205245145	000075070	ACETALDEHYDE	TRI	2007	PERFORMANCE FIBERS SCOTTSBORO INC	7526 ROY OWENS BLVD	SCOTTSBORO	JACKSON	AL	357697335	YES	NO	NO	NO								314992						34.615922	-86.084056	783909153								DSE HOLDING CORP		THE PRODUCTION ACTIVITIES THAT GENERATED THIS TOXIC CHEMICAL WAS NOT OPERATED IN 2007 AND WAS PERMANENTLY DECOMMISSIONED IN DECEMBER 2007.  THEREFORE, THIS WILL BE THE LAST YEAR THAT THIS TOXIC CHEMICAL IS REPORTED BY THE FACILITY.	NO	STEVEN.HOWELL@PERFORMANCEFIBERS.COM			NO	
35810TYTMT1CTTN	1307205620026	000107211	ETHYLENE GLYCOL	TRI	2007	TOYOTA MOTOR MANUFACTURING ALABAMA INC.	1 COTTONVALLEY DR	HUNTSVILLE	MADISON	AL	35810	YES	NO	NO	NO								336312						34.828333	-86.634722									TOYOTA MOTOR ENGINEERING & MANUFACTURING NORT		Implementing coolant recycling that allows coolant to be recycled and reused in production processes	NO	MARK.BRAZEAL@TEMA.TOYOTA.COM			NO	
35957JXTCC156IN	1307205884101	007440508	COPPER	TRI	2007	AJAX TOCCO MAGNETHERMIC CORP.	1506 INDUSTRIAL BLVD	BOAZ	MARSHALL	AL	35957	YES	NO	NO	NO								333994						34.231319	-86.184565	004168001								PARK OHIO INDUSTRIES	041067752	Copper is an essential material used to manufacture our product and we could not remain in business without using this material.	NO	DBOWSER@AJAXTOCCO.COM			YES	
35957JXTCC156IN	1307205884113	000107211	ETHYLENE GLYCOL	TRI	2007	AJAX TOCCO MAGNETHERMIC CORP.	1506 INDUSTRIAL BLVD	BOAZ	MARSHALL	AL	35957	YES	NO	NO	NO								333994						34.231319	-86.184565	004168001								PARK OHIO INDUSTRIES	041067752	This product is required and there is no suitable substitute.	NO	DBOWSER@AJAXTOCCO.COM			NO	
35967VLCRFVALLE	1307205366836	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2007	NUCOR CORP VULCRAFT DIV	7205 GAULT N	FORT PAYNE	DEKALB	AL	35967	YES	NO	NO	NO								332312						34.522566	-85.650952									NUCOR CORP	041382441	PACS ARE A RESULT OF PAVING PROJECTS THAT WERE IMPLEMENTED TO PROTECT STORM WATER BY REDUCING TSS FROM EROSION AND TO REDUCE THE POTENTIAL FOR NUISANCE DUST LEAVING THE PROPERTY DURING DRY PERIODS.	NO				NO	
