TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
35115MTRCKHIGHW	1307205226727	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	METROCK STEEL & WIRE CO.	6869 HWY 25	MONTEVALLO	SHELBY	AL	35115	YES	NO	NO	NO														33.0905	-86.867778	031522519								LEGGETT & PLATT	007140064	0														NO	MYRON35@YAHOO.COM			YES	
35603LFRGD89LDT	1307205603424	007439921	LEAD	PBT	Pounds																		2007	NO	LAFARGE DECATUR CONCRETE PLANT	890 OLD TRINITY RD	DECATUR	MORGAN	AL	35603	YES	NO	NO	NO														34.604167	-87.065833	067568246								LAFARGE NA		0														NO	MATTHEW.STEWART@LAFARGE-NA.COM			YES	
35611JPTRN1500F	1307205792942	007440473	CHROMIUM	TRI	Pounds																		2007	NO	FEDERAL-MOGUL SEALING SYSTEMS	1500 FREEMAN AVE	ATHENS	LIMESTONE	AL	35613	YES	NO	NO	NO														34.79021	-86.952982	621900281								FEDERAL MOGUL CORP		.619	C 	ATHENS POTW	E SANDERFER RD	ATHENS	AL	LIMESTONE	35613							NO	TROY.BUTLER@FEDERALMOGUL.COM			YES	
36111JMBSH564BE	1307205890243	000067561	METHANOL	TRI	Pounds																		2007	NO	JIM BISHOP CABINETS INC.	5640 BELL RD	MONTGOMERY	MONTGOMERY	AL	36111	YES	NO	NO	NO														32.313813	-86.221156											0														NO	DGRAVEMAN@JIMBISHOPCABINETS.COM			NO	
36111JMBSH564BE	1307205890256	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	JIM BISHOP CABINETS INC.	5640 BELL RD	MONTGOMERY	MONTGOMERY	AL	36111	YES	NO	NO	NO														32.313813	-86.221156											0														NO	DGRAVEMAN@JIMBISHOPCABINETS.COM			NO	
36111JMBSH564BE	1307205890268	000108883	TOLUENE	TRI	Pounds																		2007	NO	JIM BISHOP CABINETS INC.	5640 BELL RD	MONTGOMERY	MONTGOMERY	AL	36111	YES	NO	NO	NO														32.313813	-86.221156											0														NO	DGRAVEMAN@JIMBISHOPCABINETS.COM			NO	
36111JMBSH564BE	1307205890270	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	JIM BISHOP CABINETS INC.	5640 BELL RD	MONTGOMERY	MONTGOMERY	AL	36111	YES	NO	NO	NO														32.313813	-86.221156											0														NO	DGRAVEMAN@JIMBISHOPCABINETS.COM			NO	
35125BNJMN109BA	1307205749486	000141322	BUTYL ACRYLATE	TRI	Pounds																		2007	NO	BENJAMIN MOORE & CO PELL CITY	109 BAMBERG DR	PELL CITY	ST CLAIR	AL	351259142	YES	NO	NO	NO														33.591667	-86.24194	181837238								BENJAMIN MOORE & CO	001210715	0														NO	ROBERT.WEATHERLY@BENJAMINMOORE.COM			NO	
35125BNJMN109BA	1307205749498	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	BENJAMIN MOORE & CO PELL CITY	109 BAMBERG DR	PELL CITY	ST CLAIR	AL	351259142	YES	NO	NO	NO														33.591667	-86.24194	181837238								BENJAMIN MOORE & CO	001210715	0														NO	ROBERT.WEATHERLY@BENJAMINMOORE.COM			NO	
35125BNJMN109BA	1307205749536	000080626	METHYL METHACRYLATE	TRI	Pounds																		2007	NO	BENJAMIN MOORE & CO PELL CITY	109 BAMBERG DR	PELL CITY	ST CLAIR	AL	351259142	YES	NO	NO	NO														33.591667	-86.24194	181837238								BENJAMIN MOORE & CO	001210715	0														NO	ROBERT.WEATHERLY@BENJAMINMOORE.COM			NO	
35125BNJMN109BA	1307205749551	000108054	VINYL ACETATE	TRI	Pounds																		2007	NO	BENJAMIN MOORE & CO PELL CITY	109 BAMBERG DR	PELL CITY	ST CLAIR	AL	351259142	YES	NO	NO	NO														33.591667	-86.24194	181837238								BENJAMIN MOORE & CO	001210715	0														NO	ROBERT.WEATHERLY@BENJAMINMOORE.COM			NO	
35125BNJMN109BA	1307205749563	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	BENJAMIN MOORE & CO PELL CITY	109 BAMBERG DR	PELL CITY	ST CLAIR	AL	351259142	YES	NO	NO	NO														33.591667	-86.24194	181837238								BENJAMIN MOORE & CO	001210715	0														NO	ROBERT.WEATHERLY@BENJAMINMOORE.COM			NO	
35126VLCNP1549R	1307206036129	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	VULCAN PAINTERS INC.	1550 VULCAN RD	BIRMINGHAM	JEFFERSON	AL	35215	YES	NO	NO	NO														33.655969	-86.727149									VULCAN PAINTERS INC.	004029559	0														NO	JBOYD@VULCAN-GROUP.COM			NO	
35137DRVLM599HW	1307205588559	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	CARMEUSE LIME & STONE INC.	599 HWY 31 S	SAGINAW	SHELBY	AL	35137	YES	NO	NO	NO														33.221944	-86.779722	074986035								CARMEUSE LIME INC	074986035	0														NO	LISA.POTTS@CARMEUSENA.COM			NO	
35137DRVLM599HW	1307205588561	007439921	LEAD	PBT	Pounds																		2007	NO	CARMEUSE LIME & STONE INC.	599 HWY 31 S	SAGINAW	SHELBY	AL	35137	YES	NO	NO	NO														33.221944	-86.779722	074986035								CARMEUSE LIME INC	074986035	0														NO	LISA.POTTS@CARMEUSENA.COM			YES	
35137DRVLM599HW	1307205588597	007439976	MERCURY	PBT	Pounds																		2007	NO	CARMEUSE LIME & STONE INC.	599 HWY 31 S	SAGINAW	SHELBY	AL	35137	YES	NO	NO	NO														33.221944	-86.779722	074986035								CARMEUSE LIME INC	074986035	0														NO	LISA.POTTS@CARMEUSENA.COM			YES	
35137DRVLM599HW	1307205588611	007440622	VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY)	TRI	Pounds																		2007	NO	CARMEUSE LIME & STONE INC.	599 HWY 31 S	SAGINAW	SHELBY	AL	35137	YES	NO	NO	NO														33.221944	-86.779722	074986035								CARMEUSE LIME INC	074986035	0														NO	LISA.POTTS@CARMEUSENA.COM			YES	
35616RCCRBPOBOX	1307205216221	007664417	AMMONIA	TRI	Pounds																		2007	NO	LINDE INC	1040 INDUSTRIAL DR	CHEROKEE	COLBERT	AL	35616	YES	NO	NO	NO														34.805833	-87.939167	021259262								LINDE INC	144636503	0														NO	MIKE.RESH@LINDE.COM			NO	
35618CHMPNPOBOX	1307205904547	000075070	ACETALDEHYDE	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904550	007664417	AMMONIA	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904562	N040	BARIUM COMPOUNDS	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35618CHMPNPOBOX	1307205904574	000120809	CATECHOL	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904586	007782505	CHLORINE	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904598	010049044	CHLORINE DIOXIDE	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904600	001319773	CRESOL (MIXED ISOMERS)	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904612	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	1.6	.12	.72	.26	.18	.29	.01	.3	.51	10.13	5.23	72.66	.53	.61	.14	6.36	.35	2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904624	000050000	FORMALDEHYDE	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904636	000064186	FORMIC ACID	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904648	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904651	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35618CHMPNPOBOX	1307205904663	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35618CHMPNPOBOX	1307205904675	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35618CHMPNPOBOX	1307205904687	000067561	METHANOL	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904699	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904713	000108952	PHENOL	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904725	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904737	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			NO	
35618CHMPNPOBOX	1307205904749	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35618CHMPNPOBOX	1307205904752	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	INTERNATIONAL PAPER COURTLAND MILL	COUNTY RD 150	COURTLAND	LAWRENCE	AL	35618	YES	NO	NO	NO														34.732333	-87.317083	001316561										0														NO	JUDITH.HOOD@IPAPER.COM			YES	
35622FLKVL4384H	1307205870114	008001589	CREOSOTE	TRI	Pounds																		2007	NO	FALKVILLE WOOD TREATING INC.	4384 HWY 31	FALKVILLE	MORGAN	AL	35622	YES	NO	NO	NO														34.376944	-86.911667											0														NO	MMCCORD@STARBAND.NET			NO	
35622FLKVL4384H	1307205870126	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	FALKVILLE WOOD TREATING INC.	4384 HWY 31	FALKVILLE	MORGAN	AL	35622	YES	NO	NO	NO														34.376944	-86.911667											0														NO	MMCCORD@STARBAND.NET			NO	
35622FLKVL4384H	1307205870138	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	FALKVILLE WOOD TREATING INC.	4384 HWY 31	FALKVILLE	MORGAN	AL	35622	YES	NO	NO	NO														34.376944	-86.911667											0														NO	MMCCORD@STARBAND.NET			NO	
35630MNRCH835RI	1307206137667	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	MONARCH CERAMIC TILE INC.	834 RICKWOOD RD	FLORENCE	LAUDERDALE	AL	35630	YES	NO	NO	NO														34.829306	-87.668045	067102301										0														NO	SWIEDERWAX@MARAZZITILE.COM			NO	
35630MNRCH835RI	1307206137679	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2007	NO	MONARCH CERAMIC TILE INC.	834 RICKWOOD RD	FLORENCE	LAUDERDALE	AL	35630	YES	NO	NO	NO														34.829306	-87.668045	067102301										0														NO	SWIEDERWAX@MARAZZITILE.COM			NO	
35630MNRCH835RI	1307206137681	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	MONARCH CERAMIC TILE INC.	834 RICKWOOD RD	FLORENCE	LAUDERDALE	AL	35630	YES	NO	NO	NO														34.829306	-87.668045	067102301										15	O 	CYPRESS CREEK	110 W. COLLEGE ST	FLORENCE	AL	LAUDERDALE	35630							NO	SWIEDERWAX@MARAZZITILE.COM			YES	
35631MCFRTCORNE	1307205584028	007664417	AMMONIA	TRI	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			NO	
35631MCFRTCORNE	1307205584030	N100	COPPER COMPOUNDS	TRI	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			YES	
35631MCFRTCORNE	1307205584042	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			YES	
35631MCFRTCORNE	1307205584055	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			YES	
35631MCFRTCORNE	1307205584067	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			NO	
35631MCFRTCORNE	1307205584079	N982	ZINC COMPOUNDS	TRI	Pounds																		2007	NO	AGRIUM US INC	1 COMMERCE ST	FLORENCE	LAUDERDALE	AL	35631	YES	NO	NO	NO														34.805748	-87.656305	808957229								AGRIUM INC	808957229	0														NO	DCOOK@AGRIUM.COM			YES	
36201NNFND1501W	1307205955747	000121448	TRIETHYLAMINE	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			NO	
36201NNFND1501W	1307205955750	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			NO	
36201NNFND1501W	1307205955762	N120	DIISOCYANATES	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			NO	
36201NNFND1501W	1307205955774	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			YES	
36201NNFND1501W	1307205955786	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			NO	
36201NNFND1501W	1307205955798	000108952	PHENOL	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			NO	
36201NNFND1501W	1307205955800	007439965	MANGANESE	TRI	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			YES	
36201NNFND1501W	1307205955812	007439976	MERCURY	PBT	Pounds																		2007	NO	UNION FOUNDRY CO	1501 W 17TH ST	ANNISTON	CALHOUN	AL	36201	YES	NO	NO	NO														33.666694	-85.850721	047158266								MCWANE INC	004001715	0														NO	BSTEWART@UFCO.COM			YES	
