TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
96950CMMNWINDUS	1313211593619	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	INDUSTRIAL DRIVE, LOWER BASE	SAIPAN	SAIPAN	MP	969509999			YES	NO	NO	NO								221112						15.229707	145.741001									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year submittal (RY 2012) was submitted as hard copy only.  This is the Corporation's first attempt to complete electronic submission of TRI data.	NO	MAX.SIMIAN@CUCGOV.ORG			NO	 	
96950SHLLMBEACH	1313211070293	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2013	MARIANA ACQUISITION CORP/SAIPAN TERMINAL	INDUSTRIAL DR, SAIPAN NORTHERN MARIANA ISLANDS	SAIPAN	SAIPAN	MP	96950			YES	NO	NO	NO								424710						15.224858	145.73491	980087247										None	NO	PHILMUNA@HSSEP.COM			NO	 	
96951CMMNWSNGSN	1313211593645	N982	ZINC COMPOUNDS	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	SONGSONG VILLAGE	ROTA	ROTA	MP	969519999			YES	NO	NO	NO								221112						14.1368	145.136025									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year data was submitted as a hard copy only.	NO	MAX.SIMIAN@CUCGOV.ORG			YES	 	
96952CMMNWSANJS	1313211593569	N982	ZINC COMPOUNDS	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	SAN JOSE VILLAGE	TINIAN	TINIAN	MP	969529999			YES	NO	NO	NO								221112						14.97377	145.614689									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year submittal (RY 2012) was submitted as hard copy only.  This is the Corporation's first attempt to complete electronic submission of TRI data.	NO	MAX.SIMIAN@CUCGOV.ORG			YES	 	
96950CMMNWINDUS	1313211593621	N982	ZINC COMPOUNDS	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	INDUSTRIAL DRIVE, LOWER BASE	SAIPAN	SAIPAN	MP	969509999			YES	NO	NO	NO								221112						15.229707	145.741001									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year submittal (RY 2012) was submitted as hard copy only.  This is the Corporation's first attempt to complete electronic submission of TRI data.	NO	MAX.SIMIAN@CUCGOV.ORG			YES	 	
96950CMMNWCHALA	1313211593532	N982	ZINC COMPOUNDS	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	CHALAN PALE ARNOLD ROAD, PUERTO RICO	SAIPAN	SAIPAN	MP	969509999			YES	NO	NO	NO								221112						15.163354	145.721196									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year submittal (RY 2012) was submitted as hard copy only.  This years submittal is the Corporation's first attempt at electronic submittal.	NO	MAX.SIMIAN@CUCGOV.ORG			YES	 	
96950SHLLMBEACH	1313211070394	000071432	BENZENE	TRI	2013	MARIANA ACQUISITION CORP/SAIPAN TERMINAL	INDUSTRIAL DR, SAIPAN NORTHERN MARIANA ISLANDS	SAIPAN	SAIPAN	MP	96950			YES	NO	NO	NO								424710						15.224858	145.73491	980087247										None	NO	PHILMUNA@HSSEP.COM			NO	 	
96951CMMNWSNGSN	1313211593633	000091203	NAPHTHALENE	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	SONGSONG VILLAGE	ROTA	ROTA	MP	969519999			YES	NO	NO	NO								221112						14.1368	145.136025									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:previous year data was submitted only as a paper (hard copy).	NO	MAX.SIMIAN@CUCGOV.ORG			NO	 	
96952CMMNWSANJS	1313211593544	000091203	NAPHTHALENE	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	SAN JOSE VILLAGE	TINIAN	TINIAN	MP	969529999			YES	NO	NO	NO								221112						14.97377	145.614689									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year reporting (RY 2012) was completed by hard copy only.  This is the Corporation's first attempt to complete an electronic submittal.	NO	MAX.SIMIAN@CUCGOV.ORG			NO	 	
96950CMMNWINDUS	1313211593595	000091203	NAPHTHALENE	TRI	2013	COMMONWEALTH UTILITIES CORP (CUC)	INDUSTRIAL DRIVE, LOWER BASE	SAIPAN	SAIPAN	MP	969509999			YES	NO	NO	NO								221112						15.229707	145.741001									COMMONWEALTH UTILITIES CORP	854851177	|NPYF:Previous year submittal (RY 2012) was submitted as hard copy only.  This is the Corporation's first attempt to complete electronic submission of TRI data.	NO	MAX.SIMIAN@CUCGOV.ORG			NO	 	
