TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
74120STHWS422SO	1312210555518	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	SOUTHWEST UNITED INDUSTRIES INC	422 S ST LOUIS AVE	TULSA	TULSA	OK	74120	YES	NO	NO	NO								332813						36.155075	-95.970509	007218340								SOUTHWEST COS INC		250	C 	TMUA SOUTH	200 CIVIC CENTER, ROOM #403	TULSA	OK	TULSA	741033856							NO	RHOWALD@SWUNITED.COM			NO	 	
74120STHWS422SO	1312210555506	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	SOUTHWEST UNITED INDUSTRIES INC	422 S ST LOUIS AVE	TULSA	TULSA	OK	74120	YES	NO	NO	NO								332813						36.155075	-95.970509	007218340								SOUTHWEST COS INC		1	C 	TMUA SOUTH	200 CIVIC CENTER, ROOM #403	TULSA	OK	TULSA	741033856							NO	RHOWALD@SWUNITED.COM			YES	 	
74107PRMFX2500S	1312210531327	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2012	NO	EQ OKLAHOMA INC	2700 S 25TH W AVE	TULSA	TULSA	OK	741073435	YES	NO	NO	NO								562211	562998	562219				36.122414	-96.020344	965427292								EQ HOLDINGS CO	022528553	0	C 	CITY OF TULSA POTW	4818 SOUTH ELWOOD	TULSA	OK	TULSA	74107							NO	SCOTT.MARIS@EQONLINE.COM			NO	 	
74107PRMFX2500S	1312210531354	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	EQ OKLAHOMA INC	2700 S 25TH W AVE	TULSA	TULSA	OK	741073435	YES	NO	NO	NO								562211	562998	562219				36.122414	-96.020344	965427292								EQ HOLDINGS CO	022528553	0	C 	CITY OF TULSA POTW	4818 SOUTH ELWOOD	TULSA	OK	TULSA	74107							NO	SCOTT.MARIS@EQONLINE.COM			YES	 	
74107PRMFX2500S	1312210531341	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	EQ OKLAHOMA INC	2700 S 25TH W AVE	TULSA	TULSA	OK	741073435	YES	NO	NO	NO								562211	562998	562219				36.122414	-96.020344	965427292								EQ HOLDINGS CO	022528553	0	C 	CITY OF TULSA POTW	4818 SOUTH ELWOOD	TULSA	OK	TULSA	74107							NO	SCOTT.MARIS@EQONLINE.COM			NO	 	
74107PRMFX2500S	1312210531303	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2012	NO	EQ OKLAHOMA INC	2700 S 25TH W AVE	TULSA	TULSA	OK	741073435	YES	NO	NO	NO								562211	562998	562219				36.122414	-96.020344	965427292								EQ HOLDINGS CO	022528553	0	C 	CITY OF TULSA POTW	4818 SOUTH ELWOOD	TULSA	OK	TULSA	74107							NO	SCOTT.MARIS@EQONLINE.COM			YES	 	
74107PRMFX2500S	1312210531339	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	EQ OKLAHOMA INC	2700 S 25TH W AVE	TULSA	TULSA	OK	741073435	YES	NO	NO	NO								562211	562998	562219				36.122414	-96.020344	965427292								EQ HOLDINGS CO	022528553	152545	C 	CITY OF TULSA POTW	4818 SOUTH ELWOOD	TULSA	OK	TULSA	74107							NO	SCOTT.MARIS@EQONLINE.COM			NO	 	
74728DMNNCRTE3B	1312210013090	000050000	FORMALDEHYDE	TRI	Pounds																		2012	NO	DOMINANCE INDUSTRIES INC (DBA PAN PACIFIC PRODUCTS)	RT 4 BOX 371 HWY 3	BROKEN BOW	MCCURTAIN	OK	74728	YES	NO	NO	NO								321219						34.03213	-94.75921	831064415										5	O 	BROKEN BOW CITY OF WATER TREATMENT PLANT	210 N BROADWAY	BROKEN BOW	OK	MCCURTAIN	747283936							NO	MV@CARDINALENGINEERS.COM			NO	 	
73106HSPNT1700W	1312209919873	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2012	NO	H-I-S PAINT MANUFACTURING CO INC	1700 W SHERIDAN	OKLAHOMA CITY	OKLAHOMA	OK	73106	YES	NO	NO	NO								325510						35.46686	-97.543578	057711152								HIS PAINT MANUFACTURING CO	057711152	0		NA												NO	JKENT@HISPAINT.COM			NO	 	
73106HSPNT1700W	1312209919885	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	H-I-S PAINT MANUFACTURING CO INC	1700 W SHERIDAN	OKLAHOMA CITY	OKLAHOMA	OK	73106	YES	NO	NO	NO								325510						35.46686	-97.543578	057711152								HIS PAINT MANUFACTURING CO	057711152	0		NA												NO	JKENT@HISPAINT.COM			NO	 	
74015LLDSG1301M	1312210299412	N495	NICKEL COMPOUNDS	TRI	Pounds																		2012	NO	UMICORE AUTOCAT USA INC	1301 MAIN PKWY	CATOOSA	ROGERS	OK	74015	YES	NO	NO	NO								325188	336399					36.231444	-95.741716											75	M1	TMUA SOUTH	200CIVIC CENTER, ROOM #403	TULSA	OK	TULSA	741033856							NO	GARY.DWYER@AM.UMICORE.COM			YES	 	
74601MRTZN1701N	1312210006944	007440020	NICKEL	TRI	Pounds																		2012	NO	MERTZ MANUFACTURING LLC	1701 N  WAVERLY	PONCA CITY	KAY	OK	74601	YES	NO	NO	NO								332999						36.710737	-97.103145	007239775								M MFG HOLDINGS INC	007239775	0		NA												NO	FMCENROE@MERTZOK.COM			YES	 	
74601MRTZN1701N	1312210006932	007439965	MANGANESE	TRI	Pounds																		2012	NO	MERTZ MANUFACTURING LLC	1701 N  WAVERLY	PONCA CITY	KAY	OK	74601	YES	NO	NO	NO								332999						36.710737	-97.103145	007239775								M MFG HOLDINGS INC	007239775	0		NA												NO	FMCENROE@MERTZOK.COM			YES	 	
74601MRTZN1701N	1312210006920	007440473	CHROMIUM	TRI	Pounds																		2012	NO	MERTZ MANUFACTURING LLC	1701 N  WAVERLY	PONCA CITY	KAY	OK	74601	YES	NO	NO	NO								332999						36.710737	-97.103145	007239775								M MFG HOLDINGS INC	007239775	0		NA												NO	FMCENROE@MERTZOK.COM			YES	 	
74477LBRGP1300N	1312210022000	007440473	CHROMIUM	TRI	Pounds																		2012	NO	MRC-LABARGE	1300 N LABARGE AVE	WAGONER	WAGONER	OK	74477	YES	NO	NO	NO								332996						35.978056	-95.38									MCJUNKIN RED MAN CORP		0		NA												NO	PAT.CONDRY@MRCGLOBAL.COM			YES	 	
74477LBRGP1300N	1312210022024	007439965	MANGANESE	TRI	Pounds																		2012	NO	MRC-LABARGE	1300 N LABARGE AVE	WAGONER	WAGONER	OK	74477	YES	NO	NO	NO								332996						35.978056	-95.38									MCJUNKIN RED MAN CORP		0		NA												NO	PAT.CONDRY@MRCGLOBAL.COM			YES	 	
74477LBRGP1300N	1312210022048	007440020	NICKEL	TRI	Pounds																		2012	NO	MRC-LABARGE	1300 N LABARGE AVE	WAGONER	WAGONER	OK	74477	YES	NO	NO	NO								332996						35.978056	-95.38									MCJUNKIN RED MAN CORP		0		NA												NO	PAT.CONDRY@MRCGLOBAL.COM			YES	 	
74131GSPMP6740S	1312210020107	007440473	CHROMIUM	TRI	Pounds																		2012	NO	NATIONAL OILWELL VARCO/TULSA MULTIPLEX	6750 S 57TH W AVE	TULSA	CREEK	OK	74131	YES	NO	NO	NO								333911						36.065369	-96.059999	161681044								NATIONAL OILWELL VARCO LP	161681044	0		NA												NO				YES	 	
74131GSPMP6740S	1312210020121	007440508	COPPER	TRI	Pounds																		2012	NO	NATIONAL OILWELL VARCO/TULSA MULTIPLEX	6750 S 57TH W AVE	TULSA	CREEK	OK	74131	YES	NO	NO	NO								333911						36.065369	-96.059999	161681044								NATIONAL OILWELL VARCO LP	161681044	0		NA												NO				YES	 	
74131GSPMP6740S	1312210020133	007439965	MANGANESE	TRI	Pounds																		2012	NO	NATIONAL OILWELL VARCO/TULSA MULTIPLEX	6750 S 57TH W AVE	TULSA	CREEK	OK	74131	YES	NO	NO	NO								333911						36.065369	-96.059999	161681044								NATIONAL OILWELL VARCO LP	161681044	0		NA												NO				YES	 	
74131GSPMP6740S	1312210020119	007440484	COBALT	TRI	Pounds																		2012	NO	NATIONAL OILWELL VARCO/TULSA MULTIPLEX	6750 S 57TH W AVE	TULSA	CREEK	OK	74131	YES	NO	NO	NO								333911						36.065369	-96.059999	161681044								NATIONAL OILWELL VARCO LP	161681044	0		NA												NO				YES	 	
74131GSPMP6740S	1312210020145	007440020	NICKEL	TRI	Pounds																		2012	NO	NATIONAL OILWELL VARCO/TULSA MULTIPLEX	6750 S 57TH W AVE	TULSA	CREEK	OK	74131	YES	NO	NO	NO								333911						36.065369	-96.059999	161681044								NATIONAL OILWELL VARCO LP	161681044	0		NA												NO				YES	 	
74053NRTHSJCTHW	1312209977723	N040	BARIUM COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209977964	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
74053NRTHSJCTHW	1312209978269	N770	VANADIUM COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209978168	N495	NICKEL COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209977988	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
74053NRTHSJCTHW	1312209978028	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209978129	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209978079	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209977913	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
74053NRTHSJCTHW	1312209977863	N100	COPPER COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209977762	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
74053NRTHSJCTHW	1312209977812	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209978206	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
74053NRTHSJCTHW	1312209978295	N982	ZINC COMPOUNDS	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			YES	 	
74053NRTHSJCTHW	1312209978232	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	AMERICAN ELECTRIC POWER NORTHEASTERN PLANT	JCT HWY US 169/OK 88	OOLOGAH	ROGERS	OK	74053	YES	NO	NO	NO								221112						36.426265	-95.700203	007907926								AMERICAN ELECTRIC POWER	006979868	0		NA												NO	MEBETTINGER@AEP.COM			NO	 	
