TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
74120STHWS422SO	1312210555506	N420	LEAD COMPOUNDS	PBT	2012	SOUTHWEST UNITED INDUSTRIES INC	422 S ST LOUIS AVE	TULSA	TULSA	OK	74120	YES	NO	NO	NO								332813						36.155075	-95.970509	007218340								SOUTHWEST COS INC		SRNA:Cost prohibitive technical barriersIn our application, a proper recycling method would imply concentration and extraction of Lead from wastewaters for the purpose of smelting and refining the recycled/ captured particles into a workable medium for sale or the direct creation of a new anode or other usable products.	NO	RHOWALD@SWUNITED.COM			YES	 	
73106HSPNT1700W	1312209919873	N230	CERTAIN GLYCOL ETHERS	TRI	2012	H-I-S PAINT MANUFACTURING CO INC	1700 W SHERIDAN	OKLAHOMA CITY	OKLAHOMA	OK	73106	YES	NO	NO	NO								325510						35.46686	-97.543578	057711152								HIS PAINT MANUFACTURING CO	057711152	Reformulation of product.	NO	JKENT@HISPAINT.COM			NO	 	
73106HSPNT1700W	1312209919885	001330207	XYLENE (MIXED ISOMERS)	TRI	2012	H-I-S PAINT MANUFACTURING CO INC	1700 W SHERIDAN	OKLAHOMA CITY	OKLAHOMA	OK	73106	YES	NO	NO	NO								325510						35.46686	-97.543578	057711152								HIS PAINT MANUFACTURING CO	057711152	Changes in formulation	NO	JKENT@HISPAINT.COM			NO	 	
74116FBRPD2201N	1312210221812	000100425	STYRENE	TRI	2012	FIBER PAD INC	2201 N 170 E AVE	TULSA	ROGERS	OK	74116	YES	NO	NO	NO								325211						36.168396	-95.844934	096643622										WE NO LONGER PRODUCE FIBERGLASS PRODUCTS|SRNA:FIBER PAD HAS QUIT PRODUCING FIBERGLASS PRODUCTS	NO	RON.CAMPBELL@FIBERPAD.COM			NO	 	
74362NTRPLHUNTS	1312210409734	000080057	4,4'-ISOPROPYLIDENEDIPHENOL	TRI	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:Raw Material Utilized in Production of Product, Product Quality Requirement.	NO	ILEVY@INTERPLASTIC.COM			NO	 	
74362NTRPLHUNTS	1312210409797	000107211	ETHYLENE GLYCOL	TRI	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:Raw Material Utilized in Production of Product, Product Quality Requirement.	NO	ILEVY@INTERPLASTIC.COM			NO	 	
74362NTRPLHUNTS	1312210409847	000079947	TETRABROMOBISPHENOL A	PBT	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:RAW MATERIAL UTILIZED IN THE MANUFACTURE OF CERTAIN PRODUCTS AND PART OF CUSTOMER FORMULATIONS WHICH COULD IMPACT QUALITY.	NO	ILEVY@INTERPLASTIC.COM			NO	 	
74362NTRPLHUNTS	1312210409823	000085449	PHTHALIC ANHYDRIDE	TRI	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:RAW MATERIAL UTILIZED IN THE MANUFACTURE OF CERTAIN PRODUCTS AND PART OF CUSTOMER FORMULATIONS WHICH COULD IMPACT QUALITY.	NO	ILEVY@INTERPLASTIC.COM			NO	 	
74362NTRPLHUNTS	1312210409759	N096	COBALT COMPOUNDS	TRI	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:Raw Material Utilized in Production of Product, Product Quality Requirement.	NO	ILEVY@INTERPLASTIC.COM			YES	 	
74362NTRPLHUNTS	1312210409809	000108316	MALEIC ANHYDRIDE	TRI	2012	INTERPLASTIC CORP	5019 HUNT ST	PRYOR	MAYES	OK	74361	YES	NO	NO	NO								325211						36.236511	-95.276649	006151336								INTERPLASTIC CORP	006151336	SRNA:RAW MATERIAL UTILIZED IN THE MANUFACTURE OF CERTAIN PRODUCTS AND PART OF CUSTOMER FORMULATIONS WHICH COULD IMPACT QUALITY.	NO	ILEVY@INTERPLASTIC.COM			NO	 	
