TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
38922KDCLTHWY7S	1307205766506	000100425	STYRENE	TRI	Pounds																		2007	NO	K& D CULTURED MARBLE INC.	17425 OKAHOMA ST	COFFEEVILLE	YALOBUSHA	MS	38922	YES	NO	NO	NO														33.970333	-89.679									K & D CULTURED MARBLE INC.		0														NO	KDMARBLE@BELLSOUTH.NET			NO	
38930SCTTP412MI	1307205194107	001634044	METHYL TERT-BUTYL ETHER	TRI	Pounds																		2007	NO	SCOTT PETROLEUM CORP	412 MISSISSIPPI HWY 7	GREENWOOD	LEFLORE	MS	38930	YES	NO	NO	NO														33.522778	-90.151389	033336025										0														NO	JOEY@SCOTTPETROLEUMINC.COM			NO	
38930SCTTP412MI	1307205194133	000108883	TOLUENE	TRI	Pounds																		2007	NO	SCOTT PETROLEUM CORP	412 MISSISSIPPI HWY 7	GREENWOOD	LEFLORE	MS	38930	YES	NO	NO	NO														33.522778	-90.151389	033336025										0														NO	JOEY@SCOTTPETROLEUMINC.COM			NO	
38930SCTTP412MI	1307205194145	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	SCOTT PETROLEUM CORP	412 MISSISSIPPI HWY 7	GREENWOOD	LEFLORE	MS	38930	YES	NO	NO	NO														33.522778	-90.151389	033336025										0														NO	JOEY@SCOTTPETROLEUMINC.COM			NO	
38930SCTTP412MI	1307205194160	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	SCOTT PETROLEUM CORP	412 MISSISSIPPI HWY 7	GREENWOOD	LEFLORE	MS	38930	YES	NO	NO	NO														33.522778	-90.151389	033336025										0														NO	JOEY@SCOTTPETROLEUMINC.COM			YES	
39501NDLLM19003	1307205185756	007782505	CHLORINE	TRI	Pounds																		2007	NO	TABER METALS GULFPORT	1900 34TH ST	GULFPORT	HARRISON	MS	39501	YES	NO	NO	NO														30.391397	-89.085559									NATIONAL MATERIALS LP		0														NO	MKEENAN@TABEREXTRUSIONS.COM			NO	
39503FNSTL14115	1307205184132	007440484	COBALT	TRI	Pounds																		2007	NO	HYDRO CARBIDE INC	14115 SEAWAY RD	GULFPORT	HARRISON	MS	39503	YES	NO	NO	NO														30.434327	-89.079854	184808063								HBD INDUSTRIES	184808053	0														NO	GARYD@RAMET.COM			YES	
38868HNTRDRTE2L	1307205369945	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	HUNTER DOUGLAS TUPELO CENTER	RT. 2 LEE INDUSTRIAL PARK E	SHANNON	LEE	MS	38868	YES	NO	NO	NO														34.161479	-88.701775	046188165								HUNTER DOULGAS - UPPER SADDLE RIVER NJ	046188165	0														NO	BILL.HUGHES@HUNTERDOUGLAS.COM			NO	
38868HNTRDRTE2L	1307205369958	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	HUNTER DOUGLAS TUPELO CENTER	RT. 2 LEE INDUSTRIAL PARK E	SHANNON	LEE	MS	38868	YES	NO	NO	NO														34.161479	-88.701775	046188165								HUNTER DOULGAS - UPPER SADDLE RIVER NJ	046188165	0														NO	BILL.HUGHES@HUNTERDOUGLAS.COM			NO	
38873HLC  HWY25	1307205945241	007440473	CHROMIUM	TRI	Pounds																		2007	NO	TISHOMINGO BUSINESS ENTERPRISES INC TISHOMINGO	1425 HWY 25 N	TISHOMINGO	TISHOMINGO	MS	38873	YES	NO	NO	NO														34.655806	-88.232028	092112986								OX BODIES INC.	058640145	.005	M2	CITY OF TISHOMINGO POTW	FULLER STREET NONE	TISHOMINGO	MS	TISHOMINGO	38873							NO	JLINDSEY@ENVIROCOMP.NET			YES	
