TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
19703LLDSG6100P	1312210396127	007664417	AMMONIA	TRI	2012	HONEYWELL DELAWARE PLANT	6100 PHILADELPHIA PIKE	CLAYMONT	NEW CASTLE	DE	19703	YES	NO	NO	NO								325188						39.814166	-75.435833	054717939								HONEYWELL INTERNATIONAL INC	139691877	Evaluated process scheduling to optimize run time and minimize product switchovers which cause increased waste generation.  Also reviewed operating parameters to reduce waste.	NO	RUSSELL.DAVIS2@HONEYWELL.COM			NO	 	
19804CBGGYJAMES	1312210145393	000092524	BIPHENYL	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented - additional reduction does not appear technically or economically feasible.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145417	000067561	METHANOL	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145405	000110827	CYCLOHEXANE	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145429	N511	NITRATE COMPOUNDS	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Nitrates are coincidentally manufactured due to the use of nitric acid in a microfiltration process.  Wastewater from the process is transferred to an on-site WWTP.  No suitable agent has been found that can be used as a substitute for nitric acid.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145381	000062533	ANILINE	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145431	007697372	NITRIC ACID	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1312210145443	000106478	P-CHLOROANILINE	TRI	2012	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.711213	-75.609449	956910582								BASF CORP	001307032	SRNA:Pollution prevention previously implemented- additional reduction does not appear technically or economically feasible.	NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19903GNRLMPOBOX	1312210102354	N230	CERTAIN GLYCOL ETHERS	TRI	2012	HIRSH INDUSTRIES INC	1525 MCKEE RD	DOVER	KENT	DE	19904	YES	NO	NO	NO								337214	337124					39.1878	-75.5624	005280078		DED984072280								|W49:Reductions in VOC's & HAPS have been accomplished by using Coating Vendors with low VOC content while achieving acceptable quality|T10:Existing vendors have been challenged to meet VOC Limits and have switched to alternative solvents that are not classified as HAPS	NO	KEN.MURR@HIRSHINDUSTRIES.COM			NO	 	
19720CMRCSCHERR	1312210513762	N230	CERTAIN GLYCOL ETHERS	TRI	2012	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.69384	-75.53477	001331032								CRODA INC	001331032	|W50:Reducition of water prior to reaction reduces production of Glycol Ethers	NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
