TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
97113SHLDN300N2	1312210019764	007440473	CHROMIUM	TRI	2012	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								332322						45.522303	-123.039797	052225596										As we introduce the lean process to our production process, changes in production are become more reactive to orders. Rising and falling with the economy, causing tempory closesure or slow downs. Which affects the flow of materials and waste.	NO	DOUGB@SHELLAB.COM			YES	 	
97478SRRPN80048	1312210443558	N120	DIISOCYANATES	TRI	2012	SIERRAPINE SPRINGFIELD DIV	800 48TH ST	SPRINGFIELD	LANE	OR	97478	YES	NO	NO	NO								321219						44.0518	-122.9484	173798307								SIERRAPINE A CALIFORNIA LP	173798307	In Yr 2012, the facility began to utilize a new (MDI) resin. The air emission factors are based on source tests conducted at another composite wood product manufacturing facility.	NO	JJOHNSON@SIERRAPINE.COM			NO	 	
97886SMTHFDEPOT	1312210541900	007664417	AMMONIA	TRI	2012	SMITH FROZEN FOODS INC	101 DEPOT ST	WESTON	UMATILLA	OR	97886	YES	NO	NO	NO								311411						45.819708	-118.429007	057070674								SMITH FROZEN FOODS INC	057070674	The former Refrigeration Supervisor has retired. The new contact for Refrigeration is Randy Stovall.|PRAI: The variable used to calculate production ratio is: Freezing.	NO	VERNON_HAWKS@SMITHFROZENFOODS.COM			NO	 	
97321SYNTH1290I	1312210106542	000067663	CHLOROFORM	TRI	2012	W R GRACE & CO - CONN	1290 INDUSTRIAL WAY SW	ALBANY	LINN	OR	97322	YES	NO	NO	NO								325411	325188	325199				44.62684	-123.102754	001367846								W.R.GRACE & CO. - CONN.	001367846	|PRAI:Our product mix changes dramatically from year to year.  For example, chloroform is used almost exclusively for one product.  In years we do not have orders for that product, chloroform usage is almost zero.  If we manufacture the product, chloroform usage increases dramatically.	NO	DERON.NEUKOMM@GRACE.COM			NO	 	
97016JMSRVWAUNA	1312210592388	007783064	HYDROGEN SULFIDE	TRI	2012	GEORGIA PACIFIC CONSUMER PRODUCTS LP WAUNA MILL	92326 TAYLORVILLE RD	CLATSKANIE	CLATSOP	OR	970168264	YES	NO	NO	NO								322121						46.157035	-123.407836	003913258								KOCH INDUSTRIES INC	006944334	H2S was not required for reporting prior to 2012.	NO	KRISTI.WARD@GAPAC.COM			NO	 	
97210WCKRS7200N	1312210548121	007697372	NITRIC ACID	TRI	2012	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676	YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										Reduction was primarily due to the closure of part of our facility in the 4th quarter of 2012. Off site shipments are expected to increase slightly due to material handling changes.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97210WCKRS7200N	1312210548119	N511	NITRATE COMPOUNDS	TRI	2012	SILTRONIC CORP	7200 NW FRONT AVE	PORTLAND	MULTNOMAH	OR	972103676	YES	NO	NO	NO								334413						45.576652	-122.756343	096253737										Due to the closure of part of our facility we expect to see a substantial reduction in nitrate compounds In 2013.	NO	TOM.FAHEY@SILTRONIC.COM			NO	 	
97124HKMRC4600N	1312210433379	000067561	METHANOL	TRI	2012	TOKYO OHKA KOGYO AMERICA INC	4600 NW BROOKWOOD PKWY	HILLSBORO	WASHINGTON	OR	97124	YES	NO	NO	NO								325998						45.5428	-122.9243	801782590										The Methanol waste is product specific in its amounts. As a result when TOK America's customers shifted from |PRAI: The variable used to calculate production ratio is: Methanol Use.	NO	TODD.DUNN@TOKAMERICA.COM			NO	 	
97007NTLCR3585S	1312210524474	007664393	HYDROGEN FLUORIDE	TRI	2012	INTEL CORP - ALOHA CAMPUS	3585 SW 198TH AVE	ALOHA	WASHINGTON	OR	97007	YES	NO	NO	NO								334413						45.49308	-122.88408	047897855								INTEL CORP		Decline of stack emissions were due to a decline in chemical use and lower production numbers.	NO	CHELSEA.HOSSAINI@INTEL.COM			NO	 	
97124PSNPR3950N	1312210157804	N230	CERTAIN GLYCOL ETHERS	TRI	2012	EPSON PORTLAND INC	3950 NW ALOCLEK PL	HILLSBORO	WASHINGTON	OR	971247100	YES	NO	NO	NO								325910						45.545593	-122.891621									US EPSON INC		|PRAI:In 2012 Epson began manufacturing ink and selling it to other Countries. Prior to this it was only used to produce inks that we used here locally	NO	KIMBERLEY.SACKMAN@EPI.EPSON.COM			NO	 	
