TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
97113SHLDN300N2	1312210019776	007439965	MANGANESE	TRI	Pounds																		2012	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								332322						45.522303	-123.039797	052225596										0		NA												NO	DOUGB@SHELLAB.COM			YES	 	
97113SHLDN300N2	1312210019764	007440473	CHROMIUM	TRI	Pounds																		2012	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								332322						45.522303	-123.039797	052225596										0		NA												NO	DOUGB@SHELLAB.COM			YES	 	
97113SHLDN300N2	1312210019788	007440020	NICKEL	TRI	Pounds																		2012	NO	SHELDON MANUFACTURING INC	300 N 26TH AVE	CORNELIUS	WASHINGTON	OR	97113	YES	NO	NO	NO								332322						45.522303	-123.039797	052225596										0		NA												NO	DOUGB@SHELLAB.COM			YES	 	
97128RBRBB904E1	1312210841298	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	RB RUBBER PRODUCTS INC	904 NE 10TH AVE	MC MINNVILLE	YAMHILL	OR	97128	YES	NO	NO	NO								326299						45.20138	-123.18972	151092566								DASH MULTICORP INC		0		NA												NO	DOVERTURF@RBRUBBER.COM			NO	 	
97478SRRPN80048	1312210443558	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	SIERRAPINE SPRINGFIELD DIV	800 48TH ST	SPRINGFIELD	LANE	OR	97478	YES	NO	NO	NO								321219						44.0518	-122.9484	173798307								SIERRAPINE A CALIFORNIA LP	173798307	0		NA												NO	JJOHNSON@SIERRAPINE.COM			NO	 	
97210GRTWS5700N	1312210350512	000067561	METHANOL	TRI	Pounds																		2012	NO	BRENNTAG PACIFIC INC	5700 NW FRONT ST	PORTLAND	MULTNOMAH	OR	97210	YES	NO	NO	NO								424690						45.563583	-122.736087	145245192								BRENNTAG N.A. INC	145245192	0		NA												NO	SMILLER@BRENNTAG.COM			NO	 	
97478KNGSF3315M	1312210109411	000067561	METHANOL	TRI	Pounds																		2012	NO	KINGSFORD MANUFACTURING CO	3315 MARCOLA RD	SPRINGFIELD	LANE	OR	97478	YES	NO	NO	NO								325191						44.0633	-122.9802	071809420								THE CLOROX CO	009138033	0		NA												NO	PAULO.MONTENEGRO@CLOROX.COM			NO	 	
97478KNGSF3315M	1312210109409	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	KINGSFORD MANUFACTURING CO	3315 MARCOLA RD	SPRINGFIELD	LANE	OR	97478	YES	NO	NO	NO								325191						44.0633	-122.9802	071809420								THE CLOROX CO	009138033	0		NA												NO	PAULO.MONTENEGRO@CLOROX.COM			YES	 	
97062PLSTF9665T	1312209984626	000100425	STYRENE	TRI	Pounds																		2012	NO	PLASTI-FAB INC	9665 SW TUALATIN-SHERWOOD RD	TUALATIN	WASHINGTON	OR	97062	YES	NO	NO	NO								326199						45.3809	-122.7772	054960356										0		NA												NO	KCOCHRAN@PLASTI-FAB.COM			NO	 	
97203NCLGR14003	1312210148247	007664417	AMMONIA	TRI	Pounds																		2012	NO	JR SIMPLOT CO RIVERGATE TERMINAL	14003 N RIVERGATE BLVD	PORTLAND	MULTNOMAH	OR	97203	YES	NO	NO	NO								424690						45.625038	-122.784732	095334616								J R SIMPLOT CO	009073511	50	M2	CITY OF PORTLAND WATER WORKS	1120 SW 5TH AVENUE	PORTLAND	OR	MULTNOMAH	97204							NO	ROBERT.PIATT@SIMPLOT.COM			NO	 	
