TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
91730RLNLC9433H	1312209974765	007440508	COPPER	TRI	Pounds																		2012	NO	ARLON LLC	9433 HYSSOP DR	RANCHO CUCAMONGA	SAN BERNARDINO	CA	91730	YES	NO	NO	NO								334412						34.083599	-117.544035									WHX CORP		0		NA												NO	RCORRETTE@ARLON-MED.COM			YES	 	
91730RLNLC9433H	1312209974791	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		2012	NO	ARLON LLC	9433 HYSSOP DR	RANCHO CUCAMONGA	SAN BERNARDINO	CA	91730	YES	NO	NO	NO								334412						34.083599	-117.544035									WHX CORP		0		NA												NO	RCORRETTE@ARLON-MED.COM			NO	 	
91730RLNLC9433H	1312209974827	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2012	NO	ARLON LLC	9433 HYSSOP DR	RANCHO CUCAMONGA	SAN BERNARDINO	CA	91730	YES	NO	NO	NO								334412						34.083599	-117.544035									WHX CORP		0		NA												NO	RCORRETTE@ARLON-MED.COM			NO	 	
91730RLNLC9433H	1312209974839	000108883	TOLUENE	TRI	Pounds																		2012	NO	ARLON LLC	9433 HYSSOP DR	RANCHO CUCAMONGA	SAN BERNARDINO	CA	91730	YES	NO	NO	NO								334412						34.083599	-117.544035									WHX CORP		0		NA												NO	RCORRETTE@ARLON-MED.COM			NO	 	
9212WMRMRP5692E	1312209978461	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	MIRAMAR PLANT 33	5692 EASTGATE DR	MIRAMAR	SAN DIEGO	CA	92121	YES	NO	NO	NO								327320						32.88387	-117.19705									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9238WMRNVL1289D	1312209978523	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	MORENO VALLEY PLANT 2	12890 DAY ST	MORENO VALLEY	RIVERSIDE	CA	92553	YES	NO	NO	NO								327320						33.933726	-117.27874									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9170WRWNDL13631	1312209978473	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	IRWINDALE PLANT 13	13631 LIVE OAK AVE	IRWINDALE	LOS ANGELES	CA	91706	YES	NO	NO	NO								327320						34.107687	-117.976861									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9110WPSDNP142NL	1312209978485	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	PASADENA PLANT 14	1420 N LINCOLN ACENUE	PASADENA	LOS ANGELES	CA	91109	YES	NO	NO	NO								327320						34.170884	-118.159406									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9215WTYMSP7961A	1312209978687	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	OTAY MESA PLANT 28	7961 AIRWAY RD	OTAY MESA	SAN DIEGO	CA	92154	YES	NO	NO	NO								327320						32.560675	-116.970522									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9223WCBZNP1399A	1312209978699	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CABAZON PLANT 11	13990 APACHE TRAIL	CABAZON	RIVERSIDE	CA	92230	YES	NO	NO	NO								327320						33.918443	-116.806743									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9176WPMNPL247PM	1312209978752	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	POMONA PLANT 5	2470 POMONA BLVD	POMONA	LOS ANGELES	CA	91768	YES	NO	NO	NO								327320						34.05755	-117.79426									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9230WDLNTP1223V	1312209978776	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	ADELANTO PLANT 19	12203 VIOLET RD	ADELANTO	SAN BERNARDINO	CA	92301	YES	NO	NO	NO								327320						34.56105	-117.39785									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9237WRDLND8353A	1312209978764	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	REDLANDS PLANT 3	8353 ALABAMA	REDLANDS	SAN BERNARDINO	CA	92373	YES	NO	NO	NO								327320						34.101878	-117.208562									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9227WTHSND7246V	1312209978788	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	THOUSAND PALMS PLANT 26	72460 VARNER RD	THOUSAND PALMS	RIVERSIDE	CA	92276	YES	NO	NO	NO								327320						33.81305	-116.39855									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9271WRVNPL1681C	1312209978840	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	IRVINE PLANT 21	16081 CONSTRUCTION CIR W	IRVINE	ORANGE	CA	92714	YES	NO	NO	NO								327320						33.69721	-117.82032									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9072WPRMNT7277E	1312209978853	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	PARAMOUNT PLANT 23	7277 E ROSECRANS	PARAMOUNT	LOS ANGELES	CA	90723	YES	NO	NO	NO								327320						33.90371	-118.1709									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9287WCRNPL154SH	1312209978865	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CORONA PLANT 30	1540 SHERBORN ST	CORONA	RIVERSIDE	CA	92879	YES	NO	NO	NO								327320						33.862155	-117.528283									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9002WLSNGL3365E	1312209978877	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	LOS ANGELES PLANT 15	3365 E 26TH ST	LOS ANGELES	LOS ANGELES	CA	90023	YES	NO	NO	NO								327320						34.01244	-118.21148									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
90507JNSCH1401W	1312209978966	007782505	CHLORINE	TRI	Pounds																		2012	NO	JCI JONES CHEMICALS INC	1401 W DEL AMO BLVD	TORRANCE	LOS ANGELES	CA	90501	YES	NO	NO	NO								424690						33.82119	-118.301524	002216091								JCI JONES CHEMICALS INC		0		NA												NO	TROSS@JCICHEM.COM			NO	 	
9258WSNCTY275WA	1312209978978	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	SUN CITY PLANT 8	27050 WATSON RD	SUN CITY	RIVERSIDE	CA	92585	YES	NO	NO	NO								327320						33.750293	-117.179214									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9202WLCJNP215CY	1312209978980	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	EL CAJON PLANT 29	215 CYPRESS LN	EL CAJON	SAN DIEGO	CA	92020	YES	NO	NO	NO								327320						32.81686	-116.96356									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9067WSNTFS12311	1312209978992	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	SANTA FE SPRINGS PLANT 10	12311 GREENSTONE	SANTA FE SPRINGS	LOS ANGELES	CA	90670	YES	NO	NO	NO								327320						33.91977	-118.05813									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9280WNHMPL21ECM	1312209979006	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	ANAHEIM PLANT 16	201 E COMMERCIAL	ANAHEIM	ORANGE	CA	92801	YES	NO	NO	NO								327320						33.85265	-117.91712									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
93552SRVCR37790	1312209979018	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	PALMDALE PLANT 39	37790 75TH ST	PALMDALE	LOS ANGELES	CA	93552	YES	NO	NO	NO								327320						34.573442	-117.995749									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9250WRVRSD6122T	1312209979020	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	RIVERSIDE PLANT 1	6120 20TH ST	RIVERSIDE	RIVERSIDE	CA	92509	YES	NO	NO	NO								327320						34.0215	-117.39692									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9237WRLTPL261NA	1312209979032	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	RIALTO PLANT 24	2601 N ALDER AVE	RIALTO	SAN BERNARDINO	CA	92376	YES	NO	NO	NO								327320						34.147172	-117.416432									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9256WMRRTP2619A	1312209979044	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	MURRIETA PLANT 27	26190 ADAMS AVE	MURRIETA	RIVERSIDE	CA	92562	YES	NO	NO	NO								327320						33.533936	-117.18673									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9160WNRTHH13132	1312209979119	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	NORTH HOLLYWOOD PLANT 22	13132 N RAYMER	NORTH HOLLYWOOD	LOS ANGELES	CA	91605	YES	NO	NO	NO								327320						34.20557	-118.41893									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9234WHSPRP9635C	1312209979121	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	HESPERIA PLANT 31	9635 C AVE	HESPERIA	SAN BERNARDINO	CA	92346	YES	NO	NO	NO								327320						34.425136	-117.295906									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9267WSNCLM116RI	1312209979133	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	SAN CLEMENTE PLT 20	116 RINCON CT	SAN CLEMENTE	ORANGE	CA	92672	YES	NO	NO	NO								327320						33.434804	-117.624495									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9006WGRDNP31WRS	1312209979145	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	GARDENA PLANT 25	301 W ROSECRANS	ROSEWOOD	LOS ANGELES	CA	90061	YES	NO	NO	NO								327320						33.902	-118.281									MCC DEVELOPMENT CORP	838030492	0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
9202WSCNDD131SI	1312209979311	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	ESCONDIDO PLANT 36	1310 SIMPSON WAY	ESCONDIDO	SAN DIEGO	CA	92029	YES	NO	NO	NO								327320						33.12128	-117.10594											0		NA												NO	DAVEJ@RRMCA.COM			YES	 	
92704PWRCR2645S	1312209980248	007440508	COPPER	TRI	Pounds																		2012	NO	TTM TECHNOLOGIES INC	2630 S HARBOR BLVD	SANTA ANA	ORANGE	CA	92704	YES	NO	NO	NO								334412						33.712219	-117.9216	092280015								TTM TECHNOLOGIES INC		131.3	M2	ORANGE COUNTY SANITATION DISTRICT RECLAMATION PLANTS 1 & 2	10844 ELLIS AVENUE	FOUNTAIN VALLEY	CA	ORANGE	927087018							NO	GKLUECKMAN@TTMTECH.COM			YES	 	
92704PWRCR2645S	1312209980263	007439921	LEAD	TRI	Pounds																		2012	NO	TTM TECHNOLOGIES INC	2630 S HARBOR BLVD	SANTA ANA	ORANGE	CA	92704	YES	NO	NO	NO								334412						33.712219	-117.9216	092280015								TTM TECHNOLOGIES INC		2.6	C 	ORANGE COUNTY SANITATION DISTRICT RECLAMATION PLANTS 1 & 2	10844 ELLIS AVENUE	FOUNTAIN VALLEY	CA	ORANGE	927087018							NO	GKLUECKMAN@TTMTECH.COM			YES	 	
92704PWRCR2645S	1312209980275	007697372	NITRIC ACID	TRI	Pounds																		2012	NO	TTM TECHNOLOGIES INC	2630 S HARBOR BLVD	SANTA ANA	ORANGE	CA	92704	YES	NO	NO	NO								334412						33.712219	-117.9216	092280015								TTM TECHNOLOGIES INC		0		NA												NO	GKLUECKMAN@TTMTECH.COM			NO	 	
92704PWRCR2645S	1312209980299	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	TTM TECHNOLOGIES INC	2630 S HARBOR BLVD	SANTA ANA	ORANGE	CA	92704	YES	NO	NO	NO								334412						33.712219	-117.9216	092280015								TTM TECHNOLOGIES INC		0		NA												NO	GKLUECKMAN@TTMTECH.COM			NO	 	
9251WMRCHR452MS	1312209982228	000091203	NAPHTHALENE	TRI	Pounds																		2012	NO	US DOD USAF MARCH AIR RESERVE BASE	610 MEYER DRIVE, BLDG 2403	MARCH ARB	RIVERSIDE	CA	925182166	YES	NO	YES	NO								928110						33.88056	-117.25944									US DEPARTMENT OF DEFENSE		0		NA												YES	452AMW.PA@US.AF.MIL			NO	 	
90040VLLYP5900S	1312209982242	007440020	NICKEL	TRI	Pounds																		2012	NO	VALLEY PLATING WORKS INC	5900 SHEILA ST	COMMERCE	LOS ANGELES	CA	90040	YES	NO	NO	NO								332813						33.996719	-118.152175											166.8	M2	SAN JOSE CREEK WATER RECLAMATION PLANT	1965 WORKMAN MILL ROAD	WHITTIER	CA	LOS ANGELES	906011415							NO	MATT.CULLEN@VALLEYPLATING.COM			YES	 	
91767SLPKN47EBN	1312209982750	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	SILPAK INC	470 E  BONITA  AVE	POMONA	LOS ANGELES	CA	917671928	YES	NO	NO	NO								325211						34.0962	-117.742756	161320387										0		NA												NO	SILPAK@AOL.COM			NO	 	
90040DVDHF6009B	1312209888763	007439921	LEAD	TRI	Pounds																		2012	NO	DAVID H FELL & CO INC	6009 BANDINI BLVD	COMMERCE	LOS ANGELES	CA	900400000	YES	NO	NO	NO								331492						33.991325	-118.156654	076218411		CAL000110141								0		NA												NO	MAX@DHFCO.COM			YES	 	
92665GRFM 2060N	1312209893938	N120	DIISOCYANATES	TRI	Pounds																		2012	NO	FXI INC	2060 N BATAVIA ST	ORANGE	ORANGE	CA	92865	YES	NO	NO	NO								326150						33.821389	-117.864444	803865997								FOAMEX INNOVATIONS INC	829462535	0		NA												NO	KSUNDARAM@FXI.COM			NO	 	
92665GRFM 2060N	1312209893940	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	FXI INC	2060 N BATAVIA ST	ORANGE	ORANGE	CA	92865	YES	NO	NO	NO								326150						33.821389	-117.864444	803865997								FOAMEX INNOVATIONS INC	829462535	0		NA												NO	KSUNDARAM@FXI.COM			NO	 	
90221BLSTK20021	1312209894613	007440224	SILVER	TRI	Pounds																		2012	NO	HENKEL ELECTRONIC MATERIALS LLC	20021 SUSANA RD	RANCHO DOMINGUEZ	LOS ANGELES	CA	90221	YES	NO	NO	NO								325520						33.851386	-118.206825	051441731								HENKEL CORP	051441731	0		NA												NO	GARY.HAMBLIN@US.HENKEL.COM			YES	 	
90220CNTNN2225E	1312209895945	000140885	ETHYL ACRYLATE	TRI	Pounds																		2012	NO	PLASKOLITE WEST INC	2225 E DEL AMO BLVD	COMPTON	LOS ANGELES	CA	902206303	YES	NO	NO	NO								325211	326199					33.846492	-118.228366	015597508								PLASKOLITE INC	130972347	0	M2	JOINT WATER POLLUTION CONTROL PLANT	24501 SOUTH FIGUEROA STREET	CARSON	CA	LOS ANGELES	907456311							NO	JASON@PLASKOLITECONTINENTAL.COM			NO	 	
