TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 9 MISCELLANEOUS INFORMATION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
90032RRWHD5142A	1312210821839	N100	COPPER COMPOUNDS	TRI	2012	ARROWHEAD BRASS & PLUMBING LLC	5142 ALHAMBRA AVE	LOS ANGELES	LOS ANGELES	CA	90032	YES	NO	NO	NO								332721	331525	332813				34.072477	-118.173966	008238743								ARROWHEAD BRASS & PLUMBING		|PRAI: The variable used to calculate production ratio is: TONS OF BRASS.	NO	SANDRA.GUTIERREZ@ARROWHEADBRASS.COM			YES	 	
93239CHMCL35251	1312210363103	N096	COBALT COMPOUNDS	TRI	2012	CHEMICAL WASTE MANAGEMENT INC	35251 OLD SKYLINE RD	KETTLEMAN CITY	KINGS	CA	932390471	YES	NO	NO	NO								562211	562212					35.968595	-120.025566	099202681								WASTE MANAGEMENT INC	047577416	2011 report included combined cobalt and cobalt compounds.  2012 report is only cobalt compounds.	NO	JPRILL@WM.COM			YES	 	
92821RCLDX55WME	1312210249773	007440508	COPPER	TRI	2012	RECOLD	550 MERCURY LN	BREA	ORANGE	CA	928214899	YES	NO	NO	NO								333415						33.91981	-117.90545	604709527								SPX CORP	604709527	The steel recycling facility, Marko Metals, Inc., has an EPA ID of CAL000188863.  We verified this with the facility on 6/24/13.  When I tried putting this information into the Form  R on this website, it was giving me an error, so I decided to add this information in this comments section.	NO	STEPHEN.RHORER@SPX.COM			YES	 	
94952SCSTG599TO	1312209921788	001336363	POLYCHLORINATED BIPHENYLS	PBT	2012	US COAST GUARD TRAINING CENTER PETALUMA	599 TOMALES RD	PETALUMA	SONOMA	CA	94952	YES	NO	YES	NO								611513	611519					38.257432	-122.788554									US DEPARTMENT OF HOMELAND SECURITY		Same as Form R, Part II, Section 8.11.|NPYF:This is a one time reporting event of this quantity due to the explination in Form R, Part II, Section 8.11.	YES	GREGORY.M.HAAS@USCG.MIL			NO	 	
92335TMC  11600	1312210275018	007439921	LEAD	TRI	2012	TST INC  DBA TIMCO DBA TANDE M INDUSTRIES	11601 ETIWANDA AVE	FONTANA	SAN BERNARDINO	CA	92337	YES	NO	NO	NO								331314						34.044083	-117.521861	115410854								TST INC		Reduction in lead due to reduction in production coupled with a change in alloys produced at the facility.	NO	ANAVA@TST-INC.COM			YES	 	
90805DGNGT2400E	1312210574517	000191242	BENZO(G,H,I)PERYLENE	PBT	2012	EDGINGTON OIL CO	2400 E ARTESIA BLVD	LONG BEACH	LOS ANGELES	CA	90805	YES	NO	NO	NO								324110						33.874573	-118.163638									ALON USA LP	072784523	|PRAI:Refining activities were temporarily suspended for all of 2012.	NO	SPIATEK@PPCLA.COM			NO	 	
92392STHWSBLACK	1312210109575	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2012	CEMEX CONSTRUCTION MATERIALS PACIFIC LLC	16888 N E ST	VICTORVILLE	SAN BERNARDINO	CA	92394	YES	NO	NO	NO								327310						34.552217	-117.302546	189840945								CEMEX INC.	189840945	|PRAI: The variable used to calculate production ratio is: clinker.	NO	LILLIAN.DEPRIMO@CEMEX.COM			NO	 	
90066TLDYN12964	1312210315800	N420	LEAD COMPOUNDS	PBT	2012	TELEDYNE MICROELECTRONIC TECHNOLOGIES	12964 PANAMA ST	LOS ANGELES	LOS ANGELES	CA	90066	YES	NO	NO	NO								334413						33.983345	-118.428689	083780916								TELEDYNE TECHNOLOGIES INC	009578813	As a result in product line relocation and 90% facility closure the use of the TRI chemical was reduced.|PRAI:Decrease in customer orders and reduction of manufacturing of products	NO	MSHEARER@TELEDYNE.COM			YES	 	
91748SGMPL1040S	1312210384451	007440020	NICKEL	TRI	2012	SIGMA PLATING CO INC	1040 S OTTERBEIN AVE	ROWLAND HEIGHTS	LOS ANGELES	CA	91748	YES	NO	NO	NO								332813						33.996833	-117.883773	053866166										none|PRAI:None	NO	HBASINILLO@SIGMAPLATING.COM			YES	 	
90262CRGLL2801L	1312210010498	000100425	STYRENE	TRI	2012	PCCR USA	2801 LYNWOOD RD	LYNWOOD	LOS ANGELES	CA	90262	YES	NO	NO	NO								325211						33.926605	-118.223004	968259981								PCCR USA INC.	968259981	Production throughput in 2012 was lower than 2011	NO	JON.CREMERS@PCCRUSA.COM			NO	 	
