TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	SECTION 8.11 DISPOSAL OR OTHER RELEASES, SOURCE REDUCTION, AND RECYCLING ACTIVITIES	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
68933SDGRCSTATE	1311209602604	007664417	AMMONIA	TRI	2011	US USDA AGRICULTURAL RESEARCH SERVICE RLHUSMARC	STATE SPUR 18D	CLAY CENTER	CLAY	NE	689330166	YES	NO	YES	NO								541712						40.524773	-98.140945									US DEPARTMENT OF AGRICULTURE		THE US MEAT ANIMAL RESEARCH CENTER HAS DISCONTINUED ITS AGRICULTURAL USE OF ANHYDROUS AMMONIA.	YES				NO	 	
37831SDKRDBEARC	1311209692312	N420	LEAD COMPOUNDS	PBT	2011	NNSA Y-12 NATIONAL SECURITY COMPLEX	BEAR CREEK RD	OAK RIDGE	ANDERSON	TN	37831	YES	NO	YES	NO								332999						35.985806	-84.255611									US DEPARTMENT OF ENERGY		THE Y-12 POLLUTION PREVENTION PROGRAM IS FORMULATED TO REDUCE THE GENERATION AND TOXICITY OF Y-12 WASTES IN ALL MEDIA AND PROMOTE SUSTAINABILITY, ENVIRONMENTAL STEWARDSHIP, SUSTAINABLE ACQUISITION, AND RESOURCE CONSERVATION.  THE TERM ¿POLLUTION PREVENTION¿ AT Y-12 IS CONSISTENT WITH DOE¿S DEFINITION AND INCLUDES ACTIVITIES THAT INVOLVE MULTIMEDIA SOURCE REDUCTION AND RECYCLING OF ALL WASTES AND POLLUTANTS IN ALL MEDIA.	YES	WYATTSL@YSO.DOE.GOV			YES	 	
37831SDKRDBEARC	1311209692348	000067561	METHANOL	TRI	2011	NNSA Y-12 NATIONAL SECURITY COMPLEX	BEAR CREEK RD	OAK RIDGE	ANDERSON	TN	37831	YES	NO	YES	NO								332999						35.985806	-84.255611									US DEPARTMENT OF ENERGY		THE Y-12 POLLUTION PREVENTION PROGRAM IS FORMULATED TO REDUCE THE GENERATION AND TOXICITY OF Y-12 WASTES IN ALL MEDIA AND PROMOTE SUSTAINABILITY, ENVIRONMENTAL STEWARDSHIP, SUSTAINABLE ACQUISITION, AND RESOURCE CONSERVATION.  THE TERM ¿POLLUTION PREVENTION¿ AT Y-12 IS CONSISTENT WITH DOE¿S DEFINITION AND INCLUDES ACTIVITIES THAT INVOLVE MULTIMEDIA SOURCE REDUCTION AND RECYCLING OF ALL WASTES AND POLLUTANTS IN ALL MEDIA	YES	WYATTSL@YSO.DOE.GOV			NO	 	
37831SDKRDBEARC	1311209692286	007440508	COPPER	TRI	2011	NNSA Y-12 NATIONAL SECURITY COMPLEX	BEAR CREEK RD	OAK RIDGE	ANDERSON	TN	37831	YES	NO	YES	NO								332999						35.985806	-84.255611									US DEPARTMENT OF ENERGY		THE Y-12 POLLUTION PREVENTION PROGRAM IS FORMULATED TO REDUCE THE GENERATION AND TOXICITY OF Y-12 WASTES IN ALL MEDIA AND PROMOTE SUSTAINABILITY, ENVIRONMENTAL STEWARDSHIP, SUSTAINABLE ACQUISITION, AND RESOURCE CONSERVATION.  THE TERM ¿POLLUTION PREVENTION¿ AT Y-12 IS CONSISTENT WITH DOE¿S DEFINITION AND INCLUDES ACTIVITIES THAT INVOLVE MULTIMEDIA SOURCE REDUCTION AND RECYCLING OF ALL WASTES AND POLLUTANTS IN ALL MEDIA.	YES	WYATTSL@YSO.DOE.GOV			YES	 	
37831SDKRDBEARC	1311209692351	007440020	NICKEL	TRI	2011	NNSA Y-12 NATIONAL SECURITY COMPLEX	BEAR CREEK RD	OAK RIDGE	ANDERSON	TN	37831	YES	NO	YES	NO								332999						35.985806	-84.255611									US DEPARTMENT OF ENERGY		THE Y-12 POLLUTION PREVENTION PROGRAM IS FORMULATED TO REDUCE THE GENERATION AND TOXICITY OF Y-12 WASTES IN ALL MEDIA AND PROMOTE SUSTAINABILITY, ENVIRONMENTAL STEWARDSHIP, SUSTAINABLE ACQUISITION, AND RESOURCE CONSERVATION.  THE TERM ¿POLLUTION PREVENTION¿ AT Y-12 IS CONSISTENT WITH DOE¿S DEFINITION AND INCLUDES ACTIVITIES THAT INVOLVE MULTIMEDIA SOURCE REDUCTION AND RECYCLING OF ALL WASTES AND POLLUTANTS IN ALL MEDIA.	YES	WYATTSL@YSO.DOE.GOV			YES	 	
37831SDKRDBEARC	1311209692336	007439976	MERCURY	PBT	2011	NNSA Y-12 NATIONAL SECURITY COMPLEX	BEAR CREEK RD	OAK RIDGE	ANDERSON	TN	37831	YES	NO	YES	NO								332999						35.985806	-84.255611									US DEPARTMENT OF ENERGY		THE Y-12 POLLUTION PREVENTION PROGRAM IS FORMULATED TO REDUCE THE GENERATION AND TOXICITY OF Y-12 WASTES IN ALL MEDIA AND PROMOTE SUSTAINABILITY, ENVIRONMENTAL STEWARDSHIP, SUSTAINABLE ACQUISITION, AND RESOURCE CONSERVATION.  THE TERM ¿POLLUTION PREVENTION¿ AT Y-12 IS CONSISTENT WITH DOE¿S DEFINITION AND INCLUDES ACTIVITIES THAT INVOLVE MULTIMEDIA SOURCE REDUCTION AND RECYCLING OF ALL WASTES AND POLLUTANTS IN ALL MEDIA	YES	WYATTSL@YSO.DOE.GOV			YES	 	
87185SDSNDPENNS	1311209233826	007439921	LEAD	TRI	2011	US DOE SANDIA NATIONAL LABS / NEW MEXICO	1515 EUBANK SE	ALBUQUERQUE	BERNALILLO	NM	87123	YES	NO	YES	NO								541712						35.034167	-106.538889									US DEPARTMENT OF ENERGY		-W25:IMPROVEMENT IN INVENTORIES AND USE OF MATERIAL ONSITE.  PROGRAM HAS BEEN IMPLEMENTED TO UTILIZE EXISTING INVENTORY PRIOR TO PURCHASING.;T04:THIS PROGRAM HAS BEEN ADOPTED AND PARTICIPATED IN VERY EFFECTIVELY THROUGHOUT THE SITE.	YES	TAMI.MOORE@NNSA.DOE.GOV			YES	 	
64051SRMYLINTER	1311209205020	N420	LEAD COMPOUNDS	PBT	2011	US ARMY LAKE CITY ARMY AMMUNITION PLANT	INTERSECTION OF MO HWYS 7 & 78	INDEPENDENCE	JACKSON	MO	640510250	YES	NO	YES	NO								332992						39.103	-94.2783									US DEPARTMENT OF DEFENSE		DEVELOPMENT OF A LEAD FREE ROUND TO REDUCE THA AMOUNT OF LEAD USED AT THIS FACILITY.	YES	THOMAS.J.BUECHLER2.CIV@MAIL.MIL			YES	 	
45804SRMYL1155B	1311209176712	007782505	CHLORINE	TRI	2011	U S ARMY JOINT SYSTEMS MANUFACTURING CENTER	1155 BUCKEYE RD	LIMA	ALLEN	OH	458041898	YES	NO	YES	NO								928110	336992					40.708654	-84.128767									US DEPARTMENT OF DEFENSE		DUE TO A WARMER THAN NORMAL OCTOBER AND NOVEMBER 2011, HEAT DEMAND FOR BUILDING OCCUPANCY WAS LESS, WHICH ALLOWED NATURAL GAS BOILER UTILIZATION FOR AN ADDITIONAL 34 DAYS IN 2011 COMPARED TO 2010.-W42:COAL WAS REPLACED BY NATURAL GAS AS HEATING FUEL FOR AN ADDITIONAL 34 DAYS IN 2011.;T11:EQUIPMENT MANAGEMENT, HEAT DEMAND ALLOWED UTILIZATION OF NATURAL GAS BOILER ELIMINATING 34 DAYS OF COAL USAGE IN 2011.	YES	BRIAN.HAHN@DCMA.MIL			NO	 	
45804SRMYL1155B	1311209176724	007439976	MERCURY	PBT	2011	U S ARMY JOINT SYSTEMS MANUFACTURING CENTER	1155 BUCKEYE RD	LIMA	ALLEN	OH	458041898	YES	NO	YES	NO								928110	336992					40.708654	-84.128767									US DEPARTMENT OF DEFENSE		DUE TO A WARMER THAN NORMAL OCTOBER AND NOVEMBER 2011, HEAT DEMAND FOR BUILDING OCCUPANCY WAS LESS, WHICH ALLOWED NATURAL GA BOILER UTILIZATION FOR ADDITIONAL 34 DAYS IN 2011 COMPARED TO 2010.-W42:COAL WAS REPLACED BY NATURAL GAS AS HEATING FUEL FOR AN ADDITIONAL 34 DAYS IN 2011.;T11:EUIPTMENT MANAGEMENT, HEAT DEMAND ALLOWED UTILIZATION OF NATURAL GAS BOILER ELIMINATING 34 DAYS OF COAL USAGE IN 2011.	YES	BRIAN.HAHN@DCMA.MIL			YES	 	
